player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,4,60.0,,,,,64.5,0,0,0,0,0,2019,7
Matt Bryant,1223,,1,ATL,0,0,0,0,0,3,60.0,,,,,54.7,0,0,0,0,0,2019,7
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,7,60.8,,,,,,0,0,0,0,0,2019,7
Matt Schaub,1811,QB,1,ATL,0,0,0,0,0,3,60.0,,,,,,0,0,0,0,0,2019,7
Andy Lee,1906,P,1,ARZ,0,0,0,5,0,5,60.7,,,44.0,,,0,0,0,0,0,2019,7
Don Muhlbach,2130,LS,1,DET,0,0,0,3,0,4,41.6,,,,,,1,0,0,0,0,2019,7
Mike Nugent,2264,,1,NE,0,0,0,0,0,5,60.0,,,,,65.3,0,0,0,0,0,2019,7
Richie Incognito,2298,G,1,OAK,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2019,7
Dustin Colquitt,2316,P,1,KC,0,0,0,6,0,6,60.8,,,65.1,,,0,0,0,0,0,2019,7
Lorenzo Alexander,2476,ED,1,BUF,1,0,1,3,3,0,59.8,,,,,,0,0,0,0,0,2019,7
Robbie Gould,2607,K,1,SF,0,0,0,0,0,4,60.0,,,,,48.3,0,0,0,0,0,2019,7
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,3,0,7,56.6,,,,,,0,0,0,0,1,2019,7
Marcedes Lewis,2973,TE,1,GB,1,0,0,0,0,6,60.4,,,,,,0,0,0,0,0,2019,7
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,7,61.1,,,,,,0,0,0,0,0,2019,7
Sam Koch,3148,P,1,BLT,0,0,0,3,0,6,60.7,,,56.7,,,0,0,0,0,0,2019,7
Matt Prater,3471,K,1,DET,0,0,0,0,0,4,60.0,,,,,67.1,0,0,0,0,0,2019,7
Tramon Williams,3558,CB,1,GB,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2019,7
Ted Ginn Jr.,3625,WR,1,NO,3,0,0,0,0,0,59.9,,59.6,,,,0,0,0,0,0,2019,7
Zak DeOssie,3732,LS,1,NYG,0,0,0,3,0,4,28.2,,,,,,0,0,0,0,0,2019,7
Mason Crosby,3809,K,1,GB,0,7,0,0,0,6,60.0,60.5,,,,65.9,0,0,0,0,0,2019,7
Clark Harris,3859,LS,1,CIN,0,0,0,6,0,3,69.2,,,,,,0,0,0,1,0,2019,7
Calais Campbell,4364,DI,1,JAX,0,0,0,0,3,5,60.3,,,,,,0,0,0,0,0,2019,7
Matthew Slater,4467,WR,1,NE,2,6,5,7,0,0,84.1,,,,,,0,0,1,1,0,2019,7
Brett Kern,4580,P,1,TEN,0,0,0,2,0,4,60.3,,,60.6,,,0,0,0,0,0,2019,7
Wesley Woodyard,4583,LB,1,TEN,0,0,0,2,0,0,59.5,,,,,,0,0,0,0,0,2019,7
Chris Clark,4623,T,1,HST,0,0,0,0,0,5,60.8,,,,,,0,0,0,0,0,2019,7
Stephen Hauschka,4655,K,1,BUF,0,7,0,0,0,5,60.0,60.5,,,,69.5,0,0,0,0,0,2019,7
Malcolm Jenkins,4937,S,1,PHI,0,0,1,0,7,0,60.6,,,,,,0,0,0,0,0,2019,7
Kevin Huber,5066,P,1,CIN,0,0,0,6,0,3,60.4,,,65.1,,,0,0,0,0,0,2019,7
Thomas Morstead,5088,P,1,NO,0,0,0,4,0,8,60.9,,,57.1,,,0,0,0,0,0,2019,7
Julian Edelman,5156,WR,1,NE,1,0,0,0,0,0,60.0,,59.9,,,,0,0,0,0,0,2019,7
Britton Colquitt,5192,P,1,MIN,0,0,0,2,0,7,60.8,,,60.2,,,0,0,0,0,0,2019,7
Steve McLendon,5232,DI,1,NYJ,0,0,1,0,5,0,60.7,,,,,,0,0,0,0,0,2019,7
Garrison Sanborn,5430,,1,SF,0,0,0,2,0,4,63.6,,,,,,0,0,0,0,0,2019,7
Nick Sundberg,5512,LS,1,WAS,0,0,0,4,0,1,29.8,,,,,,0,0,0,0,0,2019,7
Brandon Graham,5538,ED,1,PHI,0,0,1,0,7,0,61.0,,,,,,0,0,0,0,0,2019,7
Mike Iupati,5542,G,1,SEA,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2019,7
Bryan Bulaga,5548,T,1,GB,0,0,0,0,0,6,60.7,,,,,,0,0,0,0,0,2019,7
Devin McCourty,5552,S,1,NE,0,6,0,0,0,0,63.9,,,,,,0,0,0,0,0,2019,7
Patrick Robinson,5557,S,1,NO,1,1,2,1,0,0,67.0,,,,,,0,0,0,1,0,2019,7
Rodger Saffold,5558,G,1,TEN,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2019,7
Linval Joseph,5571,DI,1,MIN,0,0,0,0,3,0,59.6,,,,,,0,0,0,0,0,2019,7
Sean Lee,5580,LB,1,DAL,0,0,0,1,2,0,59.8,,,,,,0,0,0,0,0,2019,7
Golden Tate,5585,WR,1,NYG,0,0,5,0,0,0,60.0,,,,61.6,,0,0,0,0,0,2019,7
John Jerry,5598,T,1,CIN,0,0,0,0,0,3,60.3,,,,,,0,0,0,0,0,2019,7
Corey Peters,5607,DI,1,ARZ,0,0,1,0,4,5,61.5,,,,,,0,0,0,0,0,2019,7
