player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Ryan Tannehill,7014,QB,1,MIA,55,49,31,63.3,241,4.9,1,1,72.9,75.2,46.9,81.7,4,3,4,0,0,73.6,2,16,2014,2
Matthew Stafford,4924,QB,1,DET,54,48,27,56.3,291,6.1,1,1,51.2,53.2,58.3,81.1,4,2,4,2,1,72.5,1,18,2014,2
Matt Ryan,4317,QB,1,ATL,49,44,24,54.5,231,5.3,1,3,65.2,59.1,83.8,80.5,2,0,2,1,2,48.6,3,15,2014,2
Derek Carr,8671,QB,1,OAK,44,42,27,64.3,263,6.3,1,2,55.2,56.0,55.3,80.1,0,1,2,0,0,69.8,2,18,2014,2
Alex Smith,2218,QB,1,KC,48,42,26,61.9,255,6.1,0,0,79.1,79.0,64.6,81.3,2,2,4,4,1,79.0,4,20,2014,2
Aaron Rodgers,2241,QB,1,GB,49,42,25,59.5,346,8.2,3,0,80.1,73.7,84.5,80.9,4,0,3,4,1,109.8,3,20,2014,2
Brian Hoyer,5277,QB,1,CLV,41,40,24,60.0,204,5.1,1,0,64.8,63.8,,79.5,1,2,1,0,1,81.7,0,14,2014,2
Drew Brees,802,QB,1,NO,43,40,27,67.5,237,5.9,2,1,81.7,81.6,55.9,79.5,2,2,2,1,1,89.3,1,16,2014,2
Eli Manning,1722,QB,1,NYG,42,39,26,66.7,277,7.1,2,2,71.2,70.7,58.3,79.8,2,0,3,1,0,83.0,1,15,2014,2
Philip Rivers,1725,QB,1,SD,44,37,28,75.7,284,7.7,3,0,76.4,79.9,51.1,34.7,1,0,1,2,1,124.2,5,19,2014,2
Ben Roethlisberger,1732,QB,1,PIT,39,37,22,59.5,217,5.9,0,1,57.4,57.1,,79.2,2,0,1,1,0,64.8,0,11,2014,2
Nick Foles,7089,QB,1,PHI,39,37,21,56.8,331,8.9,1,1,74.5,77.8,46.9,79.6,0,0,3,0,1,84.4,2,13,2014,2
Matt Cassel,2447,QB,1,MIN,44,36,19,52.8,202,5.6,1,4,40.3,37.7,68.8,31.1,6,1,3,0,0,39.1,2,10,2014,2
Jay Cutler,2956,QB,1,CHI,37,34,23,67.6,176,5.2,4,0,71.1,68.9,66.3,80.0,1,0,2,1,0,119.2,2,11,2014,2
Cam Newton,6153,QB,1,CAR,40,34,22,64.7,281,8.3,1,0,65.8,64.9,61.6,80.1,4,0,3,0,0,100.2,2,14,2014,2
Jake Locker,6160,QB,1,TEN,38,34,18,52.9,234,6.9,1,2,49.8,51.6,52.3,78.7,2,0,2,0,0,60.2,2,9,2014,2
Colin Kaepernick,6188,QB,1,SF,42,34,21,61.8,248,7.3,1,3,62.0,62.9,65.3,31.2,4,0,4,1,0,57.0,4,15,2014,2
Andrew Luck,7007,QB,1,IND,37,34,20,58.8,172,5.1,3,1,55.8,54.7,59.8,78.8,0,0,1,2,1,89.3,3,15,2014,2
Kirk Cousins,7102,QB,1,WAS,35,33,22,66.7,250,7.6,2,0,76.4,77.7,50.1,79.1,2,1,1,1,0,109.4,0,14,2014,2
Geno Smith,7820,QB,1,NYJ,37,32,16,50.0,176,5.5,1,1,61.0,62.9,54.4,79.0,1,1,0,1,1,64.1,4,12,2014,2
Tony Romo,1693,QB,1,DAL,33,29,19,65.5,176,6.1,1,0,64.3,63.0,,78.3,4,0,1,1,1,93.5,0,10,2014,2
Drew Stanton,3659,QB,1,ARZ,33,29,14,48.3,167,5.8,0,0,60.4,61.4,60.0,79.3,4,1,3,1,0,66.3,0,9,2014,2
Austin Davis,7305,QB,1,SL,31,29,22,75.9,235,8.1,0,0,90.0,88.2,60.0,78.0,2,0,2,0,0,99.1,0,14,2014,2
Joe Flacco,4332,QB,1,BLT,29,29,21,72.4,166,5.7,2,0,63.9,65.8,50.7,78.9,0,0,1,1,0,109.3,0,11,2014,2
Chad Henne,4371,QB,1,JAX,41,28,14,50.0,193,6.9,1,1,33.2,32.7,61.1,79.5,10,1,3,0,2,69.5,2,5,2014,2
Peyton Manning,327,QB,1,DEN,27,26,21,80.8,242,9.3,3,0,85.6,86.1,60.0,77.4,1,0,1,0,0,143.9,0,14,2014,2
E.J. Manuel,7797,QB,1,BUF,27,26,16,61.5,202,7.8,1,0,63.6,68.2,46.5,77.6,0,0,1,2,0,98.6,1,10,2014,2
Russell Wilson,7077,QB,1,SEA,29,25,17,68.0,202,8.1,2,0,56.5,58.1,54.2,29.5,2,0,3,3,0,119.1,2,9,2014,2
Andy Dalton,6187,QB,1,CIN,24,23,15,65.2,252,11.0,1,0,65.0,66.0,54.8,76.9,0,0,1,1,0,116.6,1,9,2014,2
Josh McCown,1085,QB,1,TB,23,21,16,76.2,179,8.5,0,1,58.4,54.7,67.3,76.9,1,0,0,0,0,81.3,1,8,2014,2
Tom Brady,698,QB,1,NE,22,21,14,66.7,149,7.1,1,0,72.3,72.0,59.7,77.1,1,1,0,0,0,103.1,0,9,2014,2
Ryan Fitzpatrick,2467,QB,1,HST,19,19,14,73.7,139,7.3,2,0,75.5,76.8,60.0,76.2,0,1,1,0,1,129.1,0,9,2014,2
Robert Griffin III,7008,QB,1,WAS,4,3,2,66.7,38,12.7,0,0,95.1,94.2,68.3,69.5,1,0,0,0,0,109.7,0,2,2014,2
Mohamed Sanu,7084,WR,1,CIN,1,1,1,100.0,50,50.0,0,0,71.9,86.8,,68.0,0,0,0,0,0,118.8,0,1,2014,2
Johnny Manziel,8657,QB,1,CLV,1,1,0,0.0,0,0.0,0,0,60.6,60.3,,60.4,0,0,0,0,0,39.6,0,0,2014,2
