player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Adrian Peterson,3623,HB,1,WAS,28,26,149,5.7,1,64.6,63.4,28.0,60.0,88,3.38,64,4,4,1,0,0,2018,8
Marlon Mack,11898,HB,1,IND,27,25,132,5.3,2,58.8,66.9,78.7,60.0,59,2.36,49,6,3,0,0,0,2018,8
Chris Carson,12004,HB,1,SEA,29,25,105,4.2,1,80.4,76.6,79.1,60.0,86,3.44,12,5,6,0,0,0,2018,8
Todd Gurley II,9443,HB,1,LA,30,25,114,4.6,0,74.0,58.9,79.5,59.4,66,2.64,23,4,2,0,0,0,2018,8
James Conner,11860,HB,1,PIT,25,24,146,6.1,2,65.8,57.1,28.7,60.0,94,3.92,30,7,3,1,0,0,2018,8
Jordan Howard,10784,HB,1,CHI,24,22,81,3.7,1,61.9,58.6,77.7,60.0,45,2.05,24,5,1,0,0,0,2018,8
Joe Mixon,11803,HB,1,CIN,22,21,123,5.9,2,73.9,81.0,77.8,60.0,66,3.14,43,6,5,0,0,0,2018,8
Peyton Barber,10927,HB,1,TB,20,19,85,4.5,1,73.8,78.2,77.1,60.0,53,2.79,16,5,4,0,0,0,2018,8
Phillip Lindsay,12660,HB,1,DEN,20,18,95,5.3,1,76.4,74.3,77.6,60.0,22,1.22,14,5,3,0,0,0,2018,8
Lamar Miller,7097,HB,1,HST,18,18,133,7.4,1,75.0,73.9,76.5,,120,6.67,58,5,6,0,0,0,2018,8
Nick Chubb,45783,HB,1,CLV,18,18,65,3.6,0,59.6,59.7,77.0,,38,2.11,20,4,3,0,0,0,2018,8
Kareem Hunt,11841,HB,1,KC,17,16,50,3.1,0,63.4,63.6,76.8,60.0,31,1.94,11,2,2,0,1,0,2018,8
David Johnson,9519,HB,1,ARZ,17,16,59,3.7,0,61.4,52.8,76.6,60.0,54,3.38,13,2,1,0,0,0,2018,8
