player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,1,60.0,,,,,60.3,0,0,0,0,0,2018,13
Sebastian Janikowski,595,K,1,SEA,0,8,0,0,0,7,60.1,61.4,,,,53.0,1,0,0,0,0,2018,13
Julius Peppers,1010,ED,1,CAR,0,0,2,0,4,0,59.7,,,,,,0,0,0,0,0,2018,13
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,2,60.0,,,,,64.5,0,0,0,0,0,2018,13
Andy Lee,1906,P,1,ARZ,0,0,0,6,0,4,60.6,,,55.0,,,0,0,0,0,0,2018,13
Donnie Jones,1939,,1,LAC,0,0,0,4,0,6,60.7,,,58.1,,,0,0,0,0,0,2018,13
Mike Adams,1972,S,1,CAR,0,0,2,0,4,0,60.2,,,,,,0,0,0,0,0,2018,13
Don Muhlbach,2130,LS,1,DET,0,0,0,6,0,4,50.7,,,,,,0,0,0,0,2,2018,13
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,4,0,59.9,,,,,,0,0,0,0,0,2018,13
Dustin Colquitt,2316,P,1,KC,0,0,0,3,0,7,60.8,,,59.3,,,0,0,0,0,0,2018,13
Darren Sproles,2347,HB,1,PHI,0,0,6,0,0,0,60.1,,,,62.4,,0,0,0,0,0,2018,13
Lorenzo Alexander,2476,LB,1,BUF,0,0,1,4,3,0,59.2,,,,,,0,0,0,0,0,2018,13
John Denney,2561,LS,1,MIA,0,0,0,7,0,3,60.7,,,,,,0,0,0,0,0,2018,13
Robbie Gould,2607,K,1,SF,0,0,0,0,0,2,60.0,,,,,64.8,0,0,0,0,0,2018,13
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,3,0,3,63.6,,,,,,0,0,0,0,0,2018,13
Haloti Ngata,2957,DI,1,PHI,0,0,0,0,3,0,59.1,,,,,,0,0,0,0,0,2018,13
Marcedes Lewis,2973,TE,1,GB,0,0,0,0,0,4,60.2,,,,,,0,0,0,0,0,2018,13
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2018,13
Stephen Gostkowski,3063,K,1,NE,0,5,0,0,0,5,60.0,60.0,,,,51.3,0,0,0,0,0,2018,13
Domata Peko Sr.,3068,DI,1,DEN,0,0,1,0,2,0,60.3,,,,,,0,0,0,0,0,2018,13
Kyle Williams,3079,DI,1,BUF,0,0,1,0,3,0,59.4,,,,,,0,0,0,0,0,2018,13
Sam Koch,3148,P,1,BLT,0,0,0,3,0,6,60.7,,,62.8,,,0,0,0,0,0,2018,13
Tom Johnson,3378,DI,1,MIN,0,0,1,0,2,0,59.9,,,,,,0,0,0,0,0,2018,13
Matt Prater,3471,K,1,DET,0,0,0,0,0,4,60.0,,,,,64.0,0,0,0,0,0,2018,13
Tramon Williams,3558,S,1,GB,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2018,13
Reggie Nelson,3637,S,1,OAK,0,2,0,0,0,0,60.0,,,,,,0,0,0,0,0,2018,13
Joe Staley,3644,T,1,SF,0,0,0,0,0,2,60.1,,,,,,0,0,0,0,0,2018,13
Zak DeOssie,3732,LS,1,NYG,0,0,0,7,0,6,72.6,,,,,,0,0,0,0,0,2018,13
Jermon Bushrod,3741,T,1,NO,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2018,13
Corey Graham,3784,S,1,PHI,0,2,0,0,0,0,60.0,,,,,,0,0,0,0,0,2018,13
Mason Crosby,3809,K,1,GB,0,4,0,0,0,4,60.0,60.0,,,,42.0,0,0,0,0,0,2018,13
Clark Harris,3859,LS,1,CIN,0,0,0,7,0,2,64.4,,,,,,0,0,0,0,0,2018,13
Chris Long,4316,ED,1,PHI,0,0,0,0,3,0,59.4,,,,,,0,0,0,0,0,2018,13
Duane Brown,4340,T,1,SEA,0,0,0,0,0,7,61.1,,,,,,0,0,0,0,0,2018,13
Calais Campbell,4364,ED,1,JAX,0,0,3,0,1,2,60.2,,,,,,0,0,0,0,0,2018,13
John Greco,4379,C,1,NYG,0,0,0,0,0,6,61.3,,,,,,0,0,0,0,0,2018,13
Matthew Slater,4467,WR,1,NE,3,5,5,4,0,0,73.2,,,,,,0,0,1,0,0,2018,13
Brett Kern,4580,P,1,TEN,0,0,0,7,0,5,60.7,,,64.9,,,0,0,0,0,0,2018,13
Wesley Woodyard,4583,LB,1,TEN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2018,13
Chris Clark,4623,T,1,CAR,0,0,0,0,0,3,60.3,,,,,,0,0,0,0,0,2018,13
Stephen Hauschka,4655,K,1,BUF,0,4,0,0,0,3,60.0,60.0,,,,29.2,0,0,0,0,0,2018,13
J.J. Jansen,4712,LS,1,CAR,0,0,0,2,0,3,63.1,,,,,,0,0,0,0,0,2018,13
Darrius Heyward-Bey,4930,WR,1,PIT,0,6,4,4,0,0,52.2,,,,,,0,0,0,0,1,2018,13
Brian Orakpo,4936,ED,1,TEN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2018,13
Malcolm Jenkins,4937,S,1,PHI,0,4,0,0,3,0,60.0,,,,,,0,0,0,0,0,2018,13
Ziggy Hood,4955,DI,1,MIA,0,0,0,0,3,0,59.7,,,,,,0,0,0,0,0,2018,13
Patrick Chung,4957,S,1,NE,0,5,5,0,3,0,70.0,,,,,,0,0,0,0,0,2018,13
