player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,2,60.0,,,,,63.3,0,0,0,0,0,2017,4
Phil Dawson,422,K,1,ARZ,0,7,0,0,0,4,60.0,60.5,,,,70.3,0,0,0,0,0,2017,4
Shane Lechler,673,P,1,HST,0,0,0,2,0,10,61.1,,,59.9,,,0,0,0,0,0,2017,4
Julius Peppers,1010,ED,1,CAR,0,0,0,0,5,0,59.9,,,,,,0,0,0,0,0,2017,4
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,3,60.0,,,,,63.2,0,0,0,0,0,2017,4
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,4,60.4,,,,,,0,0,0,0,0,2017,4
Karlos Dansby,1754,LB,1,ARZ,0,0,0,0,5,0,60.2,,,,,,0,0,0,0,0,2017,4
Andy Lee,1906,P,1,ARZ,0,0,0,6,0,4,60.6,,,73.3,,,0,0,0,0,0,2017,4
Donnie Jones,1939,P,1,PHI,0,0,0,2,0,6,60.6,,,60.6,,,0,0,0,0,0,2017,4
Mike Adams,1972,S,1,CAR,0,0,0,0,6,0,60.2,,,,,,0,0,0,0,0,2017,4
Don Muhlbach,2130,LS,1,DET,0,0,0,7,0,3,60.7,,,,,,0,0,0,0,0,2017,4
Adam Jones,2223,CB,1,CIN,0,0,1,0,0,0,60.0,,,,62.0,,0,0,0,0,0,2017,4
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2017,4
Dustin Colquitt,2316,P,1,KC,0,0,0,3,0,6,60.7,,,61.4,,,0,0,0,0,0,2017,4
Joe Berger,2424,G,1,MIN,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2017,4
Lorenzo Alexander,2476,ED,1,BUF,0,6,0,4,3,0,84.9,,,,,,0,0,2,0,0,2017,4
Jon Condo,2539,LS,1,OAK,0,0,0,6,0,2,54.3,,,,,,0,0,0,0,0,2017,4
John Denney,2561,LS,1,MIA,0,0,0,6,0,0,81.4,,,,,,0,0,1,0,0,2017,4
Robbie Gould,2607,K,1,SF,0,0,0,0,0,5,60.0,,,,,74.0,0,0,0,0,0,2017,4
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,3,0,4,69.4,,,,,,0,0,0,1,0,2017,4
Ahmad Brooks,2945,ED,1,GB,0,0,0,0,3,0,59.7,,,,,,0,0,0,0,0,2017,4
Haloti Ngata,2957,DI,1,DET,0,0,2,0,1,0,60.2,,,,,,0,0,0,0,0,2017,4
Marcedes Lewis,2973,TE,1,JAX,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2017,4
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,9,61.2,,,,,,0,0,0,0,0,2017,4
Frostee Rucker,3036,DI,1,ARZ,0,0,0,0,5,0,59.3,,,,,,0,0,0,0,0,2017,4
Jahri Evans,3053,G,1,GB,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2017,4
Stephen Gostkowski,3063,K,1,NE,0,6,0,0,0,6,60.0,60.0,,,,79.9,0,0,0,0,0,2017,4
Elvis Dumervil,3071,ED,1,SF,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2017,4
Kyle Williams,3079,DI,1,BUF,0,0,0,0,3,0,59.7,,,,,,0,0,0,0,0,2017,4
Sam Koch,3148,P,1,BLT,0,0,0,5,0,2,60.3,,,56.7,,,1,0,0,0,0,2017,4
Zach Strief,3155,T,1,NO,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0,2017,4
Tom Johnson,3378,DI,1,MIN,0,0,1,0,2,0,60.1,,,,,,0,0,0,0,0,2017,4
Matt Prater,3471,K,1,DET,0,0,0,0,0,3,60.0,,,,,54.0,0,0,0,0,0,2017,4
Jon Ryan,3493,P,1,SEA,0,1,0,1,0,8,60.9,60.0,,60.0,,,0,0,0,0,0,2017,4
Ted Ginn Jr.,3625,WR,1,NO,0,0,6,0,0,0,60.1,,,,63.0,,0,0,0,0,0,2017,4
Joe Staley,3644,T,1,SF,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2017,4
Alan Branch,3649,DI,1,NE,0,0,0,0,6,6,59.9,,,,,,0,0,0,0,0,2017,4
Paul Posluszny,3650,LB,1,JAX,6,0,0,8,0,0,44.5,,,,,,1,0,0,0,0,2017,4
Brian Robison,3718,ED,1,MIN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2017,4
Zak DeOssie,3732,LS,1,NYG,0,0,0,5,0,4,50.4,,,,,,0,0,0,0,0,2017,4
Allen Barbre,3735,G,1,DEN,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2017,4
Brent Celek,3778,TE,1,PHI,4,0,0,0,0,6,59.2,,,,,,0,0,0,0,0,2017,4
Nick Folk,3794,K,1,TB,0,5,0,0,0,6,60.0,60.0,,,,32.7,0,0,0,0,0,2017,4
Mason Crosby,3809,K,1,GB,0,7,0,0,0,5,60.0,60.5,,,,65.3,0,0,0,0,0,2017,4
Clark Harris,3859,LS,1,CIN,0,0,0,4,0,5,64.5,,,,,,0,0,0,0,0,2017,4
Eric Weems,4097,WR,1,TEN,11,3,2,5,0,0,44.1,,60.0,,60.0,,1,1,0,0,0,2017,4
Dominique Rodgers-Cromartie,4330,CB,1,NYG,0,0,0,0,6,0,60.7,,,,,,0,0,0,0,0,2017,4
