player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
David Akers,295,K,1,DET,47.1,3,3,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2013,10
Phil Dawson,422,K,1,SF,69.8,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,2013,10
Sebastian Janikowski,595,K,1,OAK,62.2,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,10
Rian Lindell,754,K,1,TB,62.4,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,10
Jay Feely,955,K,1,ARZ,62.3,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,10
Rob Bironas,1218,K,1,TEN,70.2,3,3,100.0,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,2013,10
Matt Bryant,1223,K,1,ATL,66.3,1,1,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2013,10
Josh Brown,1520,K,1,NYG,61.3,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2013,10
Josh Scobee,1858,K,1,JAX,64.8,3,3,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,10
Mike Nugent,2264,K,1,CIN,47.0,2,2,100.0,0,0,,0,0,,1,1,100.0,0,1,0.0,0,0,,2013,10
Robbie Gould,2607,K,1,CHI,62.1,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,10
Nick Novak,2726,K,1,SD,48.3,2,2,100.0,0,0,,1,1,100.0,0,1,0.0,1,1,100.0,0,0,,2013,10
Shaun Suisham,2796,K,1,PIT,63.5,2,2,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2013,10
Matt Prater,3471,K,1,DEN,61.2,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,10
Mason Crosby,3809,K,1,GB,37.6,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,0,1,0.0,2013,10
Stephen Hauschka,4655,K,1,SEA,71.8,3,3,100.0,0,0,,0,0,,1,1,100.0,2,2,100.0,1,1,100.0,2013,10
Dan Carpenter,4697,K,1,BUF,60.6,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2013,10
Garrett Hartley,4900,K,1,NO,49.2,7,7,100.0,0,0,,0,0,,0,1,0.0,0,0,,0,0,,2013,10
Graham Gano,5443,K,1,CAR,52.7,1,1,100.0,0,0,,0,0,,0,0,,0,1,0.0,1,1,100.0,2013,10
Alex Henery,6272,K,1,PHI,49.6,3,3,100.0,0,0,,1,1,100.0,0,1,0.0,1,1,100.0,0,0,,2013,10
Dan Bailey,6796,K,1,DAL,62.1,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2013,10
Kai Forbath,6860,K,1,WAS,63.1,3,3,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2013,10
Randy Bullock,7154,K,1,HST,58.7,3,3,100.0,0,0,,0,0,,0,0,,1,2,50.0,0,0,,2013,10
Greg Zuerlein,7163,K,1,SL,62.2,5,5,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2013,10
Blair Walsh,7167,K,1,MIN,64.2,4,4,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,10
Justin Tucker,7604,K,1,BLT,82.9,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,10
Caleb Sturgis,7948,K,1,MIA,63.5,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,10
