player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Tom Brady,698,QB,1,NE,53,53,38,71.7,349,6.6,2,1,77.8,77.0,58.3,81.4,0,1,4,0,0,94.0,0,22,2014,12
Josh McCown,1085,QB,1,TB,55,48,25,52.1,341,7.1,1,2,56.9,59.4,54.3,35.2,5,0,6,3,1,64.7,2,16,2014,12
Matthew Stafford,4924,QB,1,DET,50,46,18,39.1,264,5.7,0,1,62.5,62.9,54.6,81.4,2,1,4,1,0,49.5,2,13,2014,12
Drew Brees,802,QB,1,NO,52,45,35,77.8,420,9.3,3,1,76.0,78.1,46.4,81.0,4,0,2,1,0,118.5,3,20,2014,12
Ryan Mallett,6226,QB,1,HST,46,45,21,46.7,189,4.2,0,1,32.7,34.4,58.3,80.3,1,1,1,0,0,49.2,0,11,2014,12
Mark Sanchez,4928,QB,1,PHI,46,43,30,69.8,307,7.1,1,2,62.2,61.8,57.7,80.7,2,0,1,1,0,78.3,1,18,2014,12
Matt Ryan,4317,QB,1,ATL,48,43,27,62.8,273,6.3,2,1,47.0,46.5,62.1,30.4,3,1,1,1,1,86.7,2,16,2014,12
Brian Hoyer,5277,QB,1,CLV,43,40,23,57.5,322,8.1,0,3,48.2,52.1,40.5,29.5,1,0,2,1,1,52.3,2,16,2014,12
Eli Manning,1722,QB,1,NYG,42,40,29,72.5,338,8.5,3,1,77.9,76.3,,79.3,2,0,2,4,0,112.3,0,19,2014,12
Zach Mettenberger,8813,QB,1,TEN,44,39,20,51.3,345,8.8,2,1,57.0,56.6,60.0,80.4,5,2,1,2,0,88.1,0,11,2014,12
Teddy Bridgewater,8667,QB,1,MIN,44,37,21,56.8,210,5.7,2,1,70.1,69.3,61.7,80.1,2,1,2,2,1,79.8,5,12,2014,12
Ryan Tannehill,7014,QB,1,MIA,37,36,26,72.2,231,6.4,3,1,89.5,85.8,71.1,79.9,1,1,1,1,0,105.2,0,17,2014,12
Alex Smith,2218,QB,1,KC,40,36,20,55.6,234,6.5,2,0,53.2,54.1,54.5,79.2,2,1,2,3,0,94.0,2,11,2014,12
Shaun Hill,1255,QB,1,SL,36,35,18,51.4,198,5.7,1,2,51.8,52.8,59.2,78.9,1,1,2,1,0,54.2,0,8,2014,12
Peyton Manning,327,QB,1,DEN,36,35,28,80.0,257,7.3,4,0,82.1,80.4,60.0,79.3,1,0,0,0,0,135.4,0,15,2014,12
Derek Carr,8671,QB,1,OAK,36,35,18,51.4,174,5.0,1,0,50.0,49.0,61.9,79.4,1,1,0,3,0,75.2,0,9,2014,12
Philip Rivers,1725,QB,1,SD,38,35,29,82.9,291,8.3,1,1,61.9,60.9,60.5,79.5,3,1,0,3,0,98.9,0,16,2014,12
Andy Dalton,6187,QB,1,CIN,38,35,24,68.6,233,6.7,1,1,57.2,60.4,48.6,29.3,0,1,1,1,0,84.6,3,17,2014,12
Kyle Orton,2323,QB,1,BUF,34,32,24,75.0,230,7.2,2,0,86.6,83.6,63.9,78.4,1,0,4,1,0,115.4,1,15,2014,12
Andrew Luck,7007,QB,1,IND,40,32,21,65.6,253,7.9,1,0,60.7,55.5,72.6,29.3,5,1,1,0,0,100.1,3,11,2014,12
Aaron Rodgers,2241,QB,1,GB,33,29,19,65.5,209,7.2,2,0,68.1,60.8,81.3,78.9,1,0,0,0,0,109.7,3,12,2014,12
Colin Kaepernick,6188,QB,1,SF,35,29,20,69.0,256,8.8,1,1,76.5,83.4,43.5,41.4,2,0,1,1,0,93.5,4,11,2014,12
Blake Bortles,8638,QB,1,JAX,31,27,15,55.6,146,5.4,0,1,33.3,31.5,59.2,28.1,4,2,4,0,0,55.5,0,5,2014,12
Jay Cutler,2956,QB,1,CHI,30,27,17,63.0,130,4.8,1,0,62.7,61.7,,77.2,3,1,3,0,0,87.0,0,6,2014,12
Tony Romo,1693,QB,1,DAL,28,26,18,69.2,275,10.6,4,0,80.0,78.4,60.0,77.3,2,0,1,0,0,143.4,0,13,2014,12
Drew Stanton,3659,QB,1,ARZ,32,26,14,53.8,149,5.7,0,1,56.2,53.3,66.9,78.8,3,1,4,0,1,54.8,3,9,2014,12
Joe Flacco,4332,QB,1,BLT,25,24,18,75.0,243,10.1,1,0,72.7,72.7,57.1,77.3,1,0,1,1,1,120.7,0,9,2014,12
Russell Wilson,7077,QB,1,SEA,32,22,17,77.3,211,9.6,1,0,80.0,69.7,82.7,79.3,7,2,0,1,0,121.6,3,12,2014,12
Michael Vick,773,QB,1,NYJ,25,19,7,36.8,76,4.0,0,1,26.2,28.3,48.4,76.6,5,0,4,1,0,27.5,1,3,2014,12
Robert Griffin III,7008,QB,1,WAS,25,19,11,57.9,106,5.6,0,0,42.7,43.7,53.0,77.4,5,0,0,0,0,73.6,1,4,2014,12
Geno Smith,7820,QB,1,NYJ,14,12,10,83.3,89,7.4,0,0,52.4,58.8,46.7,74.5,2,0,0,0,0,97.6,0,3,2014,12
Josh Gordon,7618,WR,1,CLV,1,1,0,0.0,0,0.0,0,0,81.9,60.0,,70.6,0,0,0,1,0,39.6,0,0,2014,12
Johnny Hekker,7252,P,1,SL,1,1,1,100.0,19,19.0,0,0,71.9,67.9,,60.4,0,0,0,0,0,118.8,0,1,2014,12
Pierre Garcon,4519,WR,1,WAS,1,1,0,0.0,0,0.0,0,0,65.1,53.9,,67.0,0,0,0,0,0,39.6,0,0,2014,12
