player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Ezekiel Elliott,10638,HB,1,DAL,35,33,150,4.5,2,53.4,54.6,30.6,60.0,66,2.0,14,7,3,1,0,0,2017,8
LeSean McCoy,4976,HB,1,BUF,29,27,151,5.6,1,76.8,74.8,79.8,60.0,89,3.3,48,5,2,0,0,0,2017,8
Le'Veon Bell,7829,HB,1,PIT,25,25,76,3.0,1,44.8,47.0,28.0,44.0,64,2.56,8,3,0,1,0,0,2017,8
Jordan Howard,10784,HB,1,CHI,23,23,102,4.4,0,60.5,62.0,78.3,,48,2.09,50,4,0,0,0,0,2017,8
Kareem Hunt,11841,HB,1,KC,24,22,46,2.1,0,54.4,51.4,78.3,60.0,40,1.82,15,3,4,0,0,0,2017,8
Lamar Miller,7097,HB,1,HST,25,21,54,2.6,1,51.6,47.3,78.1,58.1,41,1.95,13,4,0,0,0,0,2017,8
Latavius Murray,7962,HB,1,MIN,20,19,39,2.1,0,60.3,59.5,77.0,60.0,27,1.42,10,3,2,0,0,0,2017,8
Mark Ingram II,6180,HB,1,NO,18,18,75,4.2,1,52.8,46.5,19.5,,48,2.67,18,5,4,2,0,0,2017,8
Alex Collins,10805,HB,1,BLT,20,18,113,6.3,0,77.8,76.6,77.1,60.0,54,3.0,19,5,4,0,0,0,2017,8
Doug Martin,7035,HB,1,TB,18,18,71,3.9,0,57.1,61.9,77.0,,44,2.44,17,6,0,0,0,0,2017,8
Javorius Allen,9558,HB,1,BLT,18,17,55,3.2,0,60.3,60.1,76.4,59.8,37,2.18,9,3,1,0,0,0,2017,8
Frank Gore,2282,HB,1,IND,16,16,82,5.1,0,76.8,74.4,76.6,,68,4.25,15,5,4,0,0,0,2017,8
LeGarrette Blount,5863,HB,1,PHI,17,16,48,3.0,1,45.5,46.1,76.4,60.0,32,2.0,12,4,2,0,0,0,2017,8
C.J. Anderson,8101,HB,1,DEN,15,15,78,5.2,0,76.8,80.0,75.7,,63,4.2,12,3,3,0,0,0,2017,8
Dion Lewis,6301,HB,1,NE,15,15,44,2.9,0,64.5,63.1,77.6,,30,2.0,10,1,2,0,0,0,2017,8
Bilal Powell,6278,HB,1,NYJ,16,14,33,2.4,0,58.9,54.6,76.1,60.0,27,1.93,12,2,1,0,0,0,2017,8
Tevin Coleman,9506,HB,1,ATL,15,14,82,5.9,0,72.0,66.4,75.3,60.0,80,5.71,52,1,2,0,0,0,2017,8
Jerick McKinnon,8731,HB,1,MIN,14,14,50,3.6,1,86.1,85.6,76.6,,47,3.36,10,2,5,0,0,0,2017,8
Melvin Gordon III,9448,HB,1,LAC,16,14,132,9.4,1,72.6,72.1,75.3,60.0,29,2.07,87,3,1,0,0,0,2017,8
Jay Ajayi,9582,HB,1,MIA,13,13,23,1.8,0,56.5,52.1,75.6,,37,2.85,21,2,1,0,0,0,2017,8
Devonta Freeman,8738,HB,1,ATL,16,12,41,3.4,0,61.7,75.2,74.9,60.0,31,2.58,7,1,2,0,0,0,2017,8
Carlos Hyde,8692,HB,1,SF,13,12,25,2.1,0,47.7,54.9,75.5,60.0,21,1.75,12,2,2,0,0,0,2017,8
Mike Gillislee,7946,HB,1,NE,12,11,34,3.1,0,51.0,52.6,73.8,60.0,25,2.27,9,3,1,0,0,0,2017,8
