player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Tom Brady,698,QB,1,NE,61,59,38,64.4,466,7.9,3,0,90.4,88.8,60.5,82.4,2,0,5,1,0,105.6,0,20,2015,2
Ryan Mallett,6226,QB,1,HST,60,58,27,46.6,244,4.2,1,1,39.4,40.4,63.1,81.8,1,1,5,4,3,57.0,1,12,2015,2
Matthew Stafford,4924,QB,1,DET,58,53,32,60.4,286,5.4,2,1,46.2,49.1,46.5,81.8,1,2,1,0,2,79.6,4,18,2015,2
Colin Kaepernick,6188,QB,1,SF,55,46,33,71.7,335,7.3,2,0,68.0,77.4,34.4,38.6,5,0,1,1,0,106.7,4,18,2015,2
Matt Ryan,4317,QB,1,ATL,48,46,30,65.2,363,7.9,1,0,84.6,82.7,60.0,80.5,2,3,5,1,1,96.6,0,19,2015,2
Derek Carr,8671,QB,1,OAK,47,46,30,65.2,351,7.6,3,1,57.4,56.2,64.0,80.9,1,1,1,0,0,100.9,0,17,2015,2
Joe Flacco,4332,QB,1,BLT,45,45,32,71.1,384,8.5,2,1,63.8,62.6,62.5,81.0,0,0,1,0,0,102.5,0,17,2015,2
Peyton Manning,327,QB,1,DEN,48,45,26,57.8,256,5.7,3,1,52.4,52.4,,80.5,3,1,0,0,0,86.9,0,15,2015,2
Ryan Tannehill,7014,QB,1,MIA,47,44,30,68.2,359,8.2,2,0,68.4,70.2,56.8,33.8,2,2,1,3,1,108.0,1,15,2015,2
Eli Manning,1722,QB,1,NYG,44,40,27,67.5,292,7.3,2,0,58.9,59.4,62.9,79.6,2,0,2,2,0,105.4,2,14,2015,2
Drew Brees,802,QB,1,NO,42,38,24,63.2,255,6.7,1,1,45.1,46.7,60.0,29.3,4,0,1,0,0,80.5,0,12,2015,2
Marcus Mariota,9435,QB,1,TEN,46,37,21,56.8,257,6.9,2,0,42.8,47.3,45.2,18.7,7,1,1,0,1,96.3,2,16,2015,2
Sam Bradford,5526,QB,1,PHI,39,37,23,62.2,224,6.1,1,2,52.9,52.2,65.7,79.6,1,0,3,1,0,65.6,1,11,2015,2
Cam Newton,6153,QB,1,CAR,43,37,18,48.6,195,5.3,2,1,66.0,61.0,71.9,80.9,2,4,3,0,3,71.3,4,14,2015,2
Andrew Luck,7007,QB,1,IND,41,37,21,56.8,250,6.8,1,3,38.7,44.1,39.4,28.8,0,0,1,2,0,52.8,4,15,2015,2
Ryan Fitzpatrick,2467,QB,1,NYJ,36,34,22,64.7,244,7.2,2,1,70.6,70.2,58.3,79.0,1,0,3,0,0,93.3,1,13,2015,2
Blake Bortles,8638,QB,1,JAX,34,33,18,54.5,273,8.3,2,0,59.4,57.4,64.7,79.4,0,1,3,1,0,102.2,1,12,2015,2
Aaron Rodgers,2241,QB,1,GB,39,33,25,75.8,249,7.5,2,0,78.9,78.1,67.8,80.0,2,0,0,4,0,116.9,4,12,2015,2
Nick Foles,7089,QB,1,SL,34,32,17,53.1,150,4.7,1,0,47.9,49.6,55.7,27.6,1,0,6,3,0,76.3,1,6,2015,2
Tyrod Taylor,6332,QB,1,BUF,42,30,23,76.7,242,8.1,3,3,55.2,53.1,64.1,30.4,8,0,1,0,0,93.3,4,13,2015,2
Russell Wilson,7077,QB,1,SEA,37,30,19,63.3,206,6.9,2,1,58.5,61.1,53.7,43.8,2,0,1,1,0,91.8,5,14,2015,2
Tony Romo,1693,QB,1,DAL,31,27,18,66.7,195,7.2,0,0,59.8,59.5,64.0,27.4,3,0,0,0,1,87.7,1,10,2015,2
Ben Roethlisberger,1732,QB,1,PIT,27,27,21,77.8,369,13.7,3,0,96.9,95.8,60.0,77.8,0,0,2,1,0,155.8,0,14,2015,2
Philip Rivers,1725,QB,1,SD,32,27,21,77.8,241,8.9,2,1,58.1,58.2,57.9,78.1,4,1,2,0,0,113.1,1,12,2015,2
Kirk Cousins,7102,QB,1,WAS,29,27,23,85.2,203,7.5,1,0,76.2,72.9,64.4,77.4,2,0,0,0,0,110.3,0,10,2015,2
Andy Dalton,6187,QB,1,CIN,28,26,16,61.5,214,8.2,3,0,66.0,64.6,62.1,78.3,0,0,0,3,1,126.1,2,8,2015,2
Alex Smith,2218,QB,1,KC,31,25,16,64.0,191,7.6,0,2,63.2,64.2,55.1,78.0,4,0,0,1,0,53.9,2,10,2015,2
Carson Palmer,1317,QB,1,ARZ,24,24,17,70.8,185,7.7,4,1,90.8,90.1,60.0,77.5,0,0,0,1,0,115.5,0,12,2015,2
Jimmy Clausen,5573,QB,1,CHI,25,23,14,60.9,121,5.3,0,1,40.9,41.4,59.4,76.9,2,2,0,1,0,56.6,0,4,2015,2
Jameis Winston,9434,QB,1,TB,30,21,14,66.7,207,9.9,1,0,83.2,82.3,65.2,26.7,3,0,1,0,0,114.6,6,11,2015,2
Teddy Bridgewater,8667,QB,1,MIN,23,18,14,77.8,153,8.5,1,0,90.2,92.7,54.7,76.9,1,1,0,1,0,120.6,4,9,2015,2
Johnny Manziel,8657,QB,1,CLV,18,15,8,53.3,172,11.5,2,0,48.1,48.8,54.7,16.5,2,0,1,1,0,133.9,1,5,2015,2
Jay Cutler,2956,QB,1,CHI,10,9,8,88.9,120,13.3,1,1,76.1,85.4,46.7,21.1,0,0,0,0,0,116.2,1,4,2015,2
Brandon Weeden,7028,QB,1,DAL,8,7,7,100.0,73,10.4,1,0,86.8,83.0,67.2,71.8,0,0,0,0,0,149.7,1,4,2015,2
