player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Peyton Manning,327,QB,1,DEN,59,59,39,66.1,397,6.7,4,0,85.5,84.3,57.9,82.3,0,0,7,1,0,107.8,0,25,2013,14
Tom Brady,698,QB,1,NE,56,52,32,61.5,418,8.0,2,1,64.8,67.2,51.0,40.3,4,2,4,3,0,91.7,0,20,2013,14
Joe Flacco,4332,QB,1,BLT,53,50,28,56.0,245,4.9,3,3,76.5,74.2,66.4,81.2,2,0,5,1,1,64.2,1,18,2013,14
Andrew Luck,7007,QB,1,IND,48,46,29,63.0,326,7.1,4,0,72.5,68.2,74.9,80.4,0,2,2,1,2,113.1,2,18,2013,14
Jason Campbell,2242,QB,1,CLV,47,44,29,65.9,391,8.9,3,0,83.0,78.2,83.8,80.3,1,1,2,3,0,116.8,2,19,2013,14
Drew Brees,802,QB,1,NO,45,42,30,71.4,313,7.5,4,0,92.6,92.4,55.6,80.5,2,1,0,1,1,124.4,1,19,2013,14
Ben Roethlisberger,1732,QB,1,PIT,43,39,23,59.0,349,8.9,3,0,78.8,79.0,55.3,42.8,3,1,3,0,1,114.2,1,13,2013,14
Matt Cassel,2447,QB,1,MIN,40,38,17,44.7,265,7.0,2,0,66.0,63.7,66.4,79.2,0,1,2,3,1,86.0,2,11,2013,14
Josh McCown,1085,QB,1,CHI,39,36,27,75.0,348,9.7,4,0,78.3,74.8,71.0,79.4,1,0,1,1,0,141.9,2,21,2013,14
Andy Dalton,6187,QB,1,CIN,37,35,24,68.6,275,7.9,3,0,89.7,90.1,59.5,80.1,0,1,0,3,0,120.5,2,15,2013,14
Matt Ryan,4317,QB,1,ATL,36,35,20,57.1,206,5.9,2,1,66.9,65.9,,78.3,1,2,6,0,2,81.4,0,12,2013,14
Cam Newton,6153,QB,1,CAR,42,34,22,64.7,160,4.7,1,0,64.5,64.9,58.1,80.1,5,0,1,0,0,85.4,3,12,2013,14
Ryan Tannehill,7014,QB,1,MIA,37,33,20,60.6,200,6.1,3,1,64.6,56.2,86.3,28.4,3,1,0,5,0,95.5,1,13,2013,14
E.J. Manuel,7797,QB,1,BUF,44,33,18,54.5,184,5.6,0,4,60.7,56.0,71.9,80.2,7,2,3,3,1,31.2,4,12,2013,14
Matt Flynn,4523,QB,1,GB,42,32,24,75.0,258,8.1,1,1,73.3,77.1,50.4,79.5,5,0,1,1,0,95.6,5,13,2013,14
Carson Palmer,1317,QB,1,ARZ,33,32,27,84.4,269,8.4,1,0,81.5,80.3,59.8,78.7,1,1,0,0,0,112.1,0,14,2013,14
Eli Manning,1722,QB,1,NYG,34,32,20,62.5,259,8.1,1,2,46.5,48.6,,78.3,2,1,0,0,1,72.3,0,10,2013,14
Matt McGloin,8374,QB,1,OAK,35,31,18,58.1,245,7.9,2,1,61.4,63.4,50.1,21.1,3,1,4,0,0,91.5,1,12,2013,14
Matt Schaub,1811,QB,1,HST,32,29,17,58.6,198,6.8,1,1,53.6,54.5,58.3,77.9,2,0,0,2,0,76.5,1,10,2013,14
Colin Kaepernick,6188,QB,1,SF,35,29,15,51.7,175,6.0,1,1,59.9,60.6,57.0,79.9,2,1,1,2,0,67.5,4,9,2013,14
Case Keenum,7323,QB,1,HST,31,29,16,55.2,159,5.5,1,1,65.4,62.0,65.9,77.7,1,0,2,1,2,68.0,1,10,2013,14
Philip Rivers,1725,QB,1,SD,30,28,21,75.0,249,8.9,3,0,76.4,77.0,,77.4,2,0,3,1,0,137.4,0,15,2013,14
Kellen Clemens,2994,QB,1,SL,32,27,16,59.3,181,6.7,0,2,51.7,54.3,49.2,78.5,4,0,2,1,0,48.5,1,7,2013,14
Chad Henne,4371,QB,1,JAX,32,27,12,44.4,117,4.3,2,0,58.8,58.8,58.4,78.9,1,1,5,2,0,81.9,4,7,2013,14
Robert Griffin III,7008,QB,1,WAS,35,26,12,46.2,164,6.3,1,1,47.6,47.9,56.9,78.3,5,0,1,2,0,63.6,4,9,2013,14
Mike Glennon,7854,QB,1,TB,26,25,9,36.0,90,3.6,2,2,52.5,51.9,60.0,77.6,1,2,2,1,0,40.4,0,5,2013,14
