player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Steve Smith,837,WR,1,BLT,15,7,46.7,118,1,63.5,63.2,31.8,69.5,,16.9,56,8.0,80,3,2,0,0,2,96.0,0,0,2014,1
Jordy Nelson,4350,WR,1,GB,14,9,64.3,83,0,69.6,68.7,57.0,70.6,,9.2,25,2.8,16,5,1,1,0,0,50.6,0,0,2014,1
Reggie Wayne,800,WR,1,IND,13,9,69.2,98,0,64.3,63.6,57.0,70.6,,10.9,22,2.4,22,5,1,0,0,0,91.2,0,0,2014,1
Dennis Pitta,5638,TE,1,BLT,13,10,76.9,83,0,63.2,64.3,59.6,71.3,75.7,8.3,34,3.4,23,4,1,0,0,1,92.8,0,0,2014,1
Donnie Avery,4347,WR,1,KC,12,7,58.3,84,0,65.9,67.4,75.6,69.5,,12.0,9,1.3,25,4,0,3,0,0,40.3,1,0,2014,1
Pierre Garcon,4519,WR,1,WAS,12,10,83.3,77,0,71.7,70.8,78.0,71.1,,7.7,39,3.9,15,3,0,0,0,2,93.4,0,0,2014,1
Brandon Marshall,3064,WR,1,CHI,12,8,66.7,71,1,63.7,61.4,76.5,18.7,70.2,8.9,22,2.8,15,4,0,0,1,0,110.1,1,0,2014,1
Mike Wallace,5007,WR,1,MIA,11,7,63.6,81,1,59.3,58.6,52.1,17.7,,11.6,36,5.1,22,4,0,1,1,1,78.2,0,0,2014,1
Demaryius Thomas,5547,WR,1,DEN,11,4,36.4,48,0,53.5,51.3,28.6,67.0,,12.0,37,9.3,26,2,2,0,0,0,50.6,0,0,2014,1
Greg Olsen,3647,TE,1,CAR,11,8,72.7,83,1,89.0,90.1,76.5,70.1,70.8,10.4,32,4.0,22,6,0,0,0,0,124.4,0,0,2014,1
Calvin Johnson,3618,WR,1,DET,11,7,63.6,164,2,90.3,89.4,76.5,70.1,,23.4,51,7.3,67,6,0,0,0,0,146.8,1,0,2014,1
T.Y. Hilton,7092,WR,1,IND,11,5,45.5,41,0,51.3,51.4,46.3,68.0,,8.2,9,1.8,9,3,1,0,0,0,55.5,0,0,2014,1
Rob Gronkowski,5567,TE,1,NE,11,4,36.4,40,1,75.8,72.3,42.1,67.0,74.8,10.0,11,2.8,18,3,1,0,0,0,77.8,0,0,2014,1
Martellus Bennett,4375,TE,1,CHI,10,8,80.0,70,1,83.4,89.1,78.3,70.9,46.3,8.8,40,5.0,17,7,0,2,0,2,89.6,0,0,2014,1
Antonio Gates,1609,TE,1,SD,10,6,60.0,81,0,64.8,60.7,29.8,68.8,,13.5,21,3.5,34,3,2,0,0,1,85.8,0,0,2014,1
Jeremy Maclin,4942,WR,1,PHI,10,4,40.0,97,1,66.1,65.5,73.4,68.0,,24.3,25,6.3,68,4,0,0,0,1,109.2,0,0,2014,1
Jimmy Graham,5619,TE,1,NO,10,8,80.0,82,0,78.3,72.9,77.3,70.6,71.6,10.3,41,5.1,17,4,0,0,0,1,100.8,0,0,2014,1
Randall Cobb,6216,WR,1,GB,9,6,66.7,58,1,73.5,72.6,74.6,68.8,,9.7,18,3.0,23,5,0,0,0,0,121.5,0,0,2014,1
Keenan Allen,7857,WR,1,SD,9,5,55.6,37,0,61.8,61.3,46.3,68.0,,7.4,24,4.8,12,1,2,0,0,1,65.5,0,0,2014,1
Julian Edelman,5156,WR,1,NE,9,6,66.7,95,0,65.1,65.7,74.6,72.8,,15.8,22,3.7,44,3,0,0,0,1,101.6,0,0,2014,1
Emmanuel Sanders,5606,WR,1,DEN,9,6,66.7,77,0,61.0,59.1,49.2,69.8,,12.8,20,3.3,40,2,1,0,0,0,93.3,0,0,2014,1
Vincent Jackson,2278,WR,1,TB,9,4,44.4,36,0,56.9,56.6,28.7,67.0,,9.0,3,0.8,15,3,2,0,0,1,55.8,0,0,2014,1
Andrew Hawkins,6125,WR,1,CLV,9,8,88.9,87,0,84.0,82.5,76.5,70.1,,10.9,30,3.8,25,4,0,0,0,2,106.9,0,0,2014,1
Marcedes Lewis,2973,TE,1,JAX,9,6,66.7,35,0,47.3,46.4,29.8,68.8,74.3,5.8,26,4.3,11,3,2,0,0,2,73.8,0,0,2014,1
Matt Forte,4358,HB,1,CHI,9,8,88.9,87,0,61.9,73.9,76.5,77.5,33.3,10.9,99,12.4,18,4,0,0,0,5,106.9,0,0,2014,1
Kenbrell Thompkins,8126,WR,1,NE,9,5,55.6,37,0,64.2,61.9,74.6,68.8,,7.4,23,4.6,14,2,0,0,0,2,65.5,1,1,2014,1
Brian Quick,7037,WR,1,SL,9,7,77.8,99,0,74.1,75.8,75.6,69.5,,14.1,19,2.7,23,4,0,0,0,0,112.5,1,0,2014,1
Brandin Cooks,8655,WR,1,NO,8,7,87.5,77,1,76.6,74.9,75.6,70.3,,11.0,21,3.0,32,4,0,1,0,0,106.8,0,0,2014,1
Brandon Myers,5126,TE,1,TB,8,6,75.0,41,0,58.6,58.0,76.8,69.8,12.9,6.8,10,1.7,9,2,0,1,0,0,46.4,0,0,2014,1
Allen Hurns,8931,WR,1,JAX,8,4,50.0,110,2,80.1,77.7,72.1,67.0,,27.5,32,8.0,46,4,0,0,0,0,135.4,0,0,2014,1
Marqise Lee,8674,WR,1,JAX,8,6,75.0,62,0,61.1,60.7,74.6,68.8,,10.3,24,4.0,18,4,0,0,0,2,96.9,0,0,2014,1
Kelvin Benjamin,8663,WR,1,CAR,8,6,75.0,92,1,76.1,77.5,74.6,68.8,,15.3,2,0.3,26,5,0,0,0,0,152.1,1,0,2014,1
Mike Evans,8642,WR,1,TB,8,5,62.5,37,0,65.9,65.2,73.4,68.0,,7.4,19,3.8,11,2,0,0,0,0,73.4,0,0,2014,1
Marques Colston,3197,WR,1,NO,8,5,62.5,110,0,52.7,50.0,29.2,16.0,,22.0,65,13.0,57,5,2,0,1,0,106.3,0,0,2014,1
Giovani Bernard,7818,HB,1,CIN,8,6,75.0,62,0,68.8,71.5,74.6,76.3,81.1,10.3,69,11.5,32,2,0,0,0,1,96.9,0,0,2014,1
Justin Hunter,7815,WR,1,TEN,8,3,37.5,63,0,69.2,68.3,70.5,65.8,,21.0,16,5.3,39,3,0,0,0,1,66.1,0,0,2014,1
Larry Donnell,7638,TE,1,NYG,8,5,62.5,56,1,90.0,89.6,73.4,68.0,83.9,11.2,7,1.4,19,4,0,1,0,0,83.3,0,0,2014,1
Coby Fleener,7038,TE,1,IND,8,3,37.5,21,0,48.3,47.0,70.5,65.8,74.2,7.0,14,4.7,12,1,0,1,0,0,6.3,0,0,2014,1
Andre Johnson,1319,WR,1,HST,8,6,75.0,93,0,84.4,84.1,74.6,68.8,,15.5,37,6.2,23,6,0,0,0,0,113.0,0,0,2014,1
Julius Thomas,6281,TE,1,DEN,8,7,87.5,104,3,83.4,81.1,75.6,18.0,77.8,14.9,52,7.4,35,5,0,0,1,0,158.3,0,0,2014,1
Anquan Boldin,1369,WR,1,SF,8,8,100.0,99,0,90.9,90.6,76.5,80.2,,12.4,38,4.8,37,6,0,0,0,3,118.2,0,0,2014,1
DeSean Jackson,4363,WR,1,WAS,8,8,100.0,62,0,72.5,74.1,76.5,70.8,,7.8,44,5.5,17,5,0,0,0,2,99.0,0,0,2014,1
Julio Jones,6158,WR,1,ATL,8,7,87.5,116,0,63.7,60.1,75.6,18.0,,16.6,54,7.7,27,4,0,0,1,2,118.8,0,0,2014,1
A.J. Green,6156,WR,1,CIN,8,6,75.0,131,1,71.6,70.6,74.6,69.8,,21.8,39,6.5,77,2,0,0,0,1,156.3,0,0,2014,1
Riley Cooper,5682,WR,1,PHI,8,4,50.0,29,0,54.9,54.5,72.1,67.0,,7.3,8,2.0,13,1,0,0,0,0,58.9,0,0,2014,1
Jared Cook,5012,TE,1,SL,8,4,50.0,56,0,66.3,64.1,73.4,68.0,,14.0,20,5.0,26,3,0,2,0,0,33.3,1,0,2014,1
Jerrel Jernigan,6235,WR,1,NYG,7,4,57.1,25,0,56.9,57.7,41.6,68.3,,6.3,9,2.3,9,1,1,0,0,1,64.6,0,0,2014,1
