player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,4,60.0,,,,,72.2,0,0,0,0,0,2016,2
Phil Dawson,422,K,1,SF,0,6,0,0,0,5,60.0,60.0,,,,65.4,0,0,0,0,0,2016,2
Sebastian Janikowski,595,K,1,OAK,0,5,0,0,0,5,60.0,60.0,,,,54.6,0,0,0,0,0,2016,2
Shane Lechler,673,P,1,HST,0,0,0,5,0,6,60.8,,,58.8,,,0,0,0,0,0,2016,2
Julius Peppers,1010,ED,1,GB,0,0,0,0,3,0,59.4,,,,,,0,0,0,0,0,2016,2
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,5,60.0,,,,,63.7,0,0,0,0,0,2016,2
James Harrison,1251,ED,1,PIT,0,0,0,0,3,0,60.1,,,,,,0,0,0,0,0,2016,2
Terence Newman,1321,CB,1,MIN,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2016,2
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2016,2
Josh Brown,1520,K,1,NYG,0,4,0,0,0,5,60.0,60.0,,,,55.0,0,0,0,0,0,2016,2
Jon Dorenbos,1600,LS,1,PHI,0,0,0,5,0,6,65.0,,,,,,0,0,0,0,0,2016,2
Cullen Jenkins,1637,DI,1,WAS,0,0,0,0,5,0,59.6,,,,,,0,0,0,0,0,2016,2
Vince Wilfork,1742,DI,1,HST,0,0,0,0,4,0,59.4,,,,,,0,0,0,0,0,2016,2
Karlos Dansby,1754,LB,1,CIN,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0,2016,2
Daryl Smith,1760,LB,1,TB,0,0,0,0,7,0,60.2,,,,,,0,0,0,0,0,2016,2
Andy Lee,1906,P,1,CAR,0,0,0,3,0,9,61.1,,,67.1,,,0,0,0,0,0,2016,2
Donnie Jones,1939,P,1,PHI,0,0,0,5,0,6,60.8,,,61.4,,,0,0,0,0,0,2016,2
Mike Adams,1972,S,1,IND,0,0,1,0,7,0,60.4,,,,,,0,0,0,0,0,2016,2
Don Muhlbach,2130,LS,1,DET,0,0,0,5,0,3,64.2,,,,,,0,0,0,0,0,2016,2
Adam Jones,2223,CB,1,CIN,0,0,2,0,0,0,60.0,,,,61.0,,0,0,0,0,0,2016,2
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,5,0,59.9,,,,,,0,0,0,0,0,2016,2
Mike Nugent,2264,K,1,CIN,0,4,0,0,0,4,60.0,60.0,,,,63.2,0,0,0,0,0,2016,2
Jonathan Babineaux,2276,DI,1,ATL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2016,2
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,5,60.7,,,,,,0,0,0,0,0,2016,2
Dustin Colquitt,2316,P,1,KC,0,0,0,6,0,4,60.6,,,65.2,,,0,0,0,0,0,2016,2
Darren Sproles,2347,HB,1,PHI,1,0,4,0,0,0,60.0,,,,60.5,,0,0,0,0,0,2016,2
Joe Berger,2424,C,1,MIN,0,0,0,0,0,3,60.1,,,,,,0,0,0,0,0,2016,2
Lorenzo Alexander,2476,ED,1,BUF,0,6,2,3,7,0,65.4,,,,,,0,0,0,1,0,2016,2
Jon Condo,2539,LS,1,OAK,0,0,0,5,0,5,56.4,,,,,,0,0,0,0,0,2016,2
John Denney,2561,LS,1,MIA,0,0,0,4,0,4,59.6,,,,,,0,0,0,0,0,2016,2
John Kuhn,2686,FB,1,NO,4,0,0,8,0,0,58.5,,,,,,0,0,0,0,0,2016,2
