player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,65.3,5,5,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,3
Phil Dawson,422,K,1,SF,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,3
Sebastian Janikowski,595,K,1,OAK,64.8,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2015,3
Matt Bryant,1223,K,1,ATL,65.2,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,3
Josh Brown,1520,K,1,NYG,69.0,3,3,100.0,0,0,,0,0,,2,2,100.0,1,1,100.0,0,0,,2015,3
Josh Scobee,1858,K,1,PIT,62.8,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2015,3
Mike Nugent,2264,K,1,CIN,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,3
Stephen Gostkowski,3063,K,1,NE,70.8,6,6,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2015,3
Matt Prater,3471,K,1,DET,,0,1,0.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,3
Nick Folk,3794,K,1,NYJ,68.4,2,2,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2015,3
Mason Crosby,3809,K,1,GB,67.7,5,5,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,3
Stephen Hauschka,4655,K,1,SEA,70.0,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,2,2,100.0,0,0,,2015,3
Dan Carpenter,4697,K,1,BUF,60.4,5,5,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,2,50.0,2015,3
Ryan Succop,5180,K,1,TEN,64.8,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2015,3
Graham Gano,5443,K,1,CAR,67.2,3,3,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2015,3
Dan Bailey,6796,K,1,DAL,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,3
Randy Bullock,7154,K,1,HST,29.2,1,2,50.0,1,1,100.0,0,0,,1,1,100.0,0,1,0.0,0,0,,2015,3
Greg Zuerlein,7163,K,1,SL,65.5,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2015,3
Blair Walsh,7167,K,1,MIN,66.2,4,4,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,3
Justin Tucker,7604,K,1,BLT,52.4,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,1,0.0,2015,3
Dustin Hopkins,7958,K,1,WAS,66.0,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2015,3
Brandon McManus,8437,K,1,DEN,56.4,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,3
Zach Hocker,8862,K,1,NO,62.2,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,3
Cairo Santos,8932,K,1,KC,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,3
Cody Parkey,9030,K,1,PHI,64.3,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2015,3
Chandler Catanzaro,9140,K,1,ARZ,65.9,6,6,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2015,3
Travis Coons,9268,K,1,CLV,65.1,2,2,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2015,3
Kyle Brindza,9752,K,1,TB,27.9,0,1,0.0,0,0,,0,0,,0,1,0.0,0,1,0.0,1,2,50.0,2015,3
Andrew Franks,9814,K,1,MIA,54.4,0,1,0.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,3
Josh Lambo,10133,K,1,SD,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2015,3
Jason Myers,10207,K,1,JAX,64.6,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2015,3
