player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Chris Ivory,6007,HB,1,NYJ,34,29,166,5.7,1,89.1,86.2,79.5,60.0,110,3.79,24,9,8,0,0,0,2015,4
Justin Forsett,4547,HB,1,BLT,28,27,150,5.6,0,64.0,64.9,79.1,60.0,51,1.89,33,7,4,0,1,0,2015,4
Matt Forte,4358,HB,1,CHI,25,25,91,3.6,0,56.3,51.9,28.5,,39,1.56,12,4,3,1,0,0,2015,4
T.J. Yeldon,9469,HB,1,JAX,25,22,105,4.8,0,64.2,66.6,78.2,60.0,54,2.45,36,3,4,0,0,0,2015,4
Le'Veon Bell,7829,HB,1,PIT,26,22,129,5.9,1,79.5,86.2,78.6,36.4,97,4.41,22,5,9,0,0,0,2015,4
Doug Martin,7035,HB,1,TB,21,20,106,5.3,1,78.6,74.5,77.9,60.0,47,2.35,26,6,2,0,0,0,2015,4
Terron Ward,9778,HB,1,ATL,20,19,72,3.8,1,59.9,59.6,77.3,60.0,33,1.74,13,4,1,0,0,0,2015,4
Todd Gurley II,9443,HB,1,SL,22,19,146,7.7,0,57.5,56.4,25.7,60.0,70,3.68,52,5,2,1,0,0,2015,4
Karlos Williams,9588,HB,1,BUF,21,18,40,2.2,0,57.2,50.9,77.0,72.4,44,2.44,11,2,3,0,0,0,2015,4
Eddie Lacy,7842,HB,1,GB,19,18,90,5.0,0,73.2,74.0,77.0,60.0,55,3.06,15,5,2,0,0,0,2015,4
Mark Ingram II,6180,HB,1,NO,17,17,77,4.5,0,68.6,65.0,77.2,,58,3.41,15,5,6,0,0,0,2015,4
Thomas Rawls,9993,HB,1,SEA,22,17,48,2.8,0,63.3,63.5,76.7,60.0,34,2.0,10,2,0,0,0,0,2015,4
Frank Gore,2282,HB,1,IND,21,17,53,3.1,0,41.7,39.2,25.9,60.0,23,1.35,22,2,2,1,0,0,2015,4
