player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Aaron Rodgers,2241,QB,1,GB,54,50,33,66.0,343,6.9,2,1,56.4,56.6,57.8,39.0,3,0,2,4,0,90.7,1,18,2017,2
Dak Prescott,10769,QB,1,DAL,55,50,30,60.0,238,4.8,2,2,59.0,58.1,62.7,81.5,2,1,4,3,1,68.6,3,12,2017,2
Carson Wentz,10636,QB,1,PHI,56,46,25,54.3,333,7.2,2,1,70.2,65.0,80.5,24.0,6,2,3,0,1,83.0,4,22,2017,2
Drew Brees,802,QB,1,NO,46,45,27,60.0,356,7.9,2,0,85.7,83.6,,80.0,1,0,3,2,0,99.9,0,15,2017,2
Mike Glennon,7854,QB,1,CHI,46,45,31,68.9,301,6.7,1,2,63.3,62.6,,29.8,1,0,6,0,0,76.3,0,16,2017,2
Tom Brady,698,QB,1,NE,42,39,30,76.9,447,11.5,3,0,90.2,90.6,50.5,79.8,2,0,3,0,0,139.6,1,19,2017,2
Philip Rivers,1725,QB,1,LAC,40,39,31,79.5,331,8.5,1,0,71.1,70.0,60.0,79.7,1,0,0,1,0,110.6,0,19,2017,2
Russell Wilson,7077,QB,1,SEA,45,39,23,59.0,198,5.1,1,0,52.3,51.9,57.5,81.5,3,1,4,1,0,80.9,3,12,2017,2
Jacoby Brissett,10725,QB,1,IND,43,37,20,54.1,216,5.8,0,1,69.2,66.0,68.9,80.2,4,1,3,3,1,60.2,2,12,2017,2
Case Keenum,7323,QB,1,MIN,39,37,20,54.1,167,4.5,0,0,61.1,60.5,,79.5,2,2,1,2,2,65.9,0,8,2017,2
Carson Palmer,1317,QB,1,ARZ,40,36,19,52.8,332,9.2,1,1,68.5,67.4,60.5,43.2,4,0,2,1,0,82.2,0,14,2017,2
Ben Roethlisberger,1732,QB,1,PIT,37,35,23,65.7,243,6.9,2,0,74.2,72.8,60.0,79.6,2,0,3,1,1,104.8,0,12,2017,2
Andy Dalton,6187,QB,1,CIN,39,35,20,57.1,224,6.4,0,0,73.8,74.7,53.6,79.3,3,1,1,5,0,76.4,1,8,2017,2
Blake Bortles,8638,QB,1,JAX,39,34,20,58.8,223,6.6,1,2,62.7,60.0,66.9,79.5,2,1,2,2,0,63.7,3,14,2017,2
Joe Flacco,4332,QB,1,BLT,36,34,25,73.5,217,6.4,2,1,82.5,81.0,60.0,78.7,2,1,2,2,0,97.3,0,16,2017,2
Jay Cutler,2956,QB,1,MIA,35,33,24,72.7,230,7.0,1,0,70.5,71.1,56.0,78.7,2,0,2,1,0,101.8,0,13,2017,2
Cam Newton,6153,QB,1,CAR,40,32,20,62.5,228,7.1,0,0,69.4,70.5,67.0,80.1,6,0,2,1,0,83.9,2,14,2017,2
Trevor Siemian,9683,QB,1,DEN,38,32,22,68.8,231,7.2,4,1,58.3,61.7,52.0,28.5,2,0,1,2,0,116.0,4,13,2017,2
Eli Manning,1722,QB,1,NYG,37,32,22,68.8,239,7.5,1,1,73.8,74.5,,27.6,5,0,3,0,0,87.9,0,12,2017,2
DeShone Kizer,11807,QB,1,CLV,37,31,15,48.4,182,5.9,0,3,39.6,39.4,69.1,28.7,2,0,1,0,3,27.3,4,10,2017,2
Jameis Winston,9434,QB,1,TB,33,30,18,60.0,204,6.8,1,0,76.6,73.9,63.9,78.3,2,0,1,0,0,91.5,1,13,2017,2
Alex Smith,2218,QB,1,KC,34,28,21,75.0,251,9.0,1,0,72.7,68.4,71.0,78.9,4,0,0,2,0,113.8,2,11,2017,2
Matt Ryan,4317,QB,1,ATL,32,28,19,67.9,252,9.0,1,0,73.0,72.7,58.3,77.7,3,0,0,1,0,108.0,1,12,2017,2
Derek Carr,8671,QB,1,OAK,28,28,23,82.1,230,8.2,3,0,81.3,79.7,,77.2,0,0,1,1,0,136.6,0,13,2017,2
Marcus Mariota,9435,QB,1,TEN,30,27,15,55.6,215,8.0,1,1,67.2,66.7,60.7,78.7,1,0,1,4,0,78.5,2,9,2017,2
Brian Hoyer,5277,QB,1,SF,29,27,15,55.6,99,3.7,0,1,32.0,35.0,,77.2,2,1,1,2,0,48.2,0,4,2017,2
Kirk Cousins,7102,QB,1,WAS,30,27,18,66.7,179,6.6,1,0,61.5,61.8,56.0,77.7,2,2,2,1,0,97.6,1,11,2017,2
Tyrod Taylor,6332,QB,1,BUF,35,25,17,68.0,125,5.0,0,0,73.5,73.3,62.6,78.8,3,0,1,0,0,79.6,7,9,2017,2
Josh McCown,1085,QB,1,NYJ,31,24,16,66.7,166,6.9,2,0,66.0,63.9,70.9,27.3,4,1,2,0,0,114.2,3,10,2017,2
Deshaun Watson,11767,QB,1,HST,31,24,15,62.5,125,5.2,0,0,65.1,55.2,85.3,78.5,3,0,0,0,0,75.9,4,7,2017,2
Jared Goff,10635,QB,1,LA,28,24,14,58.3,219,9.1,1,1,37.6,38.3,54.9,26.3,2,0,0,2,0,85.2,2,8,2017,2
Matthew Stafford,4924,QB,1,DET,27,21,15,71.4,122,5.8,2,0,69.4,65.8,68.5,77.2,3,0,0,0,1,117.6,3,9,2017,2
Kevin Hogan,10796,QB,1,CLV,13,11,5,45.5,118,10.7,1,1,62.7,60.2,62.5,73.7,1,0,1,0,0,77.1,0,4,2017,2
Ryan Quigley,7573,P,1,MIN,1,1,0,0.0,0,0.0,0,0,60.8,60.3,,60.4,0,0,0,0,0,39.6,0,0,2017,2
Ryan Fitzpatrick,2467,QB,1,TB,1,1,0,0.0,0,0.0,0,0,47.8,47.5,60.0,66.7,0,0,0,0,0,39.6,0,0,2017,2
Jarvis Landry,8698,WR,1,MIA,1,1,0,0.0,0,0.0,0,0,75.5,55.1,56.6,73.2,0,0,0,0,0,39.6,0,0,2017,2
Johnny Hekker,7252,P,1,LA,1,1,1,100.0,28,28.0,0,0,70.7,67.2,,60.4,0,0,0,0,0,118.8,0,1,2017,2
