player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Mike Evans,8642,WR,1,TB,13,5,38.5,55,0,66.3,64.3,49.7,68.8,,11.0,1,0.2,16,3,1,2,0,0,12.2,0,0,2017,17
Mike Wallace,5007,WR,1,BLT,12,5,41.7,40,1,55.1,55.0,29.2,68.0,,8.0,14,2.8,12,3,2,0,0,0,78.5,0,0,2017,17
Chris Godwin,11839,WR,1,TB,12,7,58.3,111,1,82.8,78.3,75.6,69.5,,15.9,34,4.9,39,5,0,0,0,1,117.0,0,0,2017,17
Keenan Allen,7857,WR,1,LAC,12,9,75.0,133,1,79.6,84.0,58.5,71.1,,14.8,62,6.9,28,6,1,0,0,1,138.5,2,0,2017,17
Larry Fitzgerald,1724,WR,1,ARZ,12,8,66.7,55,0,74.6,70.4,76.5,70.1,70.6,6.9,18,2.3,12,4,0,0,0,0,76.7,0,0,2017,17
Albert Wilson,8943,WR,1,KC,11,10,90.9,147,0,94.0,93.0,78.0,72.0,,14.7,82,8.2,24,7,0,0,0,3,118.8,0,0,2017,17
Mohamed Sanu,7084,WR,1,ATL,11,7,63.6,71,0,60.3,57.4,31.8,70.3,,10.1,57,8.1,18,3,2,0,0,0,82.0,0,0,2017,17
Brandin Cooks,8655,WR,1,NE,11,5,45.5,79,1,66.2,67.3,45.8,70.9,,15.8,15,3.0,37,3,1,0,0,0,100.2,0,0,2017,17
JuJu Smith-Schuster,11817,WR,1,PIT,10,9,90.0,143,1,85.7,84.6,77.3,72.5,,15.9,38,4.2,46,5,0,1,0,1,112.5,0,0,2017,17
Demarcus Robinson,10760,WR,1,KC,10,4,40.0,31,0,53.6,53.1,28.7,69.0,,7.8,3,0.8,12,2,2,0,0,0,48.3,0,0,2017,17
Jarvis Landry,8698,WR,1,MIA,10,9,90.0,92,1,75.8,77.0,56.7,70.6,,10.2,61,6.8,26,6,1,0,0,1,138.3,2,1,2017,17
Julio Jones,6158,WR,1,ATL,10,5,50.0,80,0,72.4,70.0,46.3,68.0,,16.0,41,8.2,27,5,1,0,0,0,77.1,0,0,2017,17
A.J. Green,6156,WR,1,CIN,10,2,20.0,17,0,56.3,55.6,68.3,64.0,,8.5,7,3.5,11,1,0,0,0,0,39.6,1,0,2017,17
Adam Humphries,10075,WR,1,TB,10,7,70.0,102,0,73.6,71.4,75.6,69.5,,14.6,68,9.7,43,5,0,0,0,2,102.9,0,0,2017,17
Josh Doctson,10656,WR,1,WAS,10,4,40.0,37,0,62.8,62.1,41.6,67.0,,9.3,3,0.8,12,3,1,1,0,0,11.3,0,0,2017,17
Benjamin Watson,1753,TE,1,BLT,10,7,70.0,61,0,60.5,62.1,75.6,69.5,,8.7,44,6.3,13,2,0,0,0,1,85.8,0,0,2017,17
Dontrelle Inman,6597,WR,1,CHI,9,5,55.6,94,0,80.4,77.4,73.4,68.0,,18.8,12,2.4,23,5,0,0,0,0,91.9,1,0,2017,17
Devonta Freeman,8738,HB,1,ATL,9,9,100.0,85,1,74.5,91.4,77.3,75.9,52.8,9.4,72,8.0,26,4,0,0,0,4,143.1,0,0,2017,17
Giovani Bernard,7818,HB,1,CIN,8,6,75.0,18,0,74.5,77.6,74.6,74.9,77.5,3.0,38,6.3,11,1,0,0,0,1,77.1,0,0,2017,17
Greg Olsen,3647,TE,1,CAR,8,1,12.5,10,0,48.3,54.1,64.7,61.2,66.3,10.0,0,0.0,10,1,0,1,0,0,0.0,2,0,2017,17
Dede Westbrook,11865,WR,1,JAX,8,1,12.5,9,0,49.3,46.4,26.4,61.2,,9.0,4,4.0,9,0,2,0,0,0,39.6,0,0,2017,17
Christian McCaffrey,11763,HB,1,CAR,8,5,62.5,40,0,52.4,40.6,29.2,72.8,17.7,8.0,32,6.4,20,1,2,0,0,2,75.0,0,0,2017,17
Demaryius Thomas,5547,WR,1,DEN,8,6,75.0,57,1,80.4,78.4,74.6,68.8,,9.5,25,4.2,19,5,0,0,0,1,133.9,0,0,2017,17
Dez Bryant,5549,WR,1,DAL,8,3,37.5,24,0,66.0,65.8,42.1,67.0,,8.0,21,7.0,12,2,1,0,0,1,45.8,0,0,2017,17
Michael Thomas,10681,WR,1,NO,8,6,75.0,94,0,86.5,85.5,74.6,68.8,,15.7,36,6.0,43,3,0,0,0,0,113.5,0,0,2017,17
Jordan Taylor,9793,WR,1,DEN,8,6,75.0,65,0,75.3,74.2,74.6,70.3,,10.8,9,1.5,30,1,0,1,0,0,58.9,0,0,2017,17
Neal Sterling,9653,TE,1,NYJ,8,5,62.5,74,0,82.3,83.2,73.4,68.0,,14.8,43,8.6,35,4,0,0,0,0,92.7,0,0,2017,17
Tyler Kroft,9518,TE,1,CIN,8,6,75.0,53,2,66.0,68.8,49.2,68.8,79.3,8.8,23,3.8,20,4,1,0,0,1,131.8,0,0,2017,17
Kapri Bibbs,8906,HB,1,WAS,8,8,100.0,53,0,64.3,74.4,76.5,77.3,38.6,6.6,61,7.6,14,2,0,0,0,1,94.3,0,0,2017,17
DeVante Parker,9447,WR,1,MIA,7,6,85.7,64,0,60.3,59.8,74.6,16.9,,10.7,27,4.5,24,3,0,0,1,2,104.8,0,0,2017,17
Danny Amendola,4717,WR,1,NE,7,4,57.1,43,0,73.6,72.0,72.1,73.0,,10.8,16,4.0,16,3,0,0,0,1,75.3,0,0,2017,17
Tarik Cohen,11874,HB,1,CHI,7,6,85.7,14,0,62.2,61.9,74.6,74.9,76.4,2.3,26,4.3,7,0,0,0,0,2,79.2,0,0,2017,17
Martavis Bryant,8753,WR,1,PIT,7,6,85.7,65,0,78.5,77.0,74.6,68.8,,10.8,22,3.7,17,3,0,0,0,2,105.4,0,0,2017,17
Keelan Cole,51593,WR,1,JAX,7,4,57.1,33,0,59.2,56.7,72.1,15.0,,8.3,4,1.0,15,2,0,0,1,0,69.3,0,0,2017,17
Charles Clay,6326,TE,1,BUF,7,6,85.7,64,0,71.0,68.8,52.1,69.5,74.7,10.7,39,6.5,17,3,1,0,0,0,104.8,0,0,2017,17
Jermaine Kearse,7428,WR,1,NYJ,7,5,71.4,59,0,68.9,66.5,73.4,68.0,,11.8,40,8.0,22,3,0,0,0,0,96.7,0,0,2017,17
Alvin Kamara,11822,HB,1,NO,7,6,85.7,84,0,82.0,82.0,49.2,77.0,,14.0,44,7.3,40,4,1,0,0,1,116.7,0,0,2017,17
Golden Tate,5585,WR,1,DET,7,7,100.0,104,1,80.7,80.3,75.6,71.2,,14.9,85,12.1,71,4,0,0,0,1,158.3,0,0,2017,17
Josh Gordon,7618,WR,1,CLV,7,4,57.1,115,0,81.9,80.5,72.1,67.0,,28.8,44,11.0,54,4,0,0,0,0,101.8,0,0,2017,17
Adam Thielen,8288,WR,1,MIN,7,6,85.7,61,0,66.5,65.8,49.2,68.8,,10.2,19,3.2,16,4,0,0,0,1,103.0,0,0,2017,17
Melvin Gordon III,9448,HB,1,LAC,7,6,85.7,31,0,69.8,56.6,49.7,26.2,85.1,5.2,43,7.2,14,2,1,0,0,1,85.1,0,0,2017,17
Antonio Gates,1609,TE,1,LAC,6,4,66.7,46,0,63.7,65.5,41.6,67.0,20.5,11.5,8,2.0,20,1,1,0,0,0,89.6,0,0,2017,17
Elijah McGuire,11943,HB,1,NYJ,6,3,50.0,16,0,51.7,55.4,36.2,71.7,75.9,5.3,29,9.7,11,1,1,0,0,0,56.3,0,0,2017,17
Bennie Fowler,8914,WR,1,DEN,6,4,66.7,56,0,66.8,66.0,42.1,67.0,,14.0,8,2.0,22,4,1,0,0,0,96.5,0,0,2017,17
Kendall Wright,7026,WR,1,CHI,6,5,83.3,29,0,53.8,54.0,45.8,68.0,,5.8,21,4.2,10,1,1,0,0,0,86.8,0,0,2017,17
Hunter Sharp,11078,WR,1,NYG,6,3,50.0,29,1,60.1,60.0,36.2,65.8,,9.7,9,3.0,16,1,1,0,0,0,103.5,0,0,2017,17
Kenny Stills,7926,WR,1,MIA,6,3,50.0,34,0,51.9,54.1,70.5,65.8,,11.3,2,0.7,16,1,0,1,0,0,27.8,1,1,2017,17
Tyler Boyd,10689,WR,1,CIN,6,5,83.3,91,1,79.9,78.7,73.4,68.0,,18.2,28,5.6,49,5,0,0,0,1,158.3,0,0,2017,17
Gerald Everett,11799,TE,1,LA,6,3,50.0,16,0,41.1,33.8,70.5,13.9,72.2,5.3,6,2.0,6,0,0,0,1,1,56.3,0,0,2017,17
Eric Decker,5611,WR,1,TEN,6,3,50.0,18,0,58.8,47.9,26.5,65.8,62.2,6.0,5,1.7,8,2,3,0,0,0,56.3,0,0,2017,17
Josh Reynolds,11872,WR,1,LA,6,2,33.3,16,0,55.9,58.8,68.3,64.0,,8.0,1,0.5,11,2,0,0,0,0,42.4,0,0,2017,17
Eric Ebron,8645,TE,1,DET,6,1,16.7,9,0,50.6,50.9,28.9,61.2,,9.0,8,8.0,9,1,1,0,0,1,39.6,0,0,2017,17
T.Y. Hilton,7092,WR,1,IND,6,3,50.0,14,0,55.6,58.0,70.5,65.8,,4.7,8,2.7,9,1,0,0,0,0,56.3,1,1,2017,17
Stefon Diggs,9579,WR,1,MIN,6,6,100.0,65,1,73.9,74.7,74.6,69.8,,10.8,34,5.7,26,3,0,0,0,1,151.4,0,0,2017,17
George Kittle,11901,TE,1,SF,6,4,66.7,100,0,90.0,90.3,72.1,67.0,75.2,25.0,78,19.5,44,3,0,0,0,4,109.7,0,0,2017,17
Duke Johnson Jr.,9510,HB,1,CLV,6,6,100.0,75,0,63.0,66.3,74.6,21.4,22.7,12.5,85,14.2,30,2,0,0,1,3,118.8,0,0,2017,17
Devin Funchess,9474,WR,1,CAR,6,2,33.3,48,1,65.6,64.8,68.3,64.0,,24.0,5,2.5,44,2,0,1,0,0,63.2,0,0,2017,17
Dion Lewis,6301,HB,1,NE,6,6,100.0,40,1,61.4,83.2,74.6,79.3,80.1,6.7,51,8.5,10,3,0,0,0,1,134.0,0,0,2017,17
Amari Cooper,9437,WR,1,OAK,6,3,50.0,115,1,69.3,68.3,70.5,65.8,,38.3,50,16.7,87,3,0,0,0,0,135.4,0,0,2017,17
Seth Roberts,9079,WR,1,OAK,6,5,83.3,48,0,52.7,60.6,45.8,68.0,,9.6,31,6.2,26,2,1,0,0,1,100.0,2,0,2017,17
Ted Ginn Jr.,3625,WR,1,NO,6,3,50.0,33,0,54.8,58.5,70.5,67.4,,11.0,10,3.3,23,1,0,0,0,0,66.7,1,0,2017,17
Jakeem Grant,10820,WR,1,MIA,5,3,60.0,26,0,61.7,65.3,70.5,70.0,,8.7,27,9.0,13,2,0,0,0,3,73.8,1,0,2017,17
Delanie Walker,3120,TE,1,TEN,5,3,60.0,19,0,62.2,61.5,70.5,65.8,73.0,6.3,0,0.0,9,1,0,0,0,0,67.9,0,0,2017,17
Danny Woodhead,4914,HB,1,BLT,5,4,80.0,16,0,56.3,55.1,72.1,68.3,65.7,4.0,8,2.0,9,0,0,0,0,0,80.0,0,0,2017,17
Jimmy Graham,5619,TE,1,SEA,5,3,60.0,45,0,64.8,64.9,72.4,66.3,30.5,15.0,27,9.0,21,2,0,0,0,1,89.6,0,0,2017,17
Randall Cobb,6216,WR,1,GB,5,4,80.0,45,1,66.7,69.9,73.4,69.8,,11.3,26,6.5,17,3,0,0,0,0,143.8,0,0,2017,17
Doug Baldwin,6615,WR,1,SEA,5,4,80.0,90,2,85.4,83.9,72.1,67.0,,22.5,5,1.3,29,4,0,0,0,0,158.3,0,0,2017,17
Travis Benjamin,7100,WR,1,LAC,5,4,80.0,96,1,77.5,82.1,72.1,69.4,,24.0,39,9.8,62,4,0,0,0,0,158.3,0,0,2017,17
Rhett Ellison,7128,TE,1,NYG,5,5,100.0,63,0,78.2,89.6,73.4,68.0,34.2,12.6,40,8.0,17,4,0,0,0,2,118.8,0,0,2017,17
Marvin Jones Jr.,7158,WR,1,DET,5,4,80.0,81,1,71.0,68.7,72.1,67.0,,20.3,17,4.3,56,3,0,0,0,0,158.3,0,0,2017,17
Josh Bellamy,7472,WR,1,CHI,5,1,20.0,30,0,63.2,55.9,64.7,64.6,,30.0,26,26.0,30,1,0,0,0,0,52.1,0,0,2017,17
Tavon Austin,7789,WR,1,LA,5,3,60.0,14,0,63.8,57.0,36.2,70.6,,4.7,20,6.7,9,1,1,0,0,2,64.6,0,0,2017,17
Cobi Hamilton,7978,WR,1,HST,5,1,20.0,8,0,56.8,56.8,64.7,61.2,,8.0,3,3.0,8,1,0,1,0,0,0.0,0,0,2017,17
Jack Doyle,8520,TE,1,IND,5,4,80.0,38,1,68.5,69.2,41.6,67.0,73.5,9.5,16,4.0,14,3,0,0,0,0,137.9,0,0,2017,17
Ryan Grant,8777,WR,1,WAS,5,2,40.0,23,0,57.2,57.1,68.3,64.0,,11.5,18,9.0,20,1,0,2,0,0,15.0,0,0,2017,17
Allen Hurns,8931,WR,1,JAX,5,3,60.0,38,0,65.1,62.1,70.5,65.8,,12.7,19,6.3,18,2,0,1,0,0,44.2,0,0,2017,17
Cameron Brate,9207,TE,1,TB,5,3,60.0,37,0,68.7,65.9,70.5,65.8,,12.3,12,4.0,13,3,0,0,0,1,82.9,0,0,2017,17
Phillip Dorsett,9462,WR,1,NE,5,3,60.0,26,0,58.2,58.2,36.2,65.8,,8.7,5,1.7,11,2,1,0,0,0,73.8,0,0,2017,17
Jamison Crowder,9538,WR,1,WAS,5,3,60.0,25,0,57.7,58.1,36.2,72.1,,8.3,2,0.7,11,1,1,0,0,0,72.9,0,0,2017,17
Malcolm Brown,9902,HB,1,LA,5,4,80.0,7,0,57.7,41.8,41.6,76.0,38.0,1.8,4,1.0,5,0,1,0,0,0,79.2,0,0,2017,17
Corey Coleman,10649,WR,1,CLV,5,1,20.0,18,0,48.2,49.1,27.1,61.2,61.6,18.0,0,0.0,18,1,1,0,0,0,42.1,1,0,2017,17
Alex Collins,10805,HB,1,BLT,5,2,40.0,18,0,80.5,27.2,27.3,77.4,,9.0,19,9.5,11,1,2,0,0,0,50.4,0,0,2017,17
Leonard Fournette,11759,HB,1,JAX,5,4,80.0,67,0,64.7,81.6,72.1,26.3,70.6,16.8,71,17.8,23,4,0,0,0,1,118.8,0,0,2017,17
Ryan Switzer,11888,WR,1,DAL,5,4,80.0,32,0,74.0,70.3,42.1,70.4,,8.0,15,3.8,12,3,1,0,0,1,93.3,0,0,2017,17
Jamaal Williams,11889,HB,1,GB,5,3,60.0,31,0,54.6,34.7,28.0,78.1,68.2,10.3,35,11.7,27,1,2,1,0,0,38.3,0,0,2017,17
Michael Clark,12107,WR,1,GB,5,1,20.0,5,0,48.8,51.7,64.7,61.2,,5.0,6,6.0,5,0,0,0,0,0,39.6,1,0,2017,17
Kendrick Bourne,12270,WR,1,SF,5,2,40.0,28,0,66.2,65.3,68.3,64.0,,14.0,9,4.5,16,2,0,1,0,0,19.2,0,0,2017,17
Anthony Sherman,6288,FB,1,KC,4,3,75.0,21,0,55.9,61.1,70.5,75.8,13.6,7.0,25,8.3,11,1,0,0,0,0,86.5,0,0,2017,17
John Brown,8726,WR,1,ARZ,4,0,0.0,0,0,45.2,45.3,27.9,,,,0,,0,0,1,0,0,0,39.6,0,0,2017,17
Alfred Blue,8816,HB,1,HST,4,4,100.0,36,0,65.2,76.2,72.1,77.2,80.1,9.0,22,5.5,12,2,0,0,0,0,104.2,0,0,2017,17
Kyle Juszczyk,7912,FB,1,SF,4,4,100.0,19,0,66.3,64.9,72.1,67.0,42.8,4.8,13,3.3,14,1,0,0,0,0,86.5,0,0,2017,17
Brenton Bersin,7516,WR,1,CAR,4,2,50.0,36,0,61.9,65.1,68.3,64.0,,18.0,1,0.5,27,2,0,1,0,0,41.7,0,0,2017,17
Chad Hansen,11896,WR,1,NYJ,4,1,25.0,15,0,57.4,55.3,64.7,61.2,,15.0,0,0.0,15,1,0,0,0,0,42.7,0,0,2017,17
Travis Rudolph,47997,WR,1,NYG,4,1,25.0,29,0,50.7,47.5,64.7,61.2,,29.0,29,29.0,29,1,0,0,0,0,57.3,0,0,2017,17
Jaron Brown,8128,WR,1,ARZ,4,1,25.0,25,1,59.2,59.8,64.7,61.2,,25.0,0,0.0,25,1,0,1,0,0,53.1,0,0,2017,17
Mack Hollins,11873,WR,1,PHI,4,3,75.0,25,0,56.0,53.4,36.2,65.8,,8.3,7,2.3,12,0,1,0,0,0,90.6,0,0,2017,17
