player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,55.0,3,3,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,2013,11
David Akers,295,K,1,DET,62.3,3,3,100.0,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,2013,11
Phil Dawson,422,K,1,SF,70.1,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,2013,11
Sebastian Janikowski,595,K,1,OAK,50.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2013,11
Rian Lindell,754,K,1,TB,51.4,5,5,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,2013,11
Jay Feely,955,K,1,ARZ,54.0,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,11
Rob Bironas,1218,K,1,TEN,62.7,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,11
Matt Bryant,1223,K,1,ATL,68.9,2,2,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2013,11
Billy Cundiff,1230,K,1,CLV,61.7,2,2,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2013,11
Josh Brown,1520,K,1,NYG,63.5,3,3,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2013,11
Josh Scobee,1858,K,1,JAX,54.7,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2013,11
Mike Nugent,2264,K,1,CIN,64.4,5,5,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,11
Robbie Gould,2607,K,1,CHI,81.9,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2013,11
Nick Novak,2726,K,1,SD,67.3,1,1,100.0,0,0,,2,2,100.0,0,0,,0,0,,1,1,100.0,2013,11
Shaun Suisham,2796,K,1,PIT,62.7,4,4,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,0,,2013,11
Stephen Gostkowski,3063,K,1,NE,63.9,2,2,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2013,11
Matt Prater,3471,K,1,DEN,56.9,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,2,50.0,2013,11
Nick Folk,3794,K,1,NYJ,47.0,2,2,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2013,11
Mason Crosby,3809,K,1,GB,74.9,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,2013,11
Stephen Hauschka,4655,K,1,SEA,66.3,5,5,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,2013,11
Dan Carpenter,4697,K,1,BUF,60.2,4,4,100.0,0,0,,0,0,,0,0,,3,3,100.0,0,0,,2013,11
Garrett Hartley,4900,K,1,NO,80.4,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2013,11
Ryan Succop,5180,K,1,KC,60.9,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2013,11
Graham Gano,5443,K,1,CAR,63.8,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2013,11
Alex Henery,6272,K,1,PHI,61.4,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2013,11
Randy Bullock,7154,K,1,HST,67.2,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,1,1,100.0,2013,11
Blair Walsh,7167,K,1,MIN,65.1,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,11
Justin Tucker,7604,K,1,BLT,66.6,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,2013,11
Caleb Sturgis,7948,K,1,MIA,62.4,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,11
