player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Julio Jones,6158,WR,1,ATL,15,11,73.3,105,0,76.5,73.9,60.6,71.5,,9.5,29,2.6,22,7,2,0,0,2,92.4,1,0,2014,5
Demaryius Thomas,5547,WR,1,DEN,15,8,53.3,226,2,86.0,86.8,77.3,70.6,,28.3,149,18.6,86,7,0,0,0,2,138.2,1,0,2014,5
Dez Bryant,5549,WR,1,DAL,14,9,64.3,85,1,67.2,64.9,38.4,70.6,,9.4,17,1.9,37,4,2,1,0,1,75.0,0,0,2014,5
Vincent Jackson,2278,WR,1,TB,12,8,66.7,144,0,90.6,90.2,76.5,70.1,,18.0,40,5.0,34,7,0,0,0,4,107.6,0,0,2014,5
Matt Forte,4358,HB,1,CHI,12,12,100.0,105,1,62.4,85.1,79.4,28.1,84.9,8.8,107,8.9,56,2,0,0,0,5,130.9,0,0,2014,5
T.Y. Hilton,7092,WR,1,IND,12,9,75.0,91,0,73.6,72.5,78.0,19.8,,10.1,29,3.2,21,6,0,0,1,0,96.2,0,0,2014,5
Antonio Brown,5718,WR,1,PIT,12,5,41.7,84,0,69.8,70.0,49.2,73.6,,16.8,28,5.6,30,4,1,0,0,2,66.0,0,0,2014,5
Reggie Wayne,800,WR,1,IND,12,7,58.3,77,0,64.5,68.9,52.5,69.5,,11.0,16,2.3,28,6,1,0,0,0,77.4,2,0,2014,5
Sammy Watkins,8639,WR,1,BUF,12,7,58.3,87,0,88.5,85.9,75.6,69.5,,12.4,15,2.1,22,6,0,1,0,1,46.2,0,0,2014,5
Brandin Cooks,8655,WR,1,NO,11,9,81.8,56,0,63.4,63.3,77.3,73.7,,6.2,43,4.8,16,2,0,0,0,0,87.9,0,0,2014,5
Rob Gronkowski,5567,TE,1,NE,11,6,54.5,100,1,71.8,76.6,29.8,68.8,61.7,16.7,36,6.0,27,5,2,0,0,2,115.7,1,0,2014,5
Allen Hurns,8931,WR,1,JAX,11,4,36.4,26,0,52.0,53.5,29.2,68.0,,6.5,13,3.3,9,0,2,1,0,1,7.0,1,0,2014,5
Jeremy Maclin,4942,WR,1,PHI,10,5,50.0,76,1,62.7,60.2,73.4,68.0,,15.2,31,6.2,24,3,0,1,0,0,69.2,0,0,2014,5
Allen Robinson II,8696,WR,1,JAX,10,5,50.0,51,0,66.5,65.9,73.4,68.0,,10.2,5,1.0,17,2,0,1,0,0,25.4,0,0,2014,5
Rueben Randle,7065,WR,1,NYG,10,4,40.0,33,1,63.3,62.5,73.4,68.0,,8.3,11,2.8,18,3,0,0,0,0,82.5,0,0,2014,5
