player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
LeSean McCoy,4976,HB,1,PHI,27,25,116,4.6,0,55.6,54.1,37.9,60.0,59,2.36,19,6,6,1,0,0,2013,6
Frank Gore,2282,HB,1,SF,28,25,101,4.0,0,68.1,66.0,78.4,60.0,84,3.36,32,6,1,0,0,0,2013,6
Eddie Lacy,7842,HB,1,GB,26,23,120,5.2,0,71.5,73.8,78.5,59.2,51,2.22,37,5,2,0,0,0,2013,6
Jamaal Charles,4387,HB,1,KC,23,22,78,3.5,2,56.7,56.7,27.5,60.0,33,1.5,11,4,3,1,0,0,2013,6
Brandon Jacobs,2327,HB,1,NYG,22,22,106,4.8,2,63.9,66.6,77.8,,48,2.18,16,7,3,0,0,0,2013,6
Ryan Mathews,5537,HB,1,SD,26,22,102,4.6,0,58.2,58.9,77.7,59.8,29,1.32,15,4,0,0,0,0,2013,6
Marshawn Lynch,3628,HB,1,SEA,22,21,75,3.6,2,70.7,67.9,27.0,60.0,59,2.81,13,6,3,1,0,0,2013,6
Arian Foster,5398,HB,1,HST,20,20,141,7.1,0,75.3,76.5,77.9,60.0,43,2.15,23,7,0,0,0,0,2013,6
Maurice Jones-Drew,3005,HB,1,JAX,21,20,71,3.6,1,73.8,74.8,77.4,60.0,37,1.85,28,3,3,0,0,0,2013,6
Stevan Ridley,6225,HB,1,NE,21,20,96,4.8,2,63.4,61.0,77.3,60.0,59,2.95,19,6,4,0,0,0,2013,6
Matt Forte,4358,HB,1,CHI,20,19,67,3.5,0,65.9,61.5,78.0,60.0,26,1.37,13,4,1,0,0,0,2013,6
BenJarvus Green-Ellis,4599,HB,1,CIN,18,18,86,4.8,0,60.6,60.7,76.5,60.0,32,1.78,25,5,0,0,0,0,2013,6
Zac Stacy,7942,HB,1,SL,18,18,82,4.6,0,78.6,76.0,76.9,60.0,54,3.0,18,4,6,0,0,0,2013,6
DeAngelo Williams,2972,HB,1,CAR,22,17,64,3.8,0,61.9,56.0,77.2,59.4,20,1.18,22,2,0,0,0,0,2013,6
Reggie Bush,2947,HB,1,DET,21,17,78,4.6,0,73.0,65.0,77.1,59.5,23,1.35,39,2,4,0,0,0,2013,6
Darren McFadden,4318,HB,1,OAK,21,16,52,3.3,0,62.6,61.0,76.4,60.4,25,1.56,8,1,0,0,0,0,2013,6
Doug Martin,7035,HB,1,TB,17,16,67,4.2,0,68.8,66.7,77.2,59.9,36,2.25,24,2,2,0,0,0,2013,6
Le'Veon Bell,7829,HB,1,PIT,16,16,34,2.1,0,56.4,54.9,76.9,60.0,23,1.44,7,0,1,0,0,0,2013,6
Alfred Morris,7165,HB,1,WAS,21,16,81,5.1,1,61.1,68.0,75.8,60.2,67,4.19,45,3,3,0,1,0,2013,6
Giovani Bernard,7818,HB,1,CIN,20,15,28,1.9,0,65.7,54.1,76.6,58.5,24,1.6,7,1,0,0,0,0,2013,6
Knowshon Moreno,4935,HB,1,DEN,17,15,42,2.8,3,56.7,55.9,76.8,60.0,20,1.33,11,4,1,0,0,0,2013,6
Ray Rice,4369,HB,1,BLT,14,14,34,2.4,0,50.5,53.8,75.8,60.0,22,1.57,11,1,1,0,0,0,2013,6
Chris Johnson,4338,HB,1,TEN,13,12,33,2.8,0,65.8,65.1,75.0,60.0,25,2.08,8,1,0,0,0,0,2013,6
Joseph Randle,7933,HB,1,DAL,11,11,17,1.5,1,59.0,57.5,74.4,,12,1.09,14,2,0,0,0,0,2013,6
Pierre Thomas,4080,HB,1,NO,12,11,51,4.6,0,62.1,59.6,74.7,60.0,29,2.64,13,2,0,0,0,0,2013,6
Ben Tate,5583,HB,1,HST,10,10,12,1.2,1,56.2,55.1,74.2,,7,0.7,4,2,1,0,0,0,2013,6
Fred Jackson,3368,HB,1,BUF,13,10,35,3.5,0,57.2,59.1,74.4,59.1,20,2.0,11,3,0,0,0,0,2013,6
Adrian Peterson,3623,HB,1,MIN,10,10,62,6.2,0,57.1,50.3,23.0,,46,4.6,31,2,2,1,0,0,2013,6
C.J. Spiller,5534,HB,1,BUF,11,10,55,5.5,0,70.5,69.3,73.9,60.0,15,1.5,19,1,1,0,0,0,2013,6
Russell Wilson,7077,QB,1,SEA,26,4,61,6.1,0,77.8,68.9,80.1,60.0,6,0.6,23,4,1,0,0,0,2013,6
Rashard Mendenhall,4337,HB,1,ARZ,10,10,40,4.0,0,70.8,72.2,73.6,60.0,21,2.1,11,3,2,0,0,0,2013,6
Trent Richardson,7009,HB,1,IND,10,10,40,4.0,0,63.4,66.4,73.6,60.0,28,2.8,12,2,2,0,0,0,2013,6
Willis McGahee,1339,HB,1,CLV,12,10,37,3.7,0,65.3,64.0,73.6,60.1,28,2.8,12,3,3,0,0,0,2013,6
Bilal Powell,6278,HB,1,NYJ,13,9,30,3.3,0,58.5,60.3,73.7,60.0,12,1.33,10,3,1,0,0,0,2013,6
Robert Griffin III,7008,QB,1,WAS,31,7,77,8.6,0,46.6,63.1,81.0,60.0,31,3.44,26,5,2,2,0,0,2013,6
Danny Woodhead,4914,HB,1,SD,9,9,36,4.0,0,72.2,67.8,74.3,60.0,18,2.0,10,2,0,0,0,0,2013,6
Cam Newton,6153,QB,1,CAR,32,7,30,3.3,1,66.9,67.2,79.5,60.3,4,0.44,9,2,0,0,0,0,2013,6
Mike Tolbert,4740,FB,1,CAR,20,8,27,3.4,1,75.1,64.0,72.9,79.7,13,1.63,9,4,1,0,0,0,2013,6
Khiry Robinson,8514,HB,1,NO,8,7,53,7.6,1,77.6,73.8,71.4,60.0,26,3.71,20,3,1,0,0,0,2013,6
Joique Bell,5797,HB,1,DET,8,7,25,3.6,0,62.9,60.7,71.9,60.0,23,3.29,6,3,4,0,0,0,2013,6
Thaddeus Lewis,5817,QB,1,BUF,28,3,17,2.4,1,67.9,49.3,29.3,60.0,10,1.43,5,3,2,1,0,0,2013,6
LeGarrette Blount,5863,HB,1,NE,7,7,9,1.3,0,65.0,64.3,73.2,,13,1.86,6,0,0,0,0,0,2013,6
Andy Dalton,6187,QB,1,CIN,38,4,17,2.4,0,63.7,48.3,80.8,60.3,5,0.71,6,2,0,0,0,0,2013,6
DeMarco Murray,6223,HB,1,DAL,7,7,29,4.1,1,69.7,66.0,72.9,,13,1.86,11,4,0,0,0,0,2013,6
Terrelle Pryor Sr.,6944,QB,1,OAK,25,4,56,8.0,0,35.0,78.9,81.0,60.0,25,3.57,27,4,2,0,3,0,2013,6
Andre Ellington,7968,HB,1,ARZ,9,7,56,8.0,1,78.5,81.3,73.3,59.9,26,3.71,15,2,0,0,0,0,2013,6
Ryan Fitzpatrick,2467,QB,1,TEN,14,1,30,5.0,0,41.7,49.9,22.7,60.0,4,0.67,11,2,0,2,0,0,2013,6
Bernard Pierce,7085,HB,1,BLT,7,6,9,1.5,0,64.9,62.4,72.7,60.0,14,2.33,10,1,1,0,0,0,2013,6
Michael Bush,3716,HB,1,CHI,6,6,8,1.3,0,34.1,43.4,71.1,,4,0.67,3,1,0,0,0,0,2013,6
Roy Helu,6257,HB,1,WAS,10,6,42,7.0,0,65.7,67.4,72.4,72.2,24,4.0,17,3,2,0,0,0,2013,6
Bryce Brown,7213,HB,1,PHI,6,5,20,4.0,0,62.8,65.1,69.7,60.0,3,0.6,9,2,0,0,0,0,2013,6
Chris Ogbonnaya,5135,HB,1,CLV,7,5,24,4.8,0,68.4,73.7,72.9,68.5,12,2.4,8,3,0,0,0,0,2013,6
Aaron Rodgers,2241,QB,1,GB,28,3,21,4.2,0,57.7,56.7,40.0,60.0,4,0.8,12,1,0,2,0,0,2013,6
Felix Jones,4336,HB,1,PIT,5,5,18,3.6,0,64.0,60.7,71.5,,5,1.0,11,1,0,0,0,0,2013,6
Darren Sproles,2347,HB,1,NO,5,5,15,3.0,0,73.4,61.2,76.2,,5,1.0,6,0,0,0,0,0,2013,6
Brandon Bolden,7469,HB,1,NE,5,5,19,3.8,0,51.3,58.0,71.4,,8,1.6,12,1,1,0,0,0,2013,6
Peyton Manning,327,QB,1,DEN,28,5,-7,-1.4,0,72.1,29.9,32.8,60.0,0,0.0,0,0,0,1,0,0,2013,6
Alex Smith,2218,QB,1,KC,24,1,29,7.3,0,55.5,78.0,79.1,60.0,12,3.0,13,3,0,0,1,0,2013,6
Ronnie Hillman,7069,HB,1,DEN,7,4,20,5.0,0,48.1,37.0,17.7,70.3,11,2.75,11,1,1,1,0,0,2013,6
Chris Ivory,6007,HB,1,NYJ,5,4,16,4.0,0,50.6,51.6,68.6,59.8,5,1.25,6,0,1,0,0,0,2013,6
Tashard Choice,4436,HB,1,BUF,4,4,24,6.0,0,78.3,78.5,70.0,,16,4.0,13,2,1,0,0,0,2013,6
Da'Rel Scott,6373,HB,1,NYG,4,4,17,4.3,0,54.9,51.4,69.7,,6,1.5,13,1,0,0,0,0,2013,6
Mike Goodson,5034,HB,1,NYJ,8,4,29,7.3,0,77.9,73.9,69.4,60.2,12,3.0,18,1,2,0,0,0,2013,6
Andrew Luck,7007,QB,1,IND,13,0,19,4.8,0,71.9,67.2,78.3,60.0,7,1.75,6,0,1,0,0,0,2013,6
Rashad Jennings,5174,HB,1,OAK,4,4,12,3.0,0,60.7,55.2,69.4,60.0,7,1.75,4,0,1,0,0,0,2013,6
Colin Kaepernick,6188,QB,1,SF,37,3,18,4.5,0,61.3,45.3,22.1,60.0,1,0.25,17,0,0,2,0,0,2013,6
Anthony Dixon,5696,HB,1,SF,3,3,4,1.3,0,49.7,50.0,81.8,,3,1.0,2,0,0,0,0,0,2013,6
Donald Brown,4950,HB,1,IND,3,3,15,5.0,0,69.6,66.9,69.0,,6,2.0,8,1,0,0,0,0,2013,6
Jay Cutler,2956,QB,1,CHI,26,0,20,6.7,0,84.6,67.4,79.2,60.0,11,3.67,9,1,0,0,1,0,2013,6
Jonathan Dwyer,5711,HB,1,PIT,3,3,10,3.3,0,62.0,61.9,67.2,,7,2.33,6,1,0,0,0,0,2013,6
