player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,49.2,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2016,12
Phil Dawson,422,K,1,SF,64.7,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,12
Sebastian Janikowski,595,K,1,OAK,64.0,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2016,12
Matt Bryant,1223,K,1,ATL,68.0,5,5,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2016,12
Mike Nugent,2264,K,1,CIN,44.9,0,1,0.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,12
Robbie Gould,2607,K,1,NYG,47.2,3,4,75.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,12
Nick Novak,2726,K,1,HST,65.2,1,1,100.0,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,2016,12
Stephen Gostkowski,3063,K,1,NE,50.1,1,1,100.0,0,0,,2,2,100.0,0,1,0.0,1,1,100.0,0,0,,2016,12
Matt Prater,3471,K,1,DET,77.0,1,1,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2016,12
Nick Folk,3794,K,1,NYJ,68.2,2,2,100.0,0,0,,0,0,,0,0,,0,0,,1,2,50.0,2016,12
Mason Crosby,3809,K,1,GB,65.2,3,3,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2016,12
Stephen Hauschka,4655,K,1,SEA,61.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2016,12
Dan Carpenter,4697,K,1,BUF,45.4,2,3,66.7,0,0,,0,0,,0,0,,0,0,,0,0,,2016,12
Connor Barth,4777,K,1,CHI,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,12
Ryan Succop,5180,K,1,TEN,64.4,3,3,100.0,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,2016,12
Graham Gano,5443,K,1,CAR,62.3,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,12
Dan Bailey,6796,K,1,DAL,67.7,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2016,12
Kai Forbath,6860,K,1,MIN,63.0,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,12
Greg Zuerlein,7163,K,1,LA,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,12
Justin Tucker,7604,K,1,BLT,85.6,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,3,3,100.0,2016,12
Caleb Sturgis,7948,K,1,PHI,71.5,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,2016,12
Dustin Hopkins,7958,K,1,WAS,35.0,2,2,100.0,0,0,,2,2,100.0,0,0,,0,1,0.0,0,1,0.0,2016,12
Brandon McManus,8437,K,1,DEN,65.9,3,3,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,2016,12
Cairo Santos,8932,K,1,KC,81.8,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2016,12
Chris Boswell,8990,K,1,PIT,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,12
Cody Parkey,9030,K,1,CLV,62.1,1,1,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2016,12
Chandler Catanzaro,9140,K,1,ARZ,68.0,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,2016,12
Andrew Franks,9814,K,1,MIA,64.7,4,4,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,12
Josh Lambo,10133,K,1,SD,52.0,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2016,12
Jason Myers,10207,K,1,JAX,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,12
Roberto Aguayo,10693,K,1,TB,48.7,2,2,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2016,12
Wil Lutz,11096,K,1,NO,66.5,7,7,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,12
