player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Andre Ellington,7968,HB,1,ARZ,15,9,60.0,86,0,56.0,57.0,38.4,73.6,74.0,9.6,52,5.8,20,5,2,1,0,0,48.2,0,0,2017,4
Odell Beckham Jr.,8647,WR,1,NYG,15,7,46.7,90,0,64.5,64.2,31.8,69.5,,12.9,26,3.7,42,3,2,0,0,4,66.0,1,0,2017,4
DeAndre Hopkins,7808,WR,1,HST,12,10,83.3,107,1,90.0,90.1,78.0,71.1,,10.7,25,2.5,21,9,0,1,0,1,96.9,0,0,2017,4
Jaron Brown,8128,WR,1,ARZ,12,8,66.7,105,0,70.5,70.6,76.5,70.1,,13.1,17,2.1,32,6,0,0,0,0,94.1,1,0,2017,4
James White,8765,HB,1,NE,12,10,83.3,47,0,69.6,72.6,78.0,71.7,77.1,4.7,41,4.1,9,4,0,0,0,2,83.0,0,0,2017,4
Aldrick Robinson,6330,WR,1,SF,12,3,25.0,52,0,50.4,52.3,28.0,65.8,,17.3,5,1.7,24,3,2,0,0,0,45.1,1,0,2017,4
Dez Bryant,5549,WR,1,DAL,11,5,45.5,98,0,73.4,72.4,45.8,68.0,,19.6,16,3.2,36,5,1,0,0,0,77.1,0,0,2017,4
Mike Wallace,5007,WR,1,BLT,10,6,60.0,55,1,64.2,63.8,74.6,68.8,,9.2,4,0.7,16,3,0,0,0,0,108.3,0,0,2017,4
Evan Engram,11778,TE,1,NYG,10,6,60.0,62,0,64.0,66.6,49.2,68.8,73.9,10.3,21,3.5,21,4,1,0,0,0,77.9,0,0,2017,4
Alvin Kamara,11822,HB,1,NO,10,10,100.0,71,1,70.4,86.8,78.0,74.5,,7.1,79,7.9,16,5,0,0,0,1,129.6,0,0,2017,4
Michael Thomas,10681,WR,1,NO,10,8,80.0,89,1,71.9,71.0,38.4,70.6,,11.1,40,5.0,30,6,2,0,0,1,137.1,0,0,2017,4
Brandon Marshall,3064,WR,1,NYG,9,6,66.7,46,0,69.2,66.9,49.2,68.8,,7.7,12,2.0,11,4,1,0,0,0,78.9,0,0,2017,4
Duke Johnson Jr.,9510,HB,1,CLV,9,9,100.0,47,0,66.3,76.9,77.3,73.1,73.4,5.2,33,3.7,9,2,0,0,0,3,88.4,0,0,2017,4
Trent Taylor,11932,WR,1,SF,9,5,55.6,47,0,71.8,70.0,73.4,73.3,,9.4,15,3.0,12,3,0,1,0,0,30.6,1,0,2017,4
Devin Funchess,9474,WR,1,CAR,9,7,77.8,70,2,74.8,74.1,52.1,69.5,,10.0,29,4.1,16,6,0,0,0,1,138.7,0,0,2017,4
Deonte Thompson,7513,WR,1,CHI,9,5,55.6,44,0,67.0,66.4,73.4,70.7,,8.8,10,2.0,15,3,0,1,0,1,29.2,0,0,2017,4
Chris Hogan,6468,WR,1,NE,9,5,55.6,60,1,57.4,57.6,46.3,68.0,,12.0,16,3.2,26,3,1,0,0,0,113.2,0,0,2017,4
Keenan Allen,7857,WR,1,LAC,9,5,55.6,138,0,81.6,78.6,73.4,68.0,,27.6,95,19.0,50,5,0,0,0,1,100.5,0,0,2017,4
Travis Kelce,7844,TE,1,KC,8,7,87.5,111,1,86.3,88.8,75.6,70.3,27.3,15.9,20,2.9,32,6,0,0,0,2,158.3,0,0,2017,4
Rishard Matthews,7211,WR,1,TEN,8,3,37.5,49,0,80.3,78.7,70.5,65.8,,16.3,8,2.7,28,3,0,2,0,0,19.3,0,0,2017,4
Pierre Garcon,4519,WR,1,SF,8,4,50.0,36,0,59.5,58.4,73.4,68.0,,9.0,13,3.3,16,2,0,0,0,0,62.5,0,0,2017,4
Jared Cook,5012,TE,1,OAK,8,3,37.5,46,0,58.1,60.5,36.2,65.8,67.2,15.3,9,3.0,28,2,1,0,0,0,57.3,1,0,2017,4
DeVante Parker,9447,WR,1,MIA,8,6,75.0,69,0,79.5,78.1,75.6,69.5,,11.5,15,2.5,21,3,0,0,0,2,100.5,0,0,2017,4
Mark Ingram II,6180,HB,1,NO,8,4,50.0,17,0,42.2,28.7,27.5,76.5,58.8,4.3,27,6.8,8,2,3,0,0,1,56.3,2,1,2017,4
Allen Hurns,8931,WR,1,JAX,8,4,50.0,42,0,65.4,64.9,72.1,67.0,,10.5,19,4.8,15,3,0,1,0,0,26.0,0,0,2017,4
Mike Evans,8642,WR,1,TB,8,5,62.5,67,1,70.7,68.2,73.4,68.0,,13.4,5,1.0,31,4,0,0,0,1,128.6,1,1,2017,4
Antonio Brown,5718,WR,1,PIT,7,4,57.1,34,0,52.5,51.5,42.1,70.6,,8.5,12,3.0,14,0,0,1,0,0,30.4,0,0,2017,4
Danny Amendola,4717,WR,1,NE,7,6,85.7,42,1,65.4,64.6,49.7,68.8,,7.0,6,1.0,16,4,1,0,0,0,131.3,1,0,2017,4
Cooper Kupp,11824,WR,1,LA,7,5,71.4,60,1,73.0,74.6,73.4,68.0,,12.0,30,6.0,24,4,0,0,0,1,136.9,0,0,2017,4
Adam Humphries,10075,WR,1,TB,7,6,85.7,70,0,69.1,68.8,74.6,68.8,,11.7,42,7.0,38,2,0,0,0,2,108.3,0,0,2017,4
Stefon Diggs,9579,WR,1,MIN,7,5,71.4,98,0,77.4,76.1,73.4,68.0,,19.6,13,2.6,33,4,0,0,0,0,113.7,0,0,2017,4
Martellus Bennett,4375,TE,1,GB,7,6,85.7,39,0,56.3,59.7,74.6,68.8,72.6,6.5,17,2.8,26,1,0,0,0,0,89.9,1,0,2017,4
A.J. Green,6156,WR,1,CIN,7,5,71.4,63,1,73.7,72.6,73.4,68.0,,12.6,19,3.8,25,3,0,0,0,0,138.7,0,0,2017,4
Zach Ertz,7816,TE,1,PHI,7,5,71.4,81,0,72.8,76.5,73.4,68.0,65.0,16.2,28,5.6,38,3,0,0,0,0,109.8,0,0,2017,4
Todd Gurley II,9443,HB,1,LA,7,7,100.0,94,1,65.1,89.5,75.6,78.8,25.3,13.4,67,9.6,53,4,0,0,0,0,158.3,0,0,2017,4
Jordy Nelson,4350,WR,1,GB,7,4,57.1,75,2,67.6,67.0,42.1,67.0,,18.8,22,5.5,58,4,1,0,0,0,133.9,0,0,2017,4
Jarvis Landry,8698,WR,1,MIA,7,6,85.7,40,0,70.0,69.2,76.5,72.4,,6.7,16,2.7,11,3,0,0,0,1,90.5,0,0,2017,4
Jermaine Kearse,7428,WR,1,NYJ,7,4,57.1,17,0,61.0,61.4,74.9,68.4,66.6,4.3,4,1.0,10,1,0,0,0,0,62.2,0,0,2017,4
Charles Clay,6326,TE,1,BUF,7,5,71.4,112,0,91.7,93.0,73.4,68.0,71.8,22.4,37,7.4,44,4,0,0,0,3,113.7,0,0,2017,4
Jack Doyle,8520,TE,1,IND,7,5,71.4,27,0,52.7,53.3,45.8,68.0,71.6,5.4,13,2.6,7,0,1,0,0,1,77.7,0,0,2017,4
Kenny Britt,4953,WR,1,CLV,7,3,42.9,52,0,58.0,60.2,28.0,65.8,,17.3,16,5.3,26,2,2,1,0,2,29.2,1,0,2017,4
Adam Thielen,8288,WR,1,MIN,7,5,71.4,59,0,57.7,57.4,73.4,16.0,,11.8,4,0.8,24,2,0,0,1,0,96.7,0,0,2017,4
Cordarrelle Patterson,7810,WR,1,OAK,6,6,100.0,33,0,64.8,64.9,74.6,71.9,,5.5,13,2.2,11,2,0,0,0,0,89.6,0,0,2017,4
Robby Anderson,11254,WR,1,NYJ,6,3,50.0,59,0,62.6,64.7,36.2,65.8,,19.7,13,4.3,41,3,1,0,0,0,84.7,0,0,2017,4
Christian McCaffrey,11763,HB,1,CAR,6,4,66.7,33,0,69.8,72.7,72.1,76.0,76.2,8.3,30,7.5,12,3,0,0,0,0,80.6,0,0,2017,4
Amari Cooper,9437,WR,1,OAK,6,2,33.3,9,0,46.4,46.6,29.9,64.0,,4.5,1,0.5,8,0,1,1,0,0,2.8,0,0,2017,4
Cameron Brate,9207,TE,1,TB,6,4,66.7,80,1,76.7,74.5,41.6,67.0,69.1,20.0,30,7.5,35,3,1,0,0,0,149.3,0,0,2017,4
Alshon Jeffery,7048,WR,1,PHI,6,3,50.0,29,1,66.1,63.1,70.5,65.8,,9.7,4,1.3,13,2,0,0,0,1,103.5,0,0,2017,4
Michael Campanaro,8852,WR,1,BLT,6,4,66.7,25,0,61.1,60.8,72.1,71.5,,6.3,17,4.3,11,1,0,1,0,0,35.4,0,0,2017,4
Terrance Williams,7855,WR,1,DAL,6,4,66.7,34,0,53.2,53.2,28.7,67.0,,8.5,8,2.0,13,2,1,0,0,0,81.3,0,0,2017,4
Wendell Smallwood,10787,HB,1,PHI,6,4,66.7,45,0,58.6,74.0,72.1,74.9,19.6,11.3,48,12.0,24,3,0,0,0,0,88.9,0,0,2017,4
John Brown,8726,WR,1,ARZ,6,3,50.0,47,0,60.7,62.7,70.5,65.8,,15.7,6,2.0,18,2,0,0,0,0,76.4,0,0,2017,4
Jeremy Maclin,4942,WR,1,BLT,6,3,50.0,21,0,58.4,56.9,70.5,65.8,,7.0,3,1.0,11,1,0,0,0,0,58.3,0,0,2017,4
Benjamin Watson,1753,TE,1,BLT,6,5,83.3,43,0,71.3,69.5,73.4,68.0,71.8,8.6,14,2.8,11,1,0,1,0,0,56.9,0,0,2017,4
Carlos Hyde,8692,HB,1,SF,6,5,83.3,27,0,64.1,69.7,73.4,25.5,46.8,5.4,34,6.8,9,2,0,0,0,0,85.4,0,0,2017,4
Tyrell Williams,10154,WR,1,LAC,6,5,83.3,115,1,71.9,72.4,73.4,68.0,,23.0,60,12.0,75,2,0,0,0,2,158.3,0,0,2017,4
Tyreek Hill,10799,WR,1,KC,6,5,83.3,35,0,63.9,63.4,45.8,69.7,,7.0,2,0.4,12,3,1,0,0,0,91.0,0,0,2017,4
Ricardo Louis,10748,WR,1,CLV,6,5,83.3,64,0,60.0,60.0,46.3,68.0,,12.8,7,1.4,31,4,1,0,0,1,111.1,0,0,2017,4
Brandin Cooks,8655,WR,1,NE,6,3,50.0,38,0,55.1,53.5,36.2,67.4,,12.7,1,0.3,17,2,1,0,0,0,70.1,0,0,2017,4
Jimmy Graham,5619,TE,1,SEA,6,4,66.7,61,0,67.4,68.4,41.6,67.0,72.1,15.3,12,3.0,33,3,1,2,0,0,60.4,0,0,2017,4
Javorius Allen,9558,HB,1,BLT,6,6,100.0,37,0,63.6,70.7,74.6,70.6,57.5,6.2,35,5.8,11,5,0,0,0,2,92.4,0,0,2017,4
Will Fuller V,10655,WR,1,HST,6,4,66.7,35,2,63.7,65.6,72.1,68.3,,8.8,7,1.8,16,3,0,0,0,0,121.5,1,1,2017,4
Justin Hardy,9540,WR,1,ATL,6,2,33.3,12,1,50.9,46.6,27.3,64.0,70.2,6.0,5,2.5,9,1,2,0,0,0,81.9,0,0,2017,4
Tyler Kroft,9518,TE,1,CIN,6,6,100.0,68,2,86.8,91.0,74.6,68.8,72.2,11.3,17,2.8,21,5,0,0,0,0,153.5,1,0,2017,4
Tyler Higbee,10744,TE,1,LA,6,3,50.0,47,0,87.8,88.1,70.5,65.8,75.6,15.7,21,7.0,29,2,0,0,0,0,76.4,1,0,2017,4
Larry Fitzgerald,1724,WR,1,ARZ,6,4,66.7,32,1,60.1,60.1,72.1,67.0,72.4,8.0,18,4.5,19,1,0,0,0,0,119.4,0,0,2017,4
Austin Hooper,10715,TE,1,ATL,6,5,83.3,50,0,59.2,61.2,46.3,68.0,26.8,10.0,15,3.0,18,2,1,0,0,2,101.4,0,0,2017,4
Keelan Cole,51593,WR,1,JAX,5,1,20.0,10,0,53.9,53.6,64.7,61.2,,10.0,7,7.0,10,1,0,0,0,0,39.6,0,0,2017,4
Delanie Walker,3120,TE,1,TEN,5,3,60.0,51,0,66.9,64.4,70.5,65.8,,17.0,12,4.0,21,3,0,2,0,1,55.0,0,0,2017,4
DeSean Jackson,4363,WR,1,TB,5,2,40.0,20,0,60.4,59.9,68.3,64.0,,10.0,5,2.5,11,2,0,0,0,0,52.1,0,0,2017,4
Rob Gronkowski,5567,TE,1,NE,5,4,80.0,80,0,73.8,66.0,74.6,68.8,72.1,20.0,29,7.3,43,3,0,0,0,0,118.8,1,0,2017,4
Golden Tate,5585,WR,1,DET,5,3,60.0,29,0,75.1,75.5,70.5,67.4,,9.7,13,4.3,12,2,0,0,0,2,76.3,0,0,2017,4
Emmanuel Sanders,5606,WR,1,DEN,5,4,80.0,27,0,74.6,73.6,72.1,67.0,,6.8,10,2.5,15,3,0,0,0,0,89.2,0,0,2017,4
Bilal Powell,6278,HB,1,NYJ,5,4,80.0,27,0,62.1,73.9,72.1,78.0,81.2,6.8,28,7.0,13,2,0,1,0,0,49.6,0,0,2017,4
Jeremy Kerley,6305,WR,1,NYJ,5,5,100.0,37,0,63.4,62.8,73.4,69.7,,7.4,19,3.8,12,2,0,0,0,0,97.5,0,0,2017,4
T.Y. Hilton,7092,WR,1,IND,5,3,60.0,30,0,67.7,66.7,70.5,65.8,,10.0,2,0.7,13,3,0,0,0,0,77.1,0,0,2017,4
Lamar Miller,7097,HB,1,HST,5,4,80.0,56,1,71.0,69.1,72.1,77.5,49.7,14.0,52,13.0,32,3,0,0,0,0,152.9,0,0,2017,4
Travis Benjamin,7100,WR,1,LAC,5,2,40.0,21,0,53.9,53.9,29.9,69.2,,10.5,18,9.0,19,1,1,0,0,0,52.9,0,0,2017,4
Josh Bellamy,7472,WR,1,CHI,5,3,60.0,36,0,68.4,68.3,70.5,65.8,,12.0,9,3.0,15,2,0,0,0,1,82.1,0,0,2017,4
Robert Woods,7822,WR,1,LA,5,2,40.0,17,0,58.7,56.0,68.3,64.0,,8.5,2,1.0,19,1,0,0,0,0,49.6,0,0,2017,4
Le'Veon Bell,7829,HB,1,PIT,5,4,80.0,42,0,74.9,74.1,72.1,81.0,81.1,10.5,46,11.5,18,2,0,0,1,0,101.7,0,0,2017,4
Jordan Reed,7866,TE,1,WAS,5,3,60.0,21,0,73.4,72.3,70.5,65.8,,7.0,7,2.3,14,1,0,0,0,0,69.6,0,0,2017,4
Martavis Bryant,8753,WR,1,PIT,5,3,60.0,48,0,69.8,69.8,70.5,65.8,,16.0,12,4.0,24,2,0,0,0,0,92.1,0,0,2017,4
T.J. Jones,8824,WR,1,DET,5,3,60.0,33,0,73.8,72.9,72.1,67.0,,11.0,1,0.3,16,3,0,0,0,0,79.6,0,0,2017,4
Charcandrick West,9047,HB,1,KC,5,5,100.0,33,0,66.6,79.7,73.4,69.1,61.7,6.6,28,5.6,13,2,0,0,0,0,94.2,0,0,2017,4
Seth Roberts,9079,WR,1,OAK,5,4,80.0,49,0,63.1,65.2,73.4,68.0,,12.3,14,3.5,22,3,0,0,0,0,107.5,1,0,2017,4
Tyler Lockett,9502,WR,1,SEA,5,4,80.0,67,0,71.9,66.9,73.4,71.2,,16.8,9,2.3,41,1,0,0,0,0,118.8,0,0,2017,4
