player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Jared Goff,10635,QB,1,LA,50,49,29,59.2,395,8.1,1,1,77.6,77.5,54.6,80.8,0,1,3,0,1,83.3,1,18,2019,5
Philip Rivers,1725,QB,1,LAC,48,48,32,66.7,211,4.4,0,2,50.0,52.9,56.5,80.9,0,1,2,2,1,58.6,0,14,2019,5
Matt Ryan,4317,QB,1,ATL,49,46,32,69.6,330,7.2,3,1,72.0,68.7,71.2,81.2,2,1,0,3,1,102.6,1,13,2019,5
Dak Prescott,10769,QB,1,DAL,51,44,27,61.4,463,10.5,2,3,79.4,77.0,67.0,80.8,3,1,4,2,1,83.8,4,21,2019,5
Gardner Minshew,41401,QB,1,JAX,51,44,26,59.1,374,8.5,2,0,63.2,67.3,44.4,23.1,2,2,0,4,0,101.9,5,19,2019,5
Tom Brady,698,QB,1,NE,46,42,28,66.7,348,8.3,3,1,77.7,75.3,63.3,80.3,4,1,2,3,0,106.1,0,16,2019,5
Patrick Mahomes,11765,QB,1,KC,45,39,22,56.4,321,8.2,1,0,82.2,79.6,66.7,80.5,4,0,2,1,1,91.9,2,13,2019,5
Daniel Jones,39395,QB,1,NYG,43,38,21,55.3,182,4.8,1,1,64.9,62.8,66.3,80.5,4,0,0,2,0,65.9,1,9,2019,5
Andy Dalton,6187,QB,1,CIN,39,38,27,71.1,262,6.9,2,0,74.0,77.4,40.9,29.5,1,0,3,1,0,107.6,0,12,2019,5
Aaron Rodgers,2241,QB,1,GB,37,34,22,64.7,238,7.0,0,0,67.8,68.0,63.5,80.1,2,1,2,2,1,85.2,1,9,2019,5
Teddy Bridgewater,8667,QB,1,NO,38,34,26,76.5,314,9.2,4,1,85.1,86.6,57.2,79.1,0,0,3,2,1,131.2,4,16,2019,5
Deshaun Watson,11767,QB,1,HST,36,33,28,84.8,426,12.9,5,0,88.7,85.2,71.2,27.9,0,0,2,1,0,158.3,3,18,2019,5
Josh Allen,46601,QB,1,BUF,41,32,23,71.9,219,6.8,2,1,74.6,73.6,64.7,80.4,4,0,1,4,0,98.3,5,12,2019,5
Kyler Murray,38334,QB,1,ARZ,36,32,20,62.5,253,7.9,0,0,90.4,83.6,88.7,80.0,1,0,2,2,0,87.1,3,15,2019,5
Derek Carr,8671,QB,1,OAK,33,32,25,78.1,229,7.2,0,0,73.5,73.9,64.1,78.3,0,1,2,3,0,96.5,1,10,2019,5
Kyle Allen,26152,QB,1,CAR,34,30,17,56.7,181,6.0,1,0,40.0,40.6,58.3,20.5,3,0,1,2,1,85.6,1,10,2019,5
Chase Daniel,5214,QB,1,CHI,36,30,22,73.3,231,7.7,2,2,53.3,55.8,58.3,78.9,4,0,2,0,0,89.7,1,12,2019,5
Jacoby Brissett,10725,QB,1,IND,31,29,18,62.1,151,5.2,0,1,46.2,39.7,72.1,79.4,0,0,2,4,0,61.1,2,8,2019,5
Jimmy Garoppolo,8697,QB,1,SF,31,29,20,69.0,181,6.2,2,0,69.0,69.5,55.7,78.5,2,1,1,1,0,108.5,0,11,2019,5
Carson Wentz,10636,QB,1,PHI,31,29,17,58.6,189,6.5,1,0,84.7,81.7,65.6,78.8,1,1,3,3,1,89.6,1,8,2019,5
Lamar Jackson,46416,QB,1,BLT,40,28,19,67.9,161,5.8,1,3,55.7,51.3,64.3,36.3,5,0,0,0,0,54.9,6,8,2019,5
Kirk Cousins,7102,QB,1,MIN,31,27,22,81.5,306,11.3,2,0,84.7,84.6,57.8,78.2,3,0,0,2,0,138.6,1,14,2019,5
Jameis Winston,9434,QB,1,TB,36,27,15,55.6,204,7.6,2,0,47.7,51.2,51.9,28.0,6,1,3,1,0,104.6,3,12,2019,5
Colt McCoy,5609,QB,1,WAS,35,27,18,66.7,119,4.4,0,1,44.7,43.1,63.4,20.5,6,1,1,1,0,60.6,2,6,2019,5
Luke Falk,46586,QB,1,NYJ,35,26,15,57.7,120,4.6,0,2,25.9,27.2,,20.7,9,0,3,2,0,37.3,0,6,2019,5
Russell Wilson,7077,QB,1,SEA,30,23,17,73.9,268,11.7,4,0,94.9,96.4,61.6,78.9,1,0,0,1,1,151.8,5,13,2019,5
Marcus Mariota,9435,QB,1,TEN,31,22,13,59.1,183,8.3,0,0,67.8,72.7,48.1,78.2,5,0,3,0,1,86.0,4,5,2019,5
Baker Mayfield,46518,QB,1,CLV,26,22,8,36.4,100,4.5,0,2,46.7,46.6,,17.9,4,2,3,2,0,13.4,0,5,2019,5
Joe Flacco,4332,QB,1,DEN,25,20,14,70.0,182,9.1,1,1,59.1,57.0,62.5,25.6,3,0,1,2,0,94.2,2,7,2019,5
Mason Rudolph,46569,QB,1,PIT,21,20,13,65.0,131,6.6,1,0,49.3,49.6,,76.1,1,0,0,1,1,100.2,0,5,2019,5
Devlin Hodges,29838,QB,1,PIT,10,9,7,77.8,68,7.6,0,0,65.4,60.4,68.5,73.3,0,0,1,0,0,98.1,1,4,2019,5
Jaylen Samuels,47297,HB,1,PIT,2,2,1,50.0,4,2.0,0,1,47.6,43.2,60.5,70.9,0,0,0,0,0,16.7,0,0,2019,5
Garrett Gilbert,8848,QB,1,CLV,1,1,0,0.0,0,0.0,0,0,54.8,57.2,,60.4,0,0,0,0,0,39.6,0,0,2019,5
Alvin Kamara,11822,HB,1,NO,1,1,1,100.0,13,13.0,0,0,65.6,69.7,63.4,77.4,0,0,0,0,0,118.8,0,1,2019,5
Taysom Hill,12112,QB,1,NO,2,1,1,100.0,18,18.0,0,0,72.8,70.7,67.6,66.1,0,0,0,0,0,118.8,1,2,2019,5
Christian McCaffrey,11763,HB,1,CAR,1,1,0,0.0,0,0.0,0,0,92.6,60.0,90.2,77.9,0,0,0,1,0,39.6,0,0,2019,5
Jarrett Stidham,13725,QB,1,NE,1,1,0,0.0,0,0.0,0,0,61.2,60.4,,60.4,0,0,0,0,0,39.6,0,0,2019,5
Odell Beckham Jr.,8647,WR,1,CLV,1,1,1,100.0,20,20.0,0,0,58.8,70.7,63.0,17.4,0,0,0,0,0,118.8,0,1,2019,5
