player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Andre Brown,5053,HB,1,NYG,33,30,115,3.8,1,83.9,80.1,79.6,59.2,55,1.83,17,8,3,0,0,0,2013,10
Zac Stacy,7942,HB,1,SL,29,26,62,2.4,1,57.0,61.0,78.9,60.0,38,1.46,9,4,0,0,0,0,2013,10
Alfred Morris,7165,HB,1,WAS,32,26,139,5.3,0,73.2,72.1,78.6,60.1,67,2.58,26,7,7,0,0,0,2013,10
LeSean McCoy,4976,HB,1,PHI,31,25,155,6.2,0,69.8,69.9,78.5,59.3,71,2.84,30,7,2,0,0,0,2013,10
Eddie Lacy,7842,HB,1,GB,25,24,73,3.0,0,66.3,63.7,78.7,60.0,61,2.54,11,5,7,0,0,0,2013,10
Marshawn Lynch,3628,HB,1,SEA,24,24,145,6.0,1,92.0,90.4,78.6,,81,3.38,37,8,7,0,0,0,2013,10
Le'Veon Bell,7829,HB,1,PIT,23,22,57,2.6,1,60.8,62.2,78.1,60.0,26,1.18,9,3,0,0,0,0,2013,10
Maurice Jones-Drew,3005,HB,1,JAX,22,21,41,2.0,1,63.9,58.9,78.5,60.0,39,1.86,12,3,1,0,0,0,2013,10
Rashad Jennings,5174,HB,1,OAK,25,20,88,4.4,0,75.5,76.5,77.8,60.1,51,2.55,18,5,3,0,1,1,2013,10
Brian Leonard,3668,HB,1,TB,22,20,57,2.9,0,66.5,67.4,78.3,59.9,25,1.25,14,4,0,0,0,0,2013,10
Adrian Peterson,3623,HB,1,MIN,21,20,75,3.8,2,75.8,72.1,77.4,60.0,52,2.6,18,5,8,0,0,0,2013,10
Ray Rice,4369,HB,1,BLT,21,18,30,1.7,0,58.4,51.8,77.5,60.0,19,1.06,5,0,1,0,0,0,2013,10
Matt Forte,4358,HB,1,CHI,19,17,33,1.9,0,49.1,49.1,77.5,60.0,27,1.59,7,1,1,0,0,0,2013,10
Pierre Thomas,4080,HB,1,NO,20,17,87,5.1,1,82.9,83.0,77.4,59.0,60,3.53,10,6,3,0,0,0,2013,10
Frank Gore,2282,HB,1,SF,17,16,82,5.1,0,65.0,61.1,76.2,60.0,45,2.81,17,4,3,0,0,0,2013,10
