player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Alfred Blue,8816,HB,1,HST,34,31,139,4.5,1,67.4,66.2,29.2,60.0,77,2.48,20,7,6,1,0,0,2015,3
Devonta Freeman,8738,HB,1,ATL,30,30,141,4.7,3,64.9,62.7,80.1,,64,2.13,17,9,3,0,0,0,2015,3
Latavius Murray,7962,HB,1,OAK,27,26,139,5.3,1,72.5,72.4,79.0,60.0,72,2.77,54,6,4,0,0,0,2015,3
Ryan Mathews,5537,HB,1,PHI,27,24,108,4.5,0,47.2,54.6,27.7,60.0,87,3.63,27,6,5,1,0,0,2015,3
Chris Johnson,4338,HB,1,ARZ,22,22,110,5.0,2,55.7,60.1,78.1,,66,3.0,30,5,4,0,0,0,2015,3
Matt Forte,4358,HB,1,CHI,21,20,74,3.7,0,55.2,59.5,77.4,60.0,50,2.5,12,3,0,0,0,0,2015,3
Adrian Peterson,3623,HB,1,MIN,22,20,126,6.3,2,89.5,86.3,77.1,60.0,93,4.65,43,5,9,0,0,0,2015,3
Le'Veon Bell,7829,HB,1,PIT,19,19,62,3.3,1,81.6,67.5,78.3,,35,1.84,23,4,1,0,0,0,2015,3
LeGarrette Blount,5863,HB,1,NE,21,18,78,4.3,3,64.5,63.0,76.7,60.0,38,2.11,22,7,1,0,0,0,2015,3
James Starks,5716,HB,1,GB,18,17,32,1.9,0,58.8,57.1,76.4,60.0,30,1.76,11,2,2,0,0,0,2015,3
Thomas Rawls,9993,HB,1,SEA,19,16,104,6.5,0,73.8,80.3,76.2,60.0,48,3.0,21,3,2,0,0,0,2015,3
Carlos Hyde,8692,HB,1,SF,17,15,51,3.4,0,74.6,71.9,75.7,60.0,52,3.47,14,2,4,0,0,0,2015,3
Melvin Gordon III,9448,HB,1,SD,16,14,51,3.6,0,69.1,68.5,75.1,60.0,33,2.36,13,4,1,0,0,0,2015,3
Joseph Randle,7933,HB,1,DAL,14,14,87,6.2,3,71.1,67.9,75.5,,73,5.21,37,6,4,0,0,0,2015,3
Frank Gore,2282,HB,1,IND,17,14,86,6.1,2,70.2,68.6,75.7,60.0,45,3.21,25,7,1,0,0,0,2015,3
Andre Williams,8748,HB,1,NYG,14,14,29,2.1,1,52.4,53.8,75.5,,18,1.29,11,2,1,0,0,0,2015,3
Jonathan Stewart,4327,HB,1,CAR,17,14,52,3.7,0,64.6,65.5,75.1,60.0,29,2.07,14,2,4,0,0,0,2015,3
Doug Martin,7035,HB,1,TB,14,14,46,3.3,0,72.3,70.6,75.1,,29,2.07,17,1,3,0,0,0,2015,3
Mark Ingram II,6180,HB,1,NO,16,14,50,3.6,1,57.0,50.5,76.6,60.0,33,2.36,9,3,1,0,0,0,2015,3
Giovani Bernard,7818,HB,1,CIN,15,13,49,3.8,0,71.2,71.4,75.8,60.0,27,2.08,7,3,0,0,0,0,2015,3
Jeremy Hill,8690,HB,1,CIN,12,12,21,1.8,0,49.5,50.1,74.7,,12,1.0,6,1,0,0,0,0,2015,3
Karlos Williams,9588,HB,1,BUF,14,12,110,9.2,1,81.8,78.9,74.3,60.0,46,3.83,41,4,2,0,0,0,2015,3
Antonio Andrews,9014,HB,1,TEN,12,12,49,4.1,1,62.4,64.7,75.3,,31,2.58,13,2,1,0,0,0,2015,3
Rashad Jennings,5174,HB,1,NYG,11,11,32,2.9,0,58.8,54.7,74.6,,15,1.36,9,2,0,0,0,0,2015,3
Darren Sproles,2347,HB,1,PHI,11,11,17,1.5,1,57.7,62.0,76.7,,29,2.64,12,2,1,0,0,0,2015,3
Matt Jones,9528,HB,1,WAS,11,11,38,3.5,0,51.7,51.5,21.3,,19,1.73,10,2,1,1,0,0,2015,3
T.J. Yeldon,9469,HB,1,JAX,12,11,33,3.0,0,48.9,52.2,74.8,60.0,18,1.64,8,0,1,0,0,0,2015,3
Jamaal Charles,4387,HB,1,KC,11,11,49,4.5,3,65.8,71.5,75.3,,25,2.27,13,5,4,0,0,0,2015,3
LeSean McCoy,4976,HB,1,BUF,13,11,16,1.5,0,59.0,51.7,74.1,60.0,15,1.36,9,0,0,0,0,0,2015,3
