player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
A.J. Green,6156,WR,1,CIN,19,11,57.9,128,0,72.5,72.0,43.5,71.5,,11.6,60,5.5,21,8,2,1,0,4,56.5,0,0,2013,9
Andre Johnson,1319,WR,1,HST,13,9,69.2,229,3,93.1,93.2,77.3,70.6,,25.4,64,7.1,62,9,1,0,0,0,151.4,0,0,2013,9
Brandon Marshall,3064,WR,1,CHI,13,7,53.8,107,1,84.8,79.4,52.1,69.5,,15.3,12,1.7,23,7,1,0,0,0,106.9,0,0,2013,9
Jimmy Graham,5619,TE,1,NO,12,9,75.0,116,2,81.0,80.4,77.3,70.6,21.0,12.9,21,2.3,51,5,0,0,0,1,144.4,0,0,2013,9
Dwayne Bowe,3639,WR,1,KC,12,7,58.3,67,0,73.4,71.2,32.2,69.5,,9.6,24,3.4,12,6,2,0,0,1,74.0,0,0,2013,9
Keenan Allen,7857,WR,1,SD,11,8,72.7,128,1,90.4,89.9,56.7,70.6,,16.0,29,3.6,22,8,1,1,0,2,103.6,1,0,2013,9
Dez Bryant,5549,WR,1,DAL,11,6,54.5,64,0,53.9,57.0,29.7,68.8,,10.7,30,5.0,34,2,2,0,0,1,71.8,1,0,2013,9
T.Y. Hilton,7092,WR,1,IND,11,7,63.6,121,3,86.5,84.7,52.1,70.8,,17.3,31,4.4,58,6,1,0,0,1,140.5,0,0,2013,9
Danny Woodhead,4914,HB,1,SD,11,9,81.8,77,0,74.7,86.7,57.0,74.5,50.1,8.6,54,6.0,20,3,1,0,0,1,95.8,0,0,2013,9
Jason Witten,1384,TE,1,DAL,10,8,80.0,102,1,73.0,72.6,58.5,71.1,77.2,12.8,57,7.1,26,5,1,0,0,1,142.5,1,0,2013,9
Denarius Moore,6300,WR,1,OAK,10,5,50.0,82,0,62.0,61.5,73.4,68.0,,16.4,43,8.6,27,4,0,1,0,0,38.3,0,0,2013,9
Rob Gronkowski,5567,TE,1,NE,10,9,90.0,143,1,93.4,93.9,77.3,70.6,,15.9,35,3.9,34,7,0,0,0,0,152.1,0,0,2013,9
Doug Baldwin,6615,WR,1,SEA,10,6,60.0,75,1,85.3,86.0,49.2,68.8,,12.5,27,4.5,28,6,1,1,0,1,77.1,0,0,2013,9
Emmanuel Sanders,5606,WR,1,PIT,10,6,60.0,98,0,67.1,63.7,29.8,70.1,,16.3,28,4.7,42,3,2,0,0,1,92.9,0,0,2013,9
Steve Smith,837,WR,1,CAR,10,4,40.0,52,0,68.0,67.6,72.1,67.0,,13.0,20,5.0,23,3,0,1,0,2,17.5,0,0,2013,9
Antonio Gates,1609,TE,1,SD,10,6,60.0,53,0,63.8,70.8,74.6,68.8,64.9,8.8,24,4.0,15,4,0,0,0,1,74.2,1,0,2013,9
Pierre Thomas,4080,HB,1,NO,10,7,70.0,66,0,70.3,72.7,52.1,73.5,83.2,9.4,79,11.3,26,4,1,0,0,2,87.9,0,0,2013,9
Le'Veon Bell,7829,HB,1,PIT,9,4,44.4,65,0,68.3,58.0,45.8,76.8,60.0,16.3,69,17.3,29,1,2,0,0,1,69.2,1,0,2013,9
Greg Jennings,2997,WR,1,MIN,9,6,66.7,56,0,73.0,72.4,75.6,69.5,,9.3,37,6.2,27,4,0,1,0,0,44.0,0,0,2013,9
Pierre Garcon,4519,WR,1,WAS,9,7,77.8,172,0,93.2,93.2,75.6,69.5,,24.6,60,8.6,38,5,0,0,0,1,118.8,0,0,2013,9
Mohamed Sanu,7084,WR,1,CIN,9,6,66.7,62,0,59.1,57.2,29.7,68.8,,10.3,36,6.0,21,4,2,1,0,0,46.8,0,0,2013,9
Antonio Brown,5718,WR,1,PIT,9,5,55.6,71,1,67.1,66.4,73.4,69.7,,14.2,18,3.6,27,3,0,2,0,1,78.7,0,0,2013,9
Cole Beasley,7330,WR,1,DAL,9,6,66.7,68,0,75.8,74.3,49.2,68.8,,11.3,31,5.2,18,4,1,0,0,1,89.1,0,0,2013,9
Greg Little,6211,WR,1,CLV,9,7,77.8,122,0,73.9,76.4,75.6,69.5,,17.4,63,9.0,46,4,0,0,0,3,118.8,2,0,2013,9
Aaron Dobson,7840,WR,1,NE,9,5,55.6,130,2,72.2,71.7,29.3,68.0,,26.0,52,10.4,81,4,2,0,0,1,140.0,0,0,2013,9
Lance Moore,2718,WR,1,NO,9,6,66.7,70,0,79.5,77.4,49.2,68.8,,11.7,2,0.3,25,3,1,0,0,0,90.0,0,0,2013,9
Scott Chandler,3745,TE,1,BUF,9,3,33.3,26,0,40.8,41.0,28.0,65.8,66.3,8.7,10,3.3,10,2,2,1,0,0,2.8,1,0,2013,9
Torrey Smith,6210,WR,1,BLT,8,5,62.5,78,0,65.6,64.9,73.4,68.0,,15.6,19,3.8,46,3,0,0,0,0,94.8,0,0,2013,9
Brandon LaFell,5602,WR,1,CAR,8,6,75.0,74,0,69.1,67.7,74.6,68.8,,12.3,28,4.7,30,4,0,0,1,2,103.1,0,0,2013,9
Robert Woods,7822,WR,1,BUF,8,4,50.0,44,0,69.4,66.7,41.6,67.0,,11.0,5,1.3,18,3,1,0,0,0,66.7,0,0,2013,9
Griff Whalen,7351,WR,1,IND,8,3,37.5,32,0,62.3,61.9,28.1,65.8,,10.7,8,2.7,17,1,2,0,0,1,50.0,0,0,2013,9
Marlon Brown,8179,WR,1,BLT,8,5,62.5,54,2,79.2,78.8,74.6,68.8,,10.8,29,5.8,19,3,0,0,0,1,121.9,0,0,2013,9
Jacoby Jones,3689,WR,1,BLT,8,4,50.0,27,0,54.1,54.0,72.1,70.1,,6.8,11,2.8,9,1,0,1,0,1,18.2,0,0,2013,9
Juron Criner,7160,WR,1,OAK,8,3,37.5,32,0,61.9,59.5,70.5,65.8,,10.7,11,3.7,20,2,0,0,0,0,50.0,0,0,2013,9
