player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,6,60.0,,,,,55.1,0,0,0,0,0,2013,3
David Akers,295,K,1,DET,0,0,0,0,0,5,60.0,,,,,62.0,0,0,0,0,0,2013,3
Charles Woodson,330,S,1,OAK,0,0,0,0,7,0,59.7,,,,,,0,0,0,0,0,2013,3
Patrick Mannelly,410,LS,1,CHI,0,0,0,6,0,7,42.5,,,,,,0,0,0,0,0,2013,3
Phil Dawson,422,K,1,SF,0,2,0,0,0,1,60.0,60.0,,,,60.1,0,0,0,0,0,2013,3
London Fletcher,424,LB,1,WAS,0,0,0,0,5,0,60.2,,,,,,0,0,0,0,0,2013,3
Brian Waters,575,G,1,DAL,0,0,0,0,0,6,61.3,,,,,,0,0,0,0,0,2013,3
John Abraham,591,ED,1,ARZ,0,0,0,0,2,0,60.0,,,,,,0,0,0,0,0,2013,3
Sebastian Janikowski,595,K,1,OAK,0,4,0,0,0,3,60.0,60.0,,,,60.9,0,0,0,0,0,2013,3
Shane Lechler,673,P,1,HST,0,0,0,5,0,3,39.3,,,69.4,,,0,0,0,0,1,2013,3
Mike Leach,750,LS,1,ARZ,0,0,0,8,0,1,29.4,,,,,,0,0,0,0,0,2013,3
Paris Lenon,751,LB,1,DEN,0,6,4,0,0,0,61.5,,,,,,0,0,0,0,0,2013,3
Rian Lindell,754,K,1,TB,0,0,0,0,0,2,60.0,,,,,44.6,0,0,0,0,0,2013,3
Justin Smith,776,DI,1,SF,0,0,2,0,6,0,59.0,,,,,,0,0,0,0,0,2013,3
Ryan Pickett,799,DI,1,GB,0,0,1,0,0,0,59.8,,,,,,0,0,0,0,0,2013,3
Dominic Raiola,820,C,1,DET,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2013,3
Shaun Rogers,828,DI,1,NYG,0,0,0,0,6,0,59.3,,,,,,0,0,0,0,0,2013,3
Roberto Garza,856,C,1,CHI,0,0,0,0,0,7,61.0,,,,,,0,0,0,0,0,2013,3
Jay Feely,955,K,1,ARZ,0,2,0,0,0,1,60.0,60.0,,,,60.1,0,0,0,0,0,2013,3
Julius Peppers,1010,ED,1,CHI,0,0,1,0,5,0,59.7,,,,,,0,0,0,0,0,2013,3
Bryant McKinnie,1015,T,1,BLT,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2013,3
Andre Gurode,1044,C,1,OAK,0,0,0,0,0,3,60.3,,,,,,0,0,0,0,0,2013,3
Will Witherspoon,1079,LB,1,SL,1,0,4,5,6,0,43.4,,,,,,0,0,0,0,0,2013,3
Dave Zastudil,1113,P,1,ARZ,0,0,0,8,0,1,60.2,,,62.1,,,0,0,0,0,0,2013,3
Brett Keisel,1204,DI,1,PIT,0,0,0,0,7,0,59.6,,,,,,0,0,0,0,0,2013,3
Rob Bironas,1218,K,1,TEN,0,5,0,0,0,5,60.0,60.0,,,,48.7,0,0,0,0,0,2013,3
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,6,60.0,,,,,52.7,0,0,0,0,0,2013,3
Ryan Clark,1229,S,1,PIT,0,0,0,0,7,0,60.2,,,,,,0,0,0,0,0,2013,3
