player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Devontae Booker,10770,HB,1,DEN,26,24,79,3.3,0,65.9,65.0,78.3,60.0,58,2.42,13,4,1,0,0,0,2016,12
Le'Veon Bell,7829,HB,1,PIT,23,23,120,5.2,1,79.1,79.1,78.9,,43,1.87,12,7,3,0,0,0,2016,12
Doug Martin,7035,HB,1,TB,27,23,87,3.8,0,48.2,49.1,27.1,60.0,57,2.48,11,4,3,1,1,0,2016,12
Ezekiel Elliott,10638,HB,1,DAL,26,20,97,4.9,2,80.7,79.6,77.7,60.0,67,3.35,21,8,5,0,0,0,2016,12
LeSean McCoy,4976,HB,1,BUF,21,19,103,5.4,2,60.2,57.3,77.4,60.0,19,1.0,75,3,3,0,0,0,2016,12
Lamar Miller,7097,HB,1,HST,20,19,57,3.0,0,60.5,56.2,26.0,60.0,31,1.63,20,3,3,1,0,0,2016,12
Latavius Murray,7962,HB,1,OAK,23,19,45,2.4,1,51.7,51.9,77.6,60.0,38,2.0,7,4,4,0,0,0,2016,12
Jordan Howard,10784,HB,1,CHI,20,18,84,4.7,0,61.1,62.9,77.0,60.0,36,2.0,22,3,1,0,0,0,2016,12
Jay Ajayi,9582,HB,1,MIA,22,18,45,2.5,1,52.5,57.1,76.7,60.0,38,2.11,18,3,5,0,1,1,2016,12
DeMarco Murray,6223,HB,1,TEN,22,17,43,2.5,0,50.2,42.9,26.2,58.6,28,1.65,10,3,2,1,0,0,2016,12
Melvin Gordon III,9448,HB,1,SD,17,17,70,4.1,0,68.8,70.6,77.7,,46,2.71,18,5,1,0,0,0,2016,12
Jonathan Stewart,4327,HB,1,CAR,19,17,96,5.6,2,61.0,60.8,76.5,60.0,44,2.59,47,5,2,0,0,0,2016,12
Spencer Ware,7975,HB,1,KC,19,17,64,3.8,0,65.8,57.4,77.1,60.0,48,2.82,7,3,4,0,0,0,2016,12
James Starks,5716,HB,1,GB,19,17,41,2.4,0,60.7,58.5,77.1,60.0,36,2.12,8,3,0,0,0,0,2016,12
Devonta Freeman,8738,HB,1,ATL,16,16,60,3.8,2,66.4,73.1,76.2,,51,3.19,16,5,2,0,0,0,2016,12
Isaiah Crowell,9295,HB,1,CLV,16,16,44,2.8,0,57.1,47.6,25.8,,25,1.56,9,2,0,1,0,0,2016,12
Frank Gore,2282,HB,1,IND,16,15,28,1.9,0,47.4,49.8,75.7,60.0,19,1.27,7,1,1,0,0,0,2016,12
Tim Hightower,4463,HB,1,NO,17,15,51,3.4,0,54.3,50.0,75.9,60.0,22,1.47,30,2,1,0,0,0,2016,12
Rashad Jennings,5174,HB,1,NYG,15,15,55,3.7,0,61.4,59.7,75.5,60.0,45,3.0,11,2,1,0,0,0,2016,12
Rob Kelley,11090,HB,1,WAS,14,14,37,2.6,0,59.9,57.5,75.5,,34,2.43,8,1,2,0,0,0,2016,12
Mark Ingram II,6180,HB,1,NO,15,14,146,10.4,1,73.9,72.2,75.7,60.0,77,5.5,61,4,6,0,0,0,2016,12
Todd Gurley II,9443,HB,1,LA,14,13,50,3.8,0,61.4,54.3,75.6,60.0,33,2.54,13,3,1,0,0,0,2016,12
David Johnson,9519,HB,1,ARZ,14,13,58,4.5,0,79.4,70.0,76.4,60.0,43,3.31,16,3,3,0,0,0,2016,12
Matt Forte,4358,HB,1,NYJ,14,13,27,2.1,0,62.2,60.9,75.4,60.0,18,1.38,6,2,0,0,0,0,2016,12
Kenneth Dixon,10768,HB,1,BLT,14,13,49,3.8,0,60.6,58.1,75.6,60.0,25,1.92,15,2,4,0,0,0,2016,12
Carlos Hyde,8692,HB,1,SF,16,13,65,5.0,0,64.6,62.9,76.1,60.0,37,2.85,24,2,3,0,0,0,2016,12
Denard Robinson,7917,HB,1,JAX,16,13,39,3.0,0,51.8,54.6,75.7,60.0,26,2.0,9,1,0,0,0,0,2016,12
Terrance West,8729,HB,1,BLT,13,13,48,3.7,0,57.6,56.1,75.4,,29,2.23,16,1,1,0,0,0,2016,12
