player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,63.1,3,3,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,0,,2013,17
David Akers,295,K,1,DET,55.1,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,2013,17
Phil Dawson,422,K,1,SF,65.5,2,2,100.0,0,0,,1,2,50.0,0,0,,1,1,100.0,1,1,100.0,2013,17
Sebastian Janikowski,595,K,1,OAK,45.2,2,2,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2013,17
Shayne Graham,730,K,1,NO,61.5,6,6,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,17
Rian Lindell,754,K,1,TB,66.8,2,2,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2013,17
Jay Feely,955,K,1,ARZ,48.2,2,2,100.0,0,0,,0,0,,0,1,0.0,2,3,66.7,0,0,,2013,17
Rob Bironas,1218,K,1,TEN,73.0,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,2013,17
Matt Bryant,1223,K,1,ATL,64.6,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,17
Billy Cundiff,1230,K,1,CLV,60.1,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,17
Josh Brown,1520,K,1,NYG,52.0,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,1,0.0,2013,17
Josh Scobee,1858,K,1,JAX,61.7,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2013,17
Mike Nugent,2264,K,1,CIN,63.6,4,4,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2013,17
Robbie Gould,2607,K,1,CHI,61.2,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,17
Nick Novak,2726,K,1,SD,62.4,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,17
Shaun Suisham,2796,K,1,PIT,62.6,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2013,17
Stephen Gostkowski,3063,K,1,NE,66.1,2,2,100.0,0,0,,1,1,100.0,2,2,100.0,1,1,100.0,0,0,,2013,17
Matt Prater,3471,K,1,DEN,74.8,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2013,17
Nick Folk,3794,K,1,NYJ,47.4,2,2,100.0,0,0,,1,1,100.0,1,2,50.0,0,0,,0,0,,2013,17
Mason Crosby,3809,K,1,GB,62.6,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,17
Stephen Hauschka,4655,K,1,SEA,62.7,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2013,17
Dan Carpenter,4697,K,1,BUF,67.5,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2013,17
Ryan Succop,5180,K,1,KC,42.3,3,3,100.0,0,0,,0,0,,0,0,,1,2,50.0,0,0,,2013,17
Graham Gano,5443,K,1,CAR,60.9,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,17
Alex Henery,6272,K,1,PHI,64.9,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2013,17
Dan Bailey,6796,K,1,DAL,67.8,1,1,100.0,0,0,,0,0,,1,1,100.0,2,2,100.0,0,0,,2013,17
Kai Forbath,6860,K,1,WAS,65.8,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,17
Randy Bullock,7154,K,1,HST,60.6,1,1,100.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,2013,17
Greg Zuerlein,7163,K,1,SL,60.5,0,0,,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2013,17
Blair Walsh,7167,K,1,MIN,60.6,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,17
Justin Tucker,7604,K,1,BLT,63.2,0,0,,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2013,17
Caleb Sturgis,7948,K,1,MIA,60.1,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,17
