player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Antonio Brown,5718,WR,1,PIT,18,14,77.8,154,1,78.0,77.8,80.6,74.0,,11.0,81,5.8,44,8,0,0,0,3,120.8,0,0,2016,10
Jordy Nelson,4350,WR,1,GB,18,12,66.7,126,1,81.9,80.4,79.4,71.9,,10.5,45,3.8,20,7,0,0,0,1,105.3,0,0,2016,10
Larry Fitzgerald,1724,WR,1,ARZ,18,12,66.7,132,0,81.4,80.9,79.4,71.9,,11.0,54,4.5,32,6,0,0,0,0,88.2,0,0,2016,10
Julio Jones,6158,WR,1,ATL,17,10,58.8,135,0,84.8,82.7,41.4,71.1,,13.5,35,3.5,29,5,2,1,0,1,59.7,0,0,2016,10
Stefon Diggs,9579,WR,1,MIN,15,13,86.7,164,0,91.5,90.3,80.6,73.5,,12.6,69,5.3,36,9,0,0,0,0,112.2,0,0,2016,10
Tyreek Hill,10799,WR,1,KC,13,10,76.9,89,0,66.6,70.6,78.0,22.6,,8.9,58,5.8,27,6,0,1,1,1,62.7,0,0,2016,10
Kelvin Benjamin,8663,WR,1,CAR,12,7,58.3,84,0,60.7,65.2,75.6,15.8,,12.0,22,3.1,18,5,0,0,1,0,79.9,1,0,2016,10
Allen Robinson II,8696,WR,1,JAX,12,9,75.0,107,1,84.5,82.9,78.0,71.1,,11.9,15,1.7,19,7,0,0,0,1,129.5,0,0,2016,10
DeAndre Hopkins,7808,WR,1,HST,11,5,45.5,48,0,63.4,63.1,73.4,68.0,,9.6,7,1.4,16,2,0,0,0,0,58.1,1,0,2016,10
Odell Beckham Jr.,8647,WR,1,NYG,11,10,90.9,97,1,82.4,81.0,78.0,71.1,,9.7,23,2.3,21,6,0,0,0,2,133.7,0,0,2016,10
Demaryius Thomas,5547,WR,1,DEN,11,8,72.7,87,1,84.7,82.3,76.5,71.1,,10.9,27,3.4,18,6,0,1,0,0,88.1,0,0,2016,10
Tyrell Williams,10154,WR,1,SD,11,5,45.5,125,1,77.7,78.8,73.4,68.0,,25.0,55,11.0,51,5,0,3,0,3,78.0,1,0,2016,10
A.J. Green,6156,WR,1,CIN,10,7,70.0,68,1,66.8,68.9,75.6,69.5,,9.7,17,2.4,21,3,0,0,0,1,122.1,1,0,2016,10
Darren Sproles,2347,HB,1,PHI,10,8,80.0,57,0,76.7,76.9,76.5,71.5,,7.1,35,4.4,12,3,0,0,0,0,90.4,0,0,2016,10
Le'Veon Bell,7829,HB,1,PIT,10,9,90.0,77,1,66.1,75.0,77.3,27.0,85.4,8.6,86,9.6,23,5,0,0,0,2,132.1,0,0,2016,10
Delanie Walker,3120,TE,1,TEN,10,9,90.0,124,1,91.3,91.3,77.3,70.6,,13.8,73,8.1,41,5,0,0,0,5,151.7,0,0,2016,10
