player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,72.2,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,2016,2
Phil Dawson,422,K,1,SF,65.4,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,2
Sebastian Janikowski,595,K,1,OAK,54.6,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2016,2
Matt Bryant,1223,K,1,ATL,63.7,3,3,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2016,2
Josh Brown,1520,K,1,NYG,55.0,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,1,1,100.0,0,1,0.0,2016,2
Mike Nugent,2264,K,1,CIN,63.2,1,1,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,0,,2016,2
Nick Novak,2726,K,1,HST,54.8,1,1,100.0,0,0,,1,1,100.0,2,2,100.0,1,1,100.0,0,1,0.0,2016,2
Stephen Gostkowski,3063,K,1,NE,51.2,4,4,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,0,,2016,2
Matt Prater,3471,K,1,DET,64.7,1,1,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2016,2
Nick Folk,3794,K,1,NYJ,66.2,4,4,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,0,,2016,2
Mason Crosby,3809,K,1,GB,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2016,2
Stephen Hauschka,4655,K,1,SEA,60.2,0,0,,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,2
Dan Carpenter,4697,K,1,BUF,65.6,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2016,2
Connor Barth,4777,K,1,CHI,45.2,2,2,100.0,0,0,,0,0,,0,1,0.0,0,0,,0,0,,2016,2
Ryan Succop,5180,K,1,TEN,52.8,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,1,0.0,2016,2
Graham Gano,5443,K,1,CAR,70.9,4,5,80.0,0,0,,0,0,,2,2,100.0,2,2,100.0,0,0,,2016,2
Dan Bailey,6796,K,1,DAL,64.5,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2016,2
Greg Zuerlein,7163,K,1,LA,66.7,0,0,,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2016,2
Blair Walsh,7167,K,1,MIN,66.3,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2016,2
Justin Tucker,7604,K,1,BLT,82.0,2,2,100.0,0,0,,0,0,,0,0,,2,2,100.0,1,1,100.0,2016,2
Caleb Sturgis,7948,K,1,PHI,54.1,2,3,66.7,0,0,,2,2,100.0,0,0,,0,0,,1,1,100.0,2016,2
Dustin Hopkins,7958,K,1,WAS,64.5,2,2,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,0,,2016,2
Brandon McManus,8437,K,1,DEN,57.2,2,2,100.0,0,0,,1,1,100.0,2,2,100.0,1,1,100.0,0,1,0.0,2016,2
Cairo Santos,8932,K,1,KC,70.9,0,0,,0,0,,0,0,,2,2,100.0,1,1,100.0,1,1,100.0,2016,2
Chris Boswell,8990,K,1,PIT,67.9,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2016,2
Chandler Catanzaro,9140,K,1,ARZ,52.4,4,5,80.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2016,2
Patrick Murray,9389,K,1,CLV,50.1,2,3,66.7,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2016,2
Andrew Franks,9814,K,1,MIA,64.1,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,2
Josh Lambo,10133,K,1,SD,65.5,5,5,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2016,2
Jason Myers,10207,K,1,JAX,50.4,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2016,2
Roberto Aguayo,10693,K,1,TB,46.9,1,1,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2016,2
Wil Lutz,11096,K,1,NO,66.5,1,1,100.0,0,0,,0,0,,1,2,50.0,1,1,100.0,0,0,,2016,2
