player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Zach Ertz,7816,TE,1,PHI,18,15,83.3,115,0,84.6,87.4,81.1,73.0,,7.7,40,2.7,16,9,0,0,0,1,93.3,0,0,2014,16
Randall Cobb,6216,WR,1,GB,14,11,78.6,131,0,84.9,86.0,78.7,73.4,,11.9,78,7.1,30,7,0,0,0,2,105.7,0,0,2014,16
Alshon Jeffery,7048,WR,1,CHI,14,6,42.9,72,1,67.7,66.9,27.9,68.8,,12.0,37,6.2,20,6,2,1,0,0,53.3,0,0,2014,16
Demaryius Thomas,5547,WR,1,DEN,13,7,53.8,115,0,75.6,76.3,38.4,70.6,,16.4,28,4.0,46,6,1,3,0,1,44.2,1,0,2014,16
Steve Smith,837,WR,1,BLT,12,5,41.7,49,0,65.6,65.0,73.4,68.0,,9.8,12,2.4,16,3,0,1,0,0,19.1,0,0,2014,16
Odell Beckham Jr.,8647,WR,1,NYG,12,8,66.7,148,2,75.1,77.8,77.3,71.1,,18.5,73,9.1,80,3,0,0,0,0,148.6,1,0,2014,16
Larry Fitzgerald,1724,WR,1,ARZ,12,4,33.3,33,0,60.5,59.0,72.1,67.0,,8.3,2,0.5,16,3,0,0,0,0,42.4,0,0,2014,16
Torrey Smith,6210,WR,1,BLT,12,5,41.7,59,2,63.0,62.5,45.8,68.0,,11.8,26,5.2,20,3,1,1,0,0,62.2,1,1,2014,16
Andre Johnson,1319,WR,1,HST,12,6,50.0,65,0,55.8,55.2,29.8,80.6,,10.8,17,2.8,35,2,2,1,0,0,31.6,0,0,2014,16
Calvin Johnson,3618,WR,1,DET,11,6,54.5,103,0,75.1,73.7,49.7,68.8,,17.2,25,4.2,26,6,1,0,0,1,86.6,0,0,2014,16
Hakeem Nicks,4952,WR,1,IND,11,9,81.8,72,0,61.7,61.2,77.3,70.6,,8.0,39,4.3,21,3,0,0,0,1,93.9,0,0,2014,16
Danny Amendola,4717,WR,1,NE,11,8,72.7,63,0,66.7,65.9,36.0,76.4,,7.9,23,2.9,12,5,2,0,0,0,86.6,0,0,2014,16
Kelvin Benjamin,8663,WR,1,CAR,11,5,45.5,47,0,74.1,73.6,73.4,68.0,,9.4,12,2.4,18,4,0,0,0,1,57.8,0,0,2014,16
Eddie Royal,4356,WR,1,SD,11,10,90.9,94,1,73.8,74.4,78.0,71.1,,9.4,18,1.8,20,5,0,0,0,1,132.6,1,0,2014,16
Brandon LaFell,5602,WR,1,NE,10,7,70.0,64,0,69.1,68.4,75.6,69.5,,9.1,17,2.4,14,4,0,1,0,2,47.5,0,0,2014,16
Charles Clay,6326,TE,1,MIA,10,6,60.0,114,0,78.6,77.6,74.6,68.8,27.1,19.0,44,7.3,41,5,0,0,0,0,99.6,0,0,2014,16
Doug Baldwin,6615,WR,1,SEA,10,7,70.0,113,0,83.9,81.4,76.8,69.8,63.3,16.1,54,7.7,49,5,0,0,0,0,107.5,0,0,2014,16
Marques Colston,3197,WR,1,NO,10,6,60.0,80,0,74.8,73.8,74.6,68.8,,13.3,18,3.0,27,7,0,1,0,2,45.8,0,0,2014,16
Fred Jackson,3368,HB,1,BUF,10,9,90.0,93,0,62.9,84.2,58.9,74.7,52.5,10.3,97,10.8,34,3,1,0,0,6,105.4,0,0,2014,16
Kenny Britt,4953,WR,1,SL,10,9,90.0,103,0,88.5,83.6,77.3,70.6,,11.4,14,1.6,27,5,0,0,0,1,109.6,0,0,2014,16
C.J. Anderson,8101,HB,1,DEN,10,8,80.0,55,0,68.5,48.1,54.5,77.8,61.4,6.9,40,5.0,20,1,1,0,0,0,89.6,0,0,2014,16
Marquess Wilson,8019,WR,1,CHI,10,7,70.0,66,0,68.5,62.8,52.1,69.5,,9.4,19,2.7,17,3,1,0,0,0,87.9,0,0,2014,16
Jermaine Gresham,5546,TE,1,CIN,10,9,90.0,62,1,71.4,73.1,77.3,19.2,68.4,6.9,36,4.0,20,3,0,0,1,2,125.8,0,0,2014,16
Rob Gronkowski,5567,TE,1,NE,10,6,60.0,31,1,55.1,60.9,49.2,68.8,30.1,5.2,16,2.7,10,2,1,0,0,0,98.3,1,1,2014,16
Jimmy Graham,5619,TE,1,NO,10,6,60.0,53,1,61.8,59.3,49.7,68.8,71.6,8.8,5,0.8,15,3,1,0,1,0,107.5,0,0,2014,16
DeAndre Hopkins,7808,WR,1,HST,10,5,50.0,38,0,58.0,57.7,74.6,17.2,62.3,7.6,25,5.0,9,3,0,0,1,0,59.6,0,0,2014,16
Antonio Brown,5718,WR,1,PIT,9,7,77.8,72,1,73.7,73.1,75.6,69.5,,10.3,40,5.7,19,4,0,0,0,1,137.0,0,0,2014,16
Jarvis Landry,8698,WR,1,MIA,9,8,88.9,31,0,71.6,70.5,77.3,22.8,,3.9,20,2.5,11,3,0,1,0,0,41.4,0,0,2014,16
Dontrelle Inman,6597,WR,1,SD,9,7,77.8,79,0,71.7,70.5,75.6,69.5,,11.3,14,2.0,19,4,0,1,0,1,63.7,0,0,2014,16
Roddy White,2244,WR,1,ATL,9,6,66.7,55,0,59.5,60.2,29.8,68.8,,9.2,12,2.0,15,4,2,0,0,0,83.1,1,0,2014,16
Jordy Nelson,4350,WR,1,GB,9,9,100.0,113,1,88.4,88.9,77.3,70.6,,12.6,15,1.7,28,8,0,0,0,0,155.8,0,0,2014,16
Golden Tate,5585,WR,1,DET,9,5,55.6,62,0,63.8,63.2,45.8,68.0,,12.4,24,4.8,34,4,1,1,0,0,37.5,0,0,2014,16
Malcom Floyd,2044,WR,1,SD,9,4,44.4,50,1,61.8,61.2,42.1,67.0,,12.5,7,1.8,25,3,1,0,0,0,99.3,0,0,2014,16
Darren Sproles,2347,HB,1,PHI,9,6,66.7,43,0,70.5,68.3,49.2,73.9,79.8,7.2,42,7.0,18,1,1,0,0,0,77.5,0,0,2014,16
Heath Miller,2247,TE,1,PIT,8,7,87.5,68,0,73.8,80.4,53.3,69.5,74.6,9.7,31,4.4,17,4,1,0,0,0,102.1,0,0,2014,16
Kenny Stills,7926,WR,1,NO,8,6,75.0,68,0,67.2,69.8,74.6,68.8,,11.3,9,1.5,22,5,0,0,0,0,100.0,1,0,2014,16
Antonio Gates,1609,TE,1,SD,8,7,87.5,92,2,61.6,64.7,75.6,69.5,40.4,13.1,28,4.0,28,4,0,1,0,0,114.6,0,0,2014,16
Robert Woods,7822,WR,1,BUF,8,7,87.5,52,1,62.3,58.8,52.1,69.5,,7.4,6,0.9,30,2,1,0,0,0,133.3,0,0,2014,16
Anquan Boldin,1369,WR,1,SF,8,7,87.5,61,0,77.3,69.1,54.9,70.1,,8.7,34,4.9,20,3,1,0,0,0,98.4,0,0,2014,16
Chris Hogan,6468,WR,1,BUF,8,3,37.5,43,0,62.0,61.6,70.5,65.8,,14.3,34,11.3,31,2,0,1,0,1,16.1,0,0,2014,16
Sammy Watkins,8639,WR,1,BUF,7,3,42.9,75,1,65.2,66.4,70.5,65.8,,25.0,15,5.0,42,3,0,0,0,1,122.0,1,0,2014,16
Albert Wilson,8943,WR,1,KC,7,5,71.4,87,0,72.7,72.5,73.4,68.0,,17.4,49,9.8,33,5,0,0,0,2,113.4,0,0,2014,16
John Brown,8726,WR,1,ARZ,7,3,42.9,54,0,57.1,56.8,70.5,65.8,,18.0,7,2.3,24,3,0,0,0,0,69.9,0,0,2014,16
Riley Cooper,5682,WR,1,PHI,7,5,71.4,49,2,65.6,65.3,45.8,68.0,,9.8,0,0.0,16,3,1,0,0,0,130.4,0,0,2014,16
Cecil Shorts,6266,WR,1,JAX,7,2,28.6,15,0,50.6,52.0,27.3,65.7,,7.5,5,2.5,9,1,1,0,0,0,39.6,1,0,2014,16
Emmanuel Sanders,5606,WR,1,DEN,7,6,85.7,70,2,80.7,79.3,74.6,70.1,,11.7,14,2.3,33,5,0,0,0,1,147.9,0,0,2014,16
Leon Washington,3062,HB,1,TEN,7,7,100.0,62,1,66.3,89.8,75.6,76.1,68.7,8.9,32,4.6,25,5,0,0,0,1,143.2,0,0,2014,16
Reggie Bush,2947,HB,1,DET,7,6,85.7,44,0,82.8,79.1,74.6,73.6,,7.3,48,8.0,21,2,0,0,0,0,92.9,0,0,2014,16
Michael Floyd,7019,WR,1,ARZ,7,2,28.6,41,0,60.8,59.0,68.3,64.0,,20.5,2,1.0,32,1,1,1,0,0,11.9,0,0,2014,16
Harry Douglas,4398,WR,1,ATL,7,4,57.1,47,0,59.2,61.9,41.6,67.0,,11.8,30,7.5,27,1,1,0,0,3,77.7,0,0,2014,16
Julio Jones,6158,WR,1,ATL,7,7,100.0,107,0,90.3,88.6,75.6,69.5,,15.3,41,5.9,24,5,0,0,0,3,118.8,0,0,2014,16
Mike Evans,8642,WR,1,TB,7,4,57.1,49,0,70.0,68.9,72.1,67.0,,12.3,16,4.0,22,3,0,0,0,1,78.9,1,0,2014,16
Jason Witten,1384,TE,1,DAL,7,7,100.0,90,1,93.1,92.0,75.6,69.5,72.2,12.9,24,3.4,25,6,0,0,0,0,158.3,0,0,2014,16
Coby Fleener,7038,TE,1,IND,7,4,57.1,36,0,67.3,66.9,74.6,68.8,65.9,9.0,20,5.0,17,1,0,1,0,0,31.5,0,0,2014,16
Dwayne Bowe,3639,WR,1,KC,7,6,85.7,57,0,71.6,67.4,74.6,68.8,,9.5,15,2.5,13,3,0,0,0,0,100.6,0,0,2014,16
De'Anthony Thomas,8759,HB,1,KC,7,6,85.7,47,0,59.2,59.3,49.2,73.8,,7.8,56,9.3,19,1,1,0,0,0,94.6,0,0,2014,16
Scott Chandler,3745,TE,1,BUF,6,4,66.7,37,1,64.1,66.1,72.1,67.0,33.9,9.3,9,2.3,29,2,0,1,0,0,83.3,0,0,2014,16
James Jones,3694,WR,1,OAK,6,1,16.7,3,1,53.1,52.8,64.7,61.2,,3.0,0,0.0,3,1,0,0,0,0,79.2,0,0,2014,16
Jason Avant,3054,WR,1,KC,6,4,66.7,37,0,62.1,59.1,42.1,67.0,,9.3,19,4.8,15,2,1,0,0,0,83.3,0,0,2014,16
Kenbrell Thompkins,8126,WR,1,OAK,6,5,83.3,90,0,79.3,75.9,73.4,68.0,,18.0,23,4.6,50,3,0,0,0,0,118.8,0,0,2014,16
Damien Williams,9205,HB,1,MIA,6,6,100.0,50,1,85.6,91.7,74.6,71.3,78.2,8.3,31,5.2,20,5,0,0,0,1,141.0,0,0,2014,16
Lamar Miller,7097,HB,1,MIA,6,5,83.3,58,0,79.9,72.0,73.4,77.9,77.9,11.6,57,11.4,18,3,0,0,0,0,106.9,0,0,2014,16
Vincent Jackson,2278,WR,1,TB,6,3,50.0,60,0,67.9,67.0,70.5,65.8,,20.0,0,0.0,40,2,0,0,0,0,85.4,0,0,2014,16
Julius Thomas,6281,TE,1,DEN,6,2,33.3,33,0,61.2,53.5,30.0,64.0,80.9,16.5,11,5.5,26,1,1,1,0,0,13.2,0,0,2014,16
Jeremy Kerley,6305,WR,1,NYJ,6,3,50.0,54,0,71.6,71.1,70.5,71.4,,18.0,13,4.3,25,2,0,0,0,1,81.3,0,0,2014,16
Jeremy Maclin,4942,WR,1,PHI,6,4,66.7,62,0,63.8,63.5,72.1,67.0,,15.5,1,0.3,22,3,0,1,0,0,61.1,0,0,2014,16
Nick Toon,7122,WR,1,NO,6,3,50.0,44,0,68.7,63.8,70.5,67.4,,14.7,3,1.0,21,3,0,1,0,0,34.7,0,0,2014,16
Jared Cook,5012,TE,1,SL,6,5,83.3,41,0,68.1,65.6,74.6,68.8,74.6,8.2,28,5.6,12,2,0,0,0,1,95.1,0,0,2014,16
Damaris Johnson,7530,WR,1,HST,6,4,66.7,27,0,65.8,65.1,72.1,67.0,,6.8,19,4.8,22,1,0,0,0,1,76.4,1,1,2014,16
Delanie Walker,3120,TE,1,TEN,6,4,66.7,54,0,61.3,59.1,72.1,67.0,74.7,13.5,11,2.8,21,2,0,0,0,0,95.1,0,0,2014,16
Rueben Randle,7065,WR,1,NYG,6,6,100.0,132,1,90.6,89.0,74.6,68.8,,22.0,31,5.2,49,6,0,0,0,0,158.3,0,0,2014,16
Matt Forte,4358,HB,1,CHI,6,6,100.0,40,1,56.2,63.8,74.6,77.8,19.7,6.7,44,7.3,11,3,0,0,0,0,134.0,1,1,2014,16
