player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Frank Gore,2282,HB,1,IND,37,36,130,3.6,0,74.2,73.2,80.7,60.0,86,2.39,10,8,9,0,0,0,2017,14
LeSean McCoy,4976,HB,1,BUF,38,32,156,4.9,1,84.2,81.0,79.9,71.3,122,3.81,25,7,8,0,0,0,2017,14
Kareem Hunt,11841,HB,1,KC,26,25,116,4.6,1,61.3,61.9,79.2,60.0,60,2.4,17,7,1,0,0,0,2017,14
Kenyan Drake,10707,HB,1,MIA,29,25,114,4.6,0,78.7,69.9,79.2,60.0,122,4.88,31,4,3,0,0,0,2017,14
Leonard Fournette,11759,HB,1,JAX,26,24,101,4.2,1,66.3,65.5,78.7,60.0,69,2.88,15,6,3,0,1,1,2017,14
Devonta Freeman,8738,HB,1,ATL,27,24,91,3.8,1,43.6,43.8,27.4,60.0,27,1.13,19,4,2,1,0,0,2017,14
Jordan Howard,10784,HB,1,CHI,26,23,147,6.4,2,72.2,77.5,78.1,60.0,79,3.43,21,9,6,0,0,0,2017,14
Melvin Gordon III,9448,HB,1,LAC,24,22,78,3.5,1,59.8,59.6,77.8,60.0,48,2.18,10,2,2,0,0,0,2017,14
C.J. Anderson,8101,HB,1,DEN,23,22,48,2.2,0,56.3,51.7,78.1,60.0,31,1.41,7,2,1,0,0,0,2017,14
Kerwynn Williams,8013,HB,1,ARZ,21,20,73,3.7,0,62.3,65.4,77.3,60.0,50,2.5,18,4,6,0,0,0,2017,14
Isaiah Crowell,9295,HB,1,CLV,19,19,121,6.4,0,71.3,71.7,77.3,,92,4.84,37,4,3,0,0,0,2017,14
Alfred Morris,7165,HB,1,DAL,21,19,62,3.3,0,63.2,63.5,77.6,60.0,25,1.32,9,3,1,0,0,0,2017,14
Alex Collins,10805,HB,1,BLT,19,18,120,6.7,1,84.1,84.6,25.3,60.0,95,5.28,21,6,4,1,0,0,2017,14
Lamar Miller,7097,HB,1,HST,17,17,53,3.1,0,60.0,62.0,76.9,,45,2.65,11,2,2,0,0,0,2017,14
Samaje Perine,11869,HB,1,WAS,17,17,45,2.6,0,64.8,63.6,76.9,,35,2.06,10,1,1,0,0,0,2017,14
Jonathan Stewart,4327,HB,1,CAR,21,16,103,6.4,3,64.1,63.9,75.8,58.4,23,1.44,60,4,0,0,0,0,2017,14
Jamaal Williams,11889,HB,1,GB,17,15,49,3.3,1,72.3,62.1,76.8,60.0,32,2.13,12,3,3,0,0,0,2017,14
Jay Ajayi,9582,HB,1,PHI,15,15,78,5.2,0,67.7,68.1,75.7,,67,4.47,19,4,7,0,0,0,2017,14
Mike Davis,9559,HB,1,SEA,18,15,66,4.4,0,68.3,64.5,75.9,60.0,42,2.8,21,4,4,0,0,0,2017,14
Carlos Hyde,8692,HB,1,SF,15,14,78,5.6,1,62.1,69.2,75.8,60.0,33,2.36,31,3,3,0,0,0,2017,14
Bilal Powell,6278,HB,1,NYJ,14,13,35,2.7,0,51.3,52.9,74.7,60.0,16,1.23,12,3,1,0,0,0,2017,14
Todd Gurley II,9443,HB,1,LA,14,13,96,7.4,2,91.4,92.4,75.8,60.0,59,4.54,30,6,7,0,0,0,2017,14
Le'Veon Bell,7829,HB,1,PIT,13,13,48,3.7,2,71.3,68.8,76.9,,29,2.23,11,5,3,0,0,0,2017,14
Matt Breida,12271,HB,1,SF,15,12,27,2.3,0,49.5,54.8,75.1,60.0,19,1.58,6,1,0,0,0,0,2017,14
Peyton Barber,10927,HB,1,TB,14,12,58,4.8,0,70.9,71.5,74.5,60.0,42,3.5,16,3,0,0,0,0,2017,14
Wayne Gallman,11895,HB,1,NYG,12,12,59,4.9,0,63.7,64.6,76.5,,33,2.75,13,4,1,0,1,0,2017,14
Tarik Cohen,11874,HB,1,CHI,19,12,80,6.7,0,76.1,76.4,77.1,61.6,15,1.25,29,3,1,0,0,0,2017,14
Mark Ingram II,6180,HB,1,NO,14,12,49,4.1,0,71.7,70.0,75.2,60.0,35,2.92,14,1,1,0,0,0,2017,14
Cam Newton,6153,QB,1,CAR,36,11,70,6.4,0,63.2,59.2,79.5,60.0,65,5.91,62,1,1,0,0,0,2017,14
DeMarco Murray,6223,HB,1,TEN,13,11,34,3.1,0,59.8,57.8,74.8,60.0,31,2.82,9,0,2,0,0,0,2017,14
Giovani Bernard,7818,HB,1,CIN,11,11,62,5.6,0,61.4,53.9,75.3,,25,2.27,21,3,0,0,0,0,2017,14
Orleans Darkwa,9173,HB,1,NYG,11,10,29,2.9,0,48.7,46.7,22.8,60.0,17,1.7,6,1,1,1,0,0,2017,14
Theo Riddick,7980,HB,1,DET,10,10,29,2.9,2,73.9,77.0,75.2,,25,2.5,18,2,4,0,0,0,2017,14
Doug Martin,7035,HB,1,TB,10,10,26,2.6,1,42.9,40.6,21.7,,18,1.8,7,1,0,1,0,0,2017,14
Tevin Coleman,9506,HB,1,ATL,9,9,32,3.6,0,74.0,76.8,73.3,,21,2.33,9,2,2,0,0,0,2017,14
Devontae Booker,10770,HB,1,DEN,10,9,22,2.4,0,70.6,69.8,73.4,60.0,22,2.44,6,1,3,0,0,0,2017,14
Latavius Murray,7962,HB,1,MIN,9,9,14,1.6,0,55.8,54.1,73.4,,24,2.67,11,1,2,0,0,0,2017,14
Christian McCaffrey,11763,HB,1,CAR,17,8,35,4.4,0,65.1,63.3,73.7,53.9,15,1.88,8,1,0,0,0,0,2017,14
