player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Jack Doyle,8520,TE,1,IND,13,12,92.3,121,1,85.8,82.7,79.4,71.9,73.7,10.1,35,2.9,17,6,0,0,0,0,131.1,0,0,2017,8
Jarvis Landry,8698,WR,1,MIA,12,5,41.7,33,0,49.2,52.0,46.3,69.7,,6.6,16,3.2,14,2,1,1,0,1,14.6,1,0,2017,8
Jamison Crowder,9538,WR,1,WAS,12,9,75.0,123,0,71.9,71.6,77.3,72.9,,13.7,41,4.6,41,4,0,0,0,0,107.3,0,0,2017,8
Marvin Jones Jr.,7158,WR,1,DET,11,6,54.5,128,0,79.8,78.3,49.7,68.8,,21.3,10,1.7,43,4,1,0,0,3,96.0,0,0,2017,8
DeAndre Hopkins,7808,WR,1,HST,11,8,72.7,224,1,91.9,91.7,76.5,70.1,,28.0,107,13.4,72,8,0,1,0,0,107.2,0,0,2017,8
Adam Thielen,8288,WR,1,MIN,10,5,50.0,98,1,75.2,75.0,49.7,68.8,,19.6,8,1.6,25,5,1,0,0,0,117.9,0,0,2017,8
DeAndre Washington,10777,HB,1,OAK,10,8,80.0,62,1,50.6,31.8,54.9,22.9,80.3,7.8,47,5.9,14,5,1,0,1,2,125.8,0,0,2017,8
Michael Crabtree,4933,WR,1,OAK,10,5,50.0,83,0,61.9,61.4,73.4,68.0,,16.6,10,2.0,40,3,0,1,0,0,38.8,0,0,2017,8
JuJu Smith-Schuster,11817,WR,1,PIT,10,7,70.0,193,1,91.6,90.9,52.1,69.5,,27.6,116,16.6,97,6,1,0,0,4,145.8,0,0,2017,8
Travis Kelce,7844,TE,1,KC,10,7,70.0,133,1,90.9,90.4,52.1,69.5,60.4,19.0,50,7.1,33,6,1,0,0,0,145.8,0,0,2017,8
Amari Cooper,9437,WR,1,OAK,10,5,50.0,48,0,61.9,60.4,73.4,69.1,,9.6,16,3.2,18,3,0,1,0,2,24.2,0,0,2017,8
Doug Baldwin,6615,WR,1,SEA,10,6,60.0,54,0,64.8,64.2,74.6,68.8,,9.0,7,1.2,13,1,0,0,0,0,74.6,0,0,2017,8
Mike Evans,8642,WR,1,TB,10,5,50.0,60,0,64.2,64.3,29.8,68.8,,12.0,1,0.2,18,4,2,0,0,0,68.8,0,0,2017,8
Carlos Hyde,8692,HB,1,SF,9,4,44.4,22,0,47.7,30.8,29.2,75.5,81.9,5.5,30,7.5,7,1,2,0,0,0,51.6,0,0,2017,8
Antonio Brown,5718,WR,1,PIT,9,5,55.6,70,0,66.2,65.5,74.6,68.8,,14.0,21,4.2,40,2,0,1,0,0,41.2,1,0,2017,8
Kenny Stills,7926,WR,1,MIA,9,5,55.6,65,0,66.8,66.0,73.4,68.0,,13.0,6,1.2,28,3,0,1,0,0,38.9,0,0,2017,8
Chris Thompson,7936,HB,1,WAS,9,8,88.9,76,0,70.1,76.9,76.5,23.1,51.0,9.5,77,9.6,26,4,0,1,0,1,62.3,0,0,2017,8
Travis Benjamin,7100,WR,1,LAC,8,5,62.5,64,1,90.5,88.9,74.6,71.8,,12.8,18,3.6,24,3,0,1,0,4,87.5,0,0,2017,8
Tyler Lockett,9502,WR,1,SEA,8,6,75.0,121,0,81.4,82.3,74.6,74.7,,20.2,17,2.8,54,3,0,0,0,0,116.7,0,0,2017,8
Demaryius Thomas,5547,WR,1,DEN,8,5,62.5,66,0,69.6,68.5,73.4,68.0,,13.2,11,2.2,22,4,0,1,0,1,49.0,0,0,2017,8
DeSean Jackson,4363,WR,1,TB,8,3,37.5,37,0,60.5,60.1,70.5,65.8,,12.3,8,2.7,19,1,0,0,0,0,52.6,0,0,2017,8
Michael Thomas,10681,WR,1,NO,8,7,87.5,77,0,84.7,83.6,75.6,69.5,,11.0,28,4.0,23,4,0,0,0,1,106.8,0,0,2017,8
Will Fuller V,10655,WR,1,HST,8,5,62.5,125,2,86.5,85.9,73.4,72.3,,25.0,17,3.4,59,4,0,1,0,0,106.3,0,0,2017,8
Rob Gronkowski,5567,TE,1,NE,8,5,62.5,57,1,62.7,63.7,29.2,68.0,74.7,11.4,14,2.8,26,4,2,0,0,0,123.4,0,0,2017,8
Golden Tate,5585,WR,1,DET,8,7,87.5,86,0,58.9,58.7,75.6,17.7,,12.3,27,3.9,34,2,0,0,1,1,111.5,0,0,2017,8
Rex Burkhead,7971,HB,1,NE,7,7,100.0,68,0,71.2,87.7,75.6,72.9,41.6,9.7,52,7.4,14,4,0,0,0,2,107.1,0,0,2017,8
Kelvin Benjamin,8663,WR,1,CAR,7,3,42.9,39,1,62.0,61.3,70.5,65.8,,13.0,5,1.7,25,1,0,0,0,0,100.6,0,0,2017,8
Mohamed Sanu,7084,WR,1,ATL,7,6,85.7,74,1,75.6,74.9,49.2,68.8,,12.3,18,3.0,23,5,1,0,0,0,150.3,0,0,2017,8
Paul Richardson Jr.,8680,WR,1,SEA,7,6,85.7,105,2,88.2,86.2,75.6,69.5,,17.5,3,0.5,48,5,0,1,0,0,118.8,0,0,2017,8
Ryan Grant,8777,WR,1,WAS,7,5,71.4,38,0,58.0,57.8,29.2,68.0,,7.6,23,4.6,25,2,2,0,0,1,84.2,0,0,2017,8
