player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,75.5,1,1,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2017,15
Phil Dawson,422,K,1,ARZ,70.3,0,0,,1,1,100.0,0,0,,3,3,100.0,1,1,100.0,0,0,,2017,15
Matt Bryant,1223,K,1,ATL,68.6,3,3,100.0,0,0,,0,0,,0,1,0.0,0,0,,1,1,100.0,2017,15
Mike Nugent,2264,K,1,CHI,63.6,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,15
Robbie Gould,2607,K,1,SF,84.5,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,3,3,100.0,1,1,100.0,2017,15
Stephen Gostkowski,3063,K,1,NE,49.8,1,2,50.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2017,15
Matt Prater,3471,K,1,DET,67.5,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2017,15
Mason Crosby,3809,K,1,GB,64.2,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,15
Stephen Hauschka,4655,K,1,BUF,64.5,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,15
Ryan Succop,5180,K,1,TEN,70.1,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,2017,15
Graham Gano,5443,K,1,CAR,65.3,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,15
Dan Bailey,6796,K,1,DAL,66.0,2,2,100.0,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,2017,15
Kai Forbath,6860,K,1,MIN,70.1,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2017,15
Randy Bullock,7154,K,1,CIN,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,15
Greg Zuerlein,7163,K,1,LA,52.3,5,5,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2017,15
Blair Walsh,7167,K,1,SEA,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,15
Giorgio Tavecchio,7278,K,1,OAK,48.0,2,2,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,0,,2017,15
Justin Tucker,7604,K,1,BLT,66.8,3,3,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2017,15
Dustin Hopkins,7958,K,1,WAS,63.8,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2017,15
Brandon McManus,8437,K,1,DEN,49.2,2,2,100.0,0,0,,0,0,,0,0,,1,2,50.0,0,0,,2017,15
Chris Boswell,8990,K,1,PIT,68.9,3,3,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2017,15
Cody Parkey,9030,K,1,MIA,64.9,1,1,100.0,0,0,,2,2,100.0,0,0,,1,1,100.0,0,0,,2017,15
Chandler Catanzaro,9140,K,1,NYJ,62.8,1,1,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2017,15
Travis Coons,9268,K,1,LAC,44.5,1,2,50.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,15
Patrick Murray,9389,K,1,TB,43.4,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2017,15
Josh Lambo,10133,K,1,JAX,66.8,6,6,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,15
Wil Lutz,11096,K,1,NO,64.6,4,4,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,15
Ka'imi Fairbairn,11161,K,1,HST,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,15
Aldrick Rosas,11331,K,1,NYG,63.2,2,3,66.7,0,0,,1,1,100.0,0,0,,0,1,0.0,0,0,,2017,15
Jake Elliott,11908,K,1,PHI,64.9,4,4,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2017,15
Zane Gonzalez,11979,K,1,CLV,73.7,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,15
Harrison Butker,11988,K,1,KC,59.0,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,1,2,50.0,2017,15
