player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Le'Veon Bell,7829,HB,1,PIT,28,26,80,3.1,0,53.5,52.7,79.2,60.0,56,2.15,15,4,0,0,0,0,2017,10
Adrian Peterson,3623,HB,1,ARZ,21,21,29,1.4,0,40.2,46.5,26.1,,34,1.62,9,1,4,1,0,0,2017,10
Mark Ingram II,6180,HB,1,NO,23,21,131,6.2,3,90.6,89.2,77.4,60.0,102,4.86,25,9,5,0,0,0,2017,10
Doug Martin,7035,HB,1,TB,20,20,51,2.6,0,62.0,61.3,77.7,,41,2.05,8,1,0,0,0,0,2017,10
Tevin Coleman,9506,HB,1,ATL,21,20,83,4.2,1,64.9,66.6,77.3,60.0,57,2.85,19,5,2,0,0,0,2017,10
Jamaal Williams,11889,HB,1,GB,24,20,67,3.4,0,75.4,73.4,77.3,60.0,53,2.65,7,4,7,0,0,0,2017,10
Frank Gore,2282,HB,1,IND,17,17,54,3.2,0,68.6,66.1,76.4,,46,2.71,9,3,2,0,0,0,2017,10
Latavius Murray,7962,HB,1,MIN,20,17,68,4.0,1,59.3,59.1,76.2,60.0,35,2.06,14,4,1,0,0,0,2017,10
Jonathan Stewart,4327,HB,1,CAR,18,17,110,6.5,0,76.2,72.3,76.2,60.0,63,3.71,18,5,3,0,0,0,2017,10
Carlos Hyde,8692,HB,1,SF,23,17,98,5.8,0,73.1,74.8,76.9,59.9,84,4.94,28,3,4,0,0,0,2017,10
Leonard Fournette,11759,HB,1,JAX,18,17,33,1.9,0,57.8,56.2,76.9,60.0,27,1.59,8,1,2,0,0,0,2017,10
Melvin Gordon III,9448,HB,1,LAC,21,16,27,1.7,0,52.6,48.7,76.8,60.0,19,1.19,5,2,0,0,0,0,2017,10
Isaiah Crowell,9295,HB,1,CLV,17,16,90,5.6,1,67.8,70.7,76.0,60.0,61,3.81,21,6,3,0,0,0,2017,10
Jordan Howard,10784,HB,1,CHI,15,15,54,3.6,0,53.3,53.9,75.8,,29,1.93,25,1,3,0,0,0,2017,10
DeMarco Murray,6223,HB,1,TEN,22,14,42,3.0,2,63.0,61.1,76.5,68.6,24,1.71,9,4,2,0,1,0,2017,10
Dion Lewis,6301,HB,1,NE,14,14,55,3.9,1,61.6,62.2,75.7,,36,2.57,9,3,1,0,0,0,2017,10
Orleans Darkwa,9173,HB,1,NYG,15,14,70,5.0,0,70.6,68.2,75.9,60.0,54,3.86,20,3,3,0,0,0,2017,10
Alvin Kamara,11822,HB,1,NO,12,12,106,8.8,1,80.7,78.9,76.2,,37,3.08,19,9,4,0,0,0,2017,10
Lamar Miller,7097,HB,1,HST,12,11,60,5.5,0,69.1,63.8,74.5,60.0,40,3.64,21,2,0,0,0,0,2017,10
Derrick Henry,10679,HB,1,TEN,14,11,52,4.7,0,52.7,66.8,73.8,60.0,41,3.73,23,2,2,0,0,0,2017,10
Ameer Abdullah,9487,HB,1,DET,14,11,52,4.7,1,57.1,60.4,74.5,60.0,31,2.82,20,3,0,0,0,0,2017,10
Alfred Morris,7165,HB,1,DAL,12,11,53,4.8,0,66.1,66.5,73.8,60.0,49,4.45,20,4,3,0,0,0,2017,10
Todd Gurley II,9443,HB,1,LA,13,11,68,6.2,0,72.2,77.8,75.7,60.0,40,3.64,34,4,2,0,0,0,2017,10
Duke Johnson Jr.,9510,HB,1,CLV,12,10,54,5.4,0,64.9,69.2,74.9,60.0,28,2.8,19,4,2,0,1,0,2017,10
Bilal Powell,6278,HB,1,NYJ,11,10,30,3.0,0,47.6,58.7,22.3,60.0,29,2.9,21,1,3,1,0,0,2017,10
Jerick McKinnon,8731,HB,1,MIN,10,10,32,3.2,0,65.4,64.6,74.4,,23,2.3,10,1,1,0,0,0,2017,10
C.J. Anderson,8101,HB,1,DEN,11,10,54,5.4,0,71.7,72.4,74.1,60.0,44,4.4,21,2,2,0,0,0,2017,10
Rex Burkhead,7971,HB,1,NE,11,10,36,3.6,0,66.6,57.6,74.2,60.0,25,2.5,8,3,2,0,0,0,2017,10
Austin Ekeler,12164,HB,1,LAC,10,10,42,4.2,0,85.8,61.5,23.1,,27,2.7,11,3,1,1,0,0,2017,10
Thomas Rawls,9993,HB,1,SEA,11,10,27,2.7,0,48.6,48.4,73.9,60.0,21,2.1,23,1,1,0,0,0,2017,10
Joe Mixon,11803,HB,1,CIN,12,9,37,4.1,1,55.3,63.7,73.1,60.0,14,1.56,13,4,0,0,0,0,2017,10
Samaje Perine,11869,HB,1,WAS,12,9,35,3.9,0,59.6,57.8,73.8,60.0,26,2.89,9,2,2,0,0,0,2017,10
Matt Breida,12271,HB,1,SF,8,9,55,6.1,1,78.1,77.0,73.1,,13,1.44,33,2,0,0,0,0,2017,10
Trey Edmunds,38329,HB,1,NO,12,9,48,5.3,1,54.9,55.9,72.7,60.0,13,1.44,41,1,0,0,0,0,2017,10
Chris Thompson,7936,HB,1,WAS,10,9,26,2.9,0,69.3,62.2,75.4,60.0,34,3.78,14,3,2,0,0,0,2017,10
Damien Williams,9205,HB,1,MIA,10,9,19,2.1,0,57.1,55.2,73.4,60.0,28,3.11,11,1,0,0,0,0,2017,10
Terron Ward,9778,HB,1,ATL,9,9,23,2.6,0,48.3,48.8,72.7,,13,1.44,17,1,1,0,0,0,2017,10
LeSean McCoy,4976,HB,1,BUF,7,8,49,6.1,0,69.8,70.7,72.0,,14,1.75,36,1,2,1,0,0,2017,10
Elijah McGuire,11943,HB,1,NYJ,8,8,22,2.8,0,73.5,69.3,74.0,,30,3.75,6,1,2,0,0,0,2017,10
Devontae Booker,10770,HB,1,DEN,8,8,24,3.0,0,50.6,50.6,75.9,,22,2.75,7,0,2,0,0,0,2017,10
Jamaal Charles,4387,HB,1,DEN,9,8,38,4.8,0,45.4,54.3,72.1,60.0,30,3.75,11,2,4,0,0,0,2017,10
D'Onta Foreman,11844,HB,1,HST,8,7,18,2.6,0,66.4,65.9,71.4,60.0,9,1.29,6,1,1,0,0,0,2017,10
DeShone Kizer,11807,QB,1,CLV,28,3,57,8.1,1,78.8,74.1,80.4,60.0,10,1.43,20,5,0,0,0,0,2017,10
Marlon Mack,11898,HB,1,IND,9,7,7,1.0,0,63.6,66.2,73.4,60.0,29,4.14,8,0,2,0,0,0,2017,10
Cameron Artis-Payne,9607,HB,1,CAR,10,7,68,9.7,1,76.5,72.8,71.4,60.0,60,8.57,43,2,3,0,0,0,2017,10
Kenyan Drake,10707,HB,1,MIA,7,7,82,11.7,1,68.3,69.8,72.3,,85,12.14,66,2,0,0,0,0,2017,10
Ty Montgomery,9527,HB,1,GB,6,6,54,9.0,1,74.7,67.7,71.6,,8,1.33,37,1,0,0,0,0,2017,10
Dak Prescott,10769,QB,1,DAL,17,2,42,7.0,1,59.5,76.5,29.6,60.0,32,5.33,12,4,1,2,0,0,2017,10
Marcus Mariota,9435,QB,1,TEN,33,3,51,8.5,0,61.7,68.5,81.6,60.0,26,4.33,28,3,0,0,0,0,2017,10
Blake Bortles,8638,QB,1,JAX,23,2,34,6.8,0,58.8,66.9,81.8,60.0,7,1.4,14,1,0,0,0,0,2017,10
Lance Dunbar,7332,HB,1,LA,8,5,31,6.2,0,65.2,64.2,69.7,60.0,6,1.2,12,2,0,0,0,0,2017,10
Cam Newton,6153,QB,1,CAR,31,5,95,19.0,0,82.3,71.7,79.6,60.3,9,1.8,69,3,0,0,0,0,2017,10
Russell Wilson,7077,QB,1,SEA,19,3,19,3.8,0,59.8,54.6,79.9,60.0,5,1.0,10,1,0,1,0,0,2017,10
Matthew Stafford,4924,QB,1,DET,18,3,17,3.4,0,71.8,72.2,78.5,60.0,0,0.0,10,2,0,0,0,0,2017,10
Tavon Austin,7789,WR,1,LA,8,5,2,0.4,0,46.8,50.2,69.7,60.0,1,0.2,7,0,0,0,0,0,2017,10
Shane Vereen,6208,HB,1,NYG,5,5,11,2.2,0,68.1,65.1,72.7,,14,2.8,6,0,0,0,0,0,2017,10
C.J. Beathard,11859,QB,1,SF,31,4,15,3.0,1,92.0,74.7,78.1,60.0,2,0.4,11,2,0,0,0,0,2017,10
J.D. McKissic,11047,HB,1,SEA,5,5,26,5.2,0,68.7,61.4,71.1,60.0,19,3.8,17,1,0,0,0,0,2017,10
Christian McCaffrey,11763,HB,1,CAR,12,5,23,4.6,1,80.2,65.6,73.5,92.8,22,4.4,16,2,4,0,0,0,2017,10
Theo Riddick,7980,HB,1,DET,4,4,35,8.8,0,86.0,85.9,71.4,,44,11.0,21,2,1,0,0,0,2017,10
Jacoby Brissett,10725,QB,1,IND,26,1,7,1.8,0,63.1,49.2,77.8,60.0,13,3.25,4,0,0,0,0,0,2017,10
Alfred Blue,8816,HB,1,HST,4,4,10,2.5,0,55.7,56.8,68.6,,9,2.25,7,0,0,0,0,0,2017,10
Randall Cobb,6216,WR,1,GB,18,4,8,2.0,0,73.5,57.7,70.6,79.0,5,1.25,6,0,0,0,0,0,2017,10
Rob Kelley,11090,HB,1,WAS,4,4,10,2.5,0,58.7,56.7,70.0,,11,2.75,7,0,0,0,0,0,2017,10
Kirk Cousins,7102,QB,1,WAS,26,3,5,1.3,2,79.9,67.1,80.7,60.0,4,1.0,3,2,0,0,0,0,2017,10
Jared Goff,10635,QB,1,LA,24,3,3,0.8,0,68.0,58.1,79.8,60.0,0,0.0,6,0,0,0,1,0,2017,10
Case Keenum,7323,QB,1,MIN,30,2,-1,-0.3,0,68.0,54.4,77.9,60.0,1,0.33,1,0,0,0,0,0,2017,10
