player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Eli Manning,1722,QB,1,NYG,63,63,38,60.3,356,5.7,1,3,55.8,55.5,,81.8,0,0,3,1,2,61.3,0,17,2016,16
Sam Bradford,5526,QB,1,MIN,55,50,34,68.0,382,7.6,3,0,74.1,74.9,57.8,81.3,4,2,2,1,0,110.6,1,18,2016,16
Matthew Stafford,4924,QB,1,DET,50,46,26,56.5,260,5.7,0,1,54.9,53.4,62.6,32.3,4,1,3,1,2,63.7,0,15,2016,16
Philip Rivers,1725,QB,1,SD,47,46,23,50.0,322,7.0,2,1,71.6,70.4,60.0,80.3,0,0,1,6,1,78.4,0,15,2016,16
Russell Wilson,7077,QB,1,SEA,54,45,29,64.4,350,7.8,4,0,76.5,77.7,57.2,82.5,6,0,3,2,1,117.8,1,17,2016,16
Joe Flacco,4332,QB,1,BLT,46,44,30,68.2,262,6.0,1,1,75.4,73.9,,80.3,2,0,4,1,0,81.8,0,11,2016,16
Trevor Siemian,9683,QB,1,DEN,43,43,17,39.5,183,4.3,0,1,34.2,35.4,,79.9,0,2,2,4,1,43.1,0,9,2016,16
Cam Newton,6153,QB,1,CAR,48,43,18,41.9,198,4.6,1,2,39.4,36.8,65.1,36.1,2,0,3,2,0,44.5,3,10,2016,16
Andy Dalton,6187,QB,1,CIN,44,41,28,68.3,268,6.5,1,1,59.2,58.7,,79.6,3,0,1,3,0,84.2,0,12,2016,16
Matt Barkley,7880,QB,1,CHI,41,40,24,60.0,323,8.1,2,5,47.4,47.5,,79.6,1,2,2,1,0,62.8,0,18,2016,16
Tyrod Taylor,6332,QB,1,BUF,45,39,26,66.7,329,8.4,3,0,90.3,91.4,63.9,81.3,2,1,1,2,0,118.4,4,16,2016,16
Blake Bortles,8638,QB,1,JAX,42,38,26,68.4,325,8.6,1,0,65.9,63.9,52.7,27.7,2,1,0,3,0,103.5,2,16,2016,16
Aaron Rodgers,2241,QB,1,GB,44,38,28,73.7,347,9.1,4,0,94.0,93.1,64.1,79.6,4,0,3,2,0,136.6,2,18,2016,16
Colin Kaepernick,6188,QB,1,SF,45,37,28,75.7,266,7.2,2,1,80.1,76.5,71.7,80.5,4,1,2,0,0,101.9,4,15,2016,16
Alex Smith,2218,QB,1,KC,38,36,25,69.4,244,6.8,1,1,72.4,68.2,78.7,79.3,0,0,3,0,0,85.9,2,12,2016,16
