player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Adrian Peterson,3623,HB,1,MIN,29,29,158,5.4,2,83.7,85.2,79.5,,78,2.69,35,9,9,0,0,0,2015,12
Alfred Morris,7165,HB,1,WAS,25,23,78,3.4,0,62.0,61.0,78.3,60.0,47,2.04,9,3,2,0,0,0,2015,12
Latavius Murray,7962,HB,1,OAK,23,22,59,2.7,0,49.4,52.0,78.1,60.0,47,2.14,8,3,2,0,0,0,2015,12
Jonathan Stewart,4327,HB,1,CAR,27,21,68,3.2,0,60.1,64.6,78.1,59.6,56,2.67,8,3,2,0,0,0,2015,12
Thomas Rawls,9993,HB,1,SEA,23,21,81,3.9,1,53.9,61.4,77.7,60.0,50,2.38,17,3,6,0,1,0,2015,12
Chris Ivory,6007,HB,1,NYJ,21,21,87,4.1,1,77.4,75.3,77.9,,82,3.9,31,5,10,0,0,0,2015,12
Frank Gore,2282,HB,1,IND,19,19,24,1.3,0,43.8,45.4,77.1,,25,1.32,5,2,2,0,0,0,2015,12
Spencer Ware,7975,HB,1,KC,21,19,114,6.0,1,83.6,83.3,77.8,72.4,82,4.32,35,6,3,0,0,0,2015,12
LeSean McCoy,4976,HB,1,BUF,20,19,70,3.7,0,50.8,47.1,26.7,60.0,39,2.05,12,4,4,1,0,0,2015,12
Tevin Coleman,9506,HB,1,ATL,19,18,110,6.1,0,46.6,56.9,29.2,60.0,38,2.11,46,3,0,1,0,0,2015,12
Eddie Lacy,7842,HB,1,GB,18,17,105,6.2,0,57.9,52.7,25.9,60.0,61,3.59,29,5,3,1,0,0,2015,12
Ameer Abdullah,9487,HB,1,DET,17,16,63,3.9,0,62.3,60.8,76.5,60.0,40,2.5,23,3,3,0,0,0,2015,12
Jeremy Hill,8690,HB,1,CIN,16,16,86,5.4,0,67.2,64.2,76.0,,43,2.69,15,4,2,0,0,0,2015,12
Alfred Blue,8816,HB,1,HST,20,16,77,4.8,1,57.1,57.0,76.4,60.0,46,2.88,12,4,1,0,0,0,2015,12
Matt Forte,4358,HB,1,CHI,16,15,44,2.9,0,75.6,75.8,76.2,60.0,27,1.8,7,0,0,0,0,0,2015,12
Shaun Draughn,6440,HB,1,SF,16,15,51,3.4,0,66.9,61.4,76.5,60.0,13,0.87,19,2,1,0,0,0,2015,12
C.J. Anderson,8101,HB,1,DEN,17,15,113,7.5,2,90.0,87.7,76.3,60.0,72,4.8,48,5,3,0,0,0,2015,12
Melvin Gordon III,9448,HB,1,SD,16,14,60,4.3,0,79.3,80.5,76.1,60.0,51,3.64,14,2,7,0,1,0,2015,12
DeMarco Murray,6223,HB,1,PHI,15,14,30,2.1,0,51.3,51.6,75.1,60.0,31,2.21,19,1,1,0,0,0,2015,12
Doug Martin,7035,HB,1,TB,14,14,97,6.9,0,68.8,73.0,76.0,,73,5.21,56,3,4,0,0,0,2015,12
Ronnie Hillman,7069,HB,1,DEN,14,14,59,4.2,1,50.0,53.5,23.8,,49,3.5,19,3,3,1,0,0,2015,12
Cam Newton,6153,QB,1,CAR,35,10,45,3.8,1,60.4,48.0,29.6,60.0,33,2.75,11,4,3,1,1,0,2015,12
Chris Johnson,4338,HB,1,ARZ,12,12,17,1.4,0,46.7,48.2,74.7,,11,0.92,6,1,2,0,0,0,2015,12
Javorius Allen,9558,HB,1,BLT,13,12,55,4.6,0,75.5,68.8,75.2,60.0,32,2.67,21,3,2,0,0,0,2015,12
Jeremy Langford,9539,HB,1,CHI,15,12,48,4.0,1,50.1,64.1,74.5,60.0,18,1.5,14,3,0,0,0,0,2015,12
Antonio Andrews,9014,HB,1,TEN,12,11,32,2.9,0,58.4,56.9,74.1,60.0,27,2.45,11,2,1,0,0,0,2015,12
Darren McFadden,4318,HB,1,DAL,10,10,11,1.1,0,55.0,49.6,74.7,,11,1.1,8,1,1,0,0,0,2015,12
Giovani Bernard,7818,HB,1,CIN,12,10,16,1.6,0,37.4,45.3,25.4,78.6,12,1.2,3,1,1,1,0,0,2015,12
Mark Ingram II,6180,HB,1,NO,9,9,52,5.8,0,60.9,62.0,74.5,,20,2.22,29,2,1,0,0,0,2015,12
T.J. Yeldon,9469,HB,1,JAX,9,9,36,4.0,0,65.1,65.0,74.0,,18,2.0,21,1,1,0,0,0,2015,12
Todd Gurley II,9443,HB,1,SL,13,9,19,2.1,0,66.2,65.4,73.1,60.0,30,3.33,8,0,3,0,0,0,2015,12
LeGarrette Blount,5863,HB,1,NE,9,9,27,3.0,0,53.9,55.2,72.7,,14,1.56,9,1,1,0,0,0,2015,12
Matt Jones,9528,HB,1,WAS,10,8,19,2.4,0,50.6,51.3,72.5,60.0,23,2.88,12,1,2,0,0,0,2015,12
David Johnson,9519,HB,1,ARZ,10,8,21,2.6,1,66.9,63.3,74.8,60.0,9,1.13,10,2,0,0,0,0,2015,12
DeAngelo Williams,2972,HB,1,PIT,11,8,29,3.6,1,70.5,64.8,74.6,60.0,9,1.13,7,3,0,0,0,0,2015,12
Isaiah Crowell,9295,HB,1,CLV,8,7,7,1.0,0,47.6,47.1,71.4,60.0,6,0.86,4,0,0,0,0,0,2015,12
Duke Johnson Jr.,9510,HB,1,CLV,7,7,27,3.9,0,75.7,70.2,73.3,,23,3.29,7,2,2,0,0,0,2015,12
