player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Ryan Tannehill,7014,QB,1,MIA,61,58,33,56.9,351,6.1,3,1,68.2,67.3,,39.9,3,0,7,1,0,84.8,0,19,2015,12
Ben Roethlisberger,1732,QB,1,PIT,59,55,36,65.5,456,8.3,1,2,81.5,86.1,32.5,55.1,2,0,1,2,1,82.1,2,17,2015,12
Eli Manning,1722,QB,1,NYG,54,51,26,51.0,321,6.3,2,3,52.5,53.9,,33.5,3,2,5,1,1,59.4,0,14,2015,12
Blake Bortles,8638,QB,1,JAX,57,49,30,61.2,329,6.7,2,1,60.2,63.1,57.9,81.3,2,2,2,1,0,86.2,6,16,2015,12
Nick Foles,7089,QB,1,SL,48,46,30,65.2,228,5.0,0,3,56.0,54.9,62.6,80.4,1,0,1,1,2,49.9,1,13,2015,12
Drew Brees,802,QB,1,NO,46,44,25,56.8,228,5.2,0,1,57.9,57.7,,30.1,2,0,3,3,1,61.6,0,11,2015,12
Philip Rivers,1725,QB,1,SD,48,43,29,67.4,300,7.0,4,0,86.3,83.2,70.6,81.1,2,0,4,3,1,118.4,3,21,2015,12
Aaron Rodgers,2241,QB,1,GB,48,43,22,51.2,202,4.7,1,1,60.0,55.4,75.4,80.9,2,1,3,4,1,62.4,3,11,2015,12
Matt Hasselbeck,408,QB,1,IND,45,42,26,61.9,315,7.5,2,0,80.4,78.9,60.5,80.7,3,2,3,3,1,100.8,0,18,2015,12
Brock Osweiler,7059,QB,1,DEN,45,42,23,54.8,270,6.4,1,1,70.7,73.1,51.2,80.3,3,2,5,0,1,72.5,0,12,2015,12
Tom Brady,698,QB,1,NE,45,42,23,54.8,280,6.7,3,0,76.6,75.2,,80.4,3,0,4,5,2,99.3,0,13,2015,12
Carson Palmer,1317,QB,1,ARZ,42,40,24,60.0,271,6.8,0,0,76.4,74.7,69.5,80.7,1,0,2,5,3,80.3,1,15,2015,12
Tyrod Taylor,6332,QB,1,BUF,43,38,21,55.3,291,7.7,3,0,57.2,60.0,53.2,21.5,1,0,2,1,0,106.4,4,17,2015,12
Josh McCown,1085,QB,1,CLV,41,38,21,55.3,212,5.6,1,0,71.0,70.4,59.4,79.3,1,0,3,1,3,80.2,2,13,2015,12
Matthew Stafford,4924,QB,1,DET,42,38,27,71.1,337,8.9,5,0,92.0,90.4,73.1,79.5,2,0,4,0,0,137.8,2,23,2015,12
Ryan Fitzpatrick,2467,QB,1,NYJ,42,37,22,59.5,277,7.5,4,0,86.3,84.6,64.6,79.7,1,2,4,0,0,118.9,4,15,2015,12
Derek Carr,8671,QB,1,OAK,40,37,24,64.9,330,8.9,3,0,67.1,77.6,28.7,21.8,1,1,4,1,0,120.3,2,15,2015,12
Marcus Mariota,9435,QB,1,TEN,40,37,17,45.9,218,5.9,3,2,50.5,51.1,58.3,79.8,2,1,1,2,0,69.4,1,10,2015,12
Jameis Winston,9434,QB,1,TB,44,36,20,55.6,245,6.8,1,1,66.0,62.6,72.6,80.0,5,0,1,1,0,74.4,3,16,2015,12
Blaine Gabbert,6162,QB,1,SF,39,36,25,69.4,318,8.8,1,1,58.6,55.8,65.9,79.0,2,0,3,0,0,94.4,1,15,2015,12
Matt Schaub,1811,QB,1,BLT,36,34,20,58.8,232,6.8,2,2,43.4,46.5,46.7,78.9,0,0,0,4,0,74.6,2,10,2015,12
Matt Ryan,4317,QB,1,ATL,33,31,22,71.0,230,7.4,1,2,58.6,58.0,60.0,79.0,2,0,2,0,0,76.0,0,14,2015,12
Jay Cutler,2956,QB,1,CHI,32,31,19,61.3,200,6.5,1,0,69.6,73.0,46.7,28.4,1,0,2,2,0,90.8,0,12,2015,12
Alex Smith,2218,QB,1,KC,35,30,19,63.3,255,8.5,2,0,66.3,63.8,66.0,79.0,0,0,0,3,0,112.5,5,13,2015,12
Russell Wilson,7077,QB,1,SEA,33,30,21,70.0,345,11.5,5,0,78.0,80.2,53.2,78.8,2,1,2,2,0,147.9,1,15,2015,12
Kirk Cousins,7102,QB,1,WAS,29,29,20,69.0,302,10.4,1,0,55.3,61.9,34.3,28.0,0,2,0,3,0,114.4,0,12,2015,12
Teddy Bridgewater,8667,QB,1,MIN,29,28,20,71.4,174,6.2,0,1,61.3,60.8,58.1,78.5,0,1,2,3,0,72.6,1,10,2015,12
Cam Newton,6153,QB,1,CAR,30,27,16,59.3,183,6.8,0,0,60.4,66.3,48.0,29.6,1,0,1,1,1,79.7,2,8,2015,12
Mark Sanchez,4928,QB,1,PHI,34,27,19,70.4,199,7.4,2,0,68.6,66.6,63.8,35.7,6,0,0,2,0,116.1,1,10,2015,12
Brian Hoyer,5277,QB,1,HST,28,27,21,77.8,205,7.6,2,1,74.4,73.1,60.5,78.3,1,0,1,0,0,107.6,0,11,2015,12
Andy Dalton,6187,QB,1,CIN,28,27,20,74.1,233,8.6,3,1,64.5,64.4,57.8,77.3,0,1,2,0,0,121.4,1,12,2015,12
Tony Romo,1693,QB,1,DAL,22,21,11,52.4,106,5.0,0,3,25.8,26.5,,75.6,1,0,0,2,0,27.2,0,5,2015,12
Matt Cassel,2447,QB,1,DAL,22,19,13,68.4,93,4.9,1,0,54.4,58.4,49.9,76.1,1,0,1,0,1,97.0,2,6,2015,12
Austin Davis,7305,QB,1,CLV,12,10,7,70.0,77,7.7,1,0,64.7,60.4,64.4,72.4,1,0,0,0,0,125.8,1,4,2015,12
Sean Mannion,9522,QB,1,SL,7,7,6,85.7,31,4.4,0,0,59.7,59.6,,69.6,0,0,0,0,0,85.1,0,2,2015,12
Landry Jones,7897,QB,1,PIT,4,4,1,25.0,34,8.5,0,2,24.0,25.4,,66.9,0,0,0,0,0,22.9,0,1,2015,12
A.J. McCarron,8799,QB,1,CIN,1,1,1,100.0,3,3.0,0,0,61.0,60.6,,60.4,0,0,0,0,0,79.2,0,0,2015,12
Matt McGloin,8374,QB,1,OAK,1,1,0,0.0,0,0.0,0,0,52.1,52.9,,60.4,0,0,0,0,0,39.6,0,0,2015,12
