player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Julius Peppers,1010,ED,1,GB,42,33,7,2,59.4,50.9,71.7,61.6,61.4,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Dwight Freeney,1019,ED,1,ATL,25,20,5,0,57.4,62.0,,55.0,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
James Harrison,1251,ED,1,PIT,75,31,26,18,80.0,79.1,80.7,60.8,77.5,5.0,0.0,0.0,5.0,0.0,9.0,2.0,0.0,6.0,0.0,2.0,2.0,6.0,3.0,8.0,5.0,0.0,0.0,0.0,79.2,0,0,2016,16
Terence Newman,1321,CB,1,MIN,38,0,12,26,67.6,72.3,76.6,,64.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,20.0,10.0,2.0,15.0,0.0,0.0,0.0,85.4,0,0,2016,16
Terrell Suggs,1326,ED,1,BLT,42,24,18,0,37.1,39.5,,48.3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Robert Mathis,1447,ED,1,IND,30,15,14,1,45.6,42.6,,56.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Cullen Jenkins,1637,DI,1,WAS,25,16,9,0,43.8,41.4,68.1,58.2,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Vince Wilfork,1742,DI,1,HST,34,20,14,0,72.4,73.4,70.7,58.3,,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Karlos Dansby,1754,LB,1,CIN,45,1,21,23,82.0,70.7,82.0,60.0,73.6,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,0.0,3.0,2.0,18.0,9.0,6.0,14.0,0.0,0.0,1.0,82.6,1,1,2016,16
Daryl Smith,1760,LB,1,TB,44,5,24,15,60.3,54.6,77.1,53.1,68.8,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,7.0,1.0,7.0,0.0,0.0,0.0,95.8,0,0,2016,16
Antonio Smith,1856,DI,1,HST,17,11,6,0,42.7,46.7,66.8,53.7,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Mike Adams,1972,S,1,IND,76,4,38,34,56.0,58.6,30.0,57.9,56.1,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,3.0,0.0,2.0,2.0,1.0,0.5,6.0,1.0,0.0,0.0,0.0,79.2,0,0,2016,16
Adam Jones,2223,CB,1,CIN,64,0,23,41,51.4,64.7,45.2,,53.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,7.0,5.0,52.0,10.4,27.0,21.0,0.0,0.0,0.0,92.6,3,0,2016,16
DeMarcus Ware,2228,ED,1,DEN,26,14,10,2,62.1,70.4,70.5,63.8,43.2,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,16.0,20.0,0.0,0.0,0.0,118.8,0,0,2016,16
Thomas Davis Sr.,2231,LB,1,CAR,63,8,23,32,47.0,42.0,61.8,68.6,53.0,2.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,5.0,0.0,5.0,5.0,69.0,13.8,19.0,31.0,1.0,0.0,0.0,158.3,0,0,2016,16
Jonathan Babineaux,2276,DI,1,ATL,27,17,10,0,64.1,55.5,67.3,69.0,,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Trent Cole,2363,ED,1,IND,37,21,15,1,64.7,68.0,74.5,56.4,60.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Lorenzo Alexander,2476,ED,1,BUF,66,27,37,2,56.7,58.3,54.0,69.3,50.2,2.0,0.0,1.0,1.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2016,16
Ahmad Brooks,2945,ED,1,SF,48,23,22,3,66.6,74.7,73.2,52.2,62.8,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,79.2,0,0,2016,16
Mario Williams,2946,ED,1,MIA,13,9,4,0,44.5,51.8,,51.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Donte Whitner,2953,S,1,WAS,34,0,18,16,72.6,63.7,83.6,,70.2,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2016,16
Haloti Ngata,2957,DI,1,DET,37,16,19,2,57.1,57.5,65.9,60.4,58.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Chad Greenway,2962,LB,1,MIN,13,0,5,8,80.8,64.0,73.3,,78.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,79.2,0,0,2016,16
Tamba Hali,2965,ED,1,KC,36,30,6,0,55.1,60.9,70.5,53.8,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Johnathan Joseph,2969,CB,1,HST,45,0,12,33,60.1,62.0,75.1,,59.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,3.0,31.0,10.3,14.0,15.0,0.0,0.0,0.0,77.9,0,0,2016,16
Roman Harper,2988,S,1,NO,38,1,14,23,70.4,68.4,81.2,60.0,66.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,24.0,24.0,7.0,24.0,0.0,0.0,1.0,63.2,0,0,2016,16
Darryl Tapp,3008,ED,1,NO,15,9,6,0,63.8,61.2,70.6,61.0,60.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Frostee Rucker,3036,DI,1,ARZ,30,21,8,1,67.1,62.5,,64.7,60.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Will Blackmon,3060,S,1,WAS,34,0,6,28,81.4,60.0,31.5,,76.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,32.0,32.0,14.0,32.0,0.0,1.0,1.0,56.3,0,0,2016,16
Stephen Tulloch,3061,LB,1,PHI,6,0,2,4,39.3,56.5,,,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Domata Peko Sr.,3068,DI,1,CIN,36,20,16,0,75.5,80.9,70.3,52.6,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Elvis Dumervil,3071,ED,1,BLT,28,23,5,0,67.4,61.7,69.9,64.9,,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Kyle Williams,3079,DI,1,BUF,56,24,32,0,55.8,63.4,27.9,55.3,60.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Rob Ninkovich,3080,ED,1,NE,27,11,15,1,44.5,55.4,29.1,56.5,60.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,11.0,0.0,11.0,0.0,0.0,0.0,112.5,0,0,2016,16
Antoine Bethea,3152,S,1,SF,59,0,28,31,62.2,70.7,85.2,,57.2,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,4.0,3.0,13.0,4.3,0.0,6.0,1.0,0.0,0.0,117.7,0,0,2016,16
Tony McDaniel,3423,DI,1,SEA,22,8,14,0,58.3,60.0,67.3,54.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2016,16
Tramon Williams,3558,CB,1,CLV,64,0,17,47,82.7,69.0,39.2,,79.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0,2.0,37.0,18.5,36.0,27.0,0.0,0.0,2.0,55.6,0,0,2016,16
Brent Grimes,3589,CB,1,TB,71,0,32,39,59.2,69.3,81.0,,55.3,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,6.0,62.0,10.3,4.0,15.0,0.0,0.0,1.0,96.9,0,0,2016,16
Darrelle Revis,3630,CB,1,NYJ,73,0,39,34,62.4,71.5,73.7,,58.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,7.0,3.0,7.0,0.0,0.0,0.0,95.8,1,0,2016,16
Lawrence Timmons,3631,LB,1,PIT,74,10,27,37,60.0,63.9,40.2,66.8,52.9,2.0,1.0,0.0,1.0,0.0,7.0,1.0,2.0,6.0,1.0,9.0,7.0,36.0,5.1,13.0,9.0,0.0,0.0,0.0,83.3,0,0,2016,16
