player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,4,60.0,,,,,66.6,0,0,0,0,0,2017,2
Phil Dawson,422,K,1,ARZ,0,5,0,0,0,5,60.0,60.0,,,,34.7,0,0,0,0,0,2017,2
Shane Lechler,673,P,1,HST,0,0,0,9,0,3,61.7,,,72.7,,,0,0,1,0,0,2017,2
Julius Peppers,1010,ED,1,CAR,0,0,0,0,1,3,60.1,,,,,,0,0,0,0,0,2017,2
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,6,60.0,,,,,58.7,0,0,0,0,0,2017,2
Terence Newman,1321,CB,1,MIN,0,0,1,0,6,0,61.3,,,,,,0,0,0,0,0,2017,2
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,3,60.2,,,,,,0,0,0,0,0,2017,2
Ben Roethlisberger,1732,QB,1,PIT,0,0,0,0,0,0,60.0,,,,,,1,0,0,0,0,2017,2
Karlos Dansby,1754,LB,1,ARZ,0,0,0,0,4,0,60.1,,,,,,0,0,0,0,0,2017,2
Andy Lee,1906,P,1,ARZ,0,0,0,5,0,5,60.6,,,58.9,,,0,0,0,0,0,2017,2
Donnie Jones,1939,P,1,PHI,0,0,0,4,0,5,60.6,,,56.2,,,0,0,0,0,0,2017,2
Mike Adams,1972,S,1,CAR,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2017,2
Don Muhlbach,2130,LS,1,DET,0,0,0,5,0,5,64.8,,,,,,0,0,0,0,0,2017,2
Adam Jones,2223,CB,1,CIN,0,0,2,0,0,0,60.0,,,,61.6,,0,0,0,0,0,2017,2
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2017,2
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2017,2
Dustin Colquitt,2316,P,1,KC,0,0,0,5,0,5,60.6,,,61.2,,,0,0,0,0,0,2017,2
Darren Sproles,2347,HB,1,PHI,0,0,5,0,0,0,60.0,,,,53.5,,0,0,0,0,0,2017,2
Joe Berger,2424,G,1,MIN,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2017,2
Lorenzo Alexander,2476,ED,1,BUF,0,1,2,6,3,0,73.3,,,,,,0,0,1,0,0,2017,2
Jon Condo,2539,LS,1,OAK,0,0,0,3,0,7,64.8,,,,,,0,0,0,0,0,2017,2
John Denney,2561,LS,1,MIA,0,0,0,3,0,5,58.3,,,,,,0,0,0,0,0,2017,2
Robbie Gould,2607,K,1,SF,0,0,0,0,0,3,60.0,,,,,64.9,0,0,0,0,0,2017,2
John Kuhn,2686,FB,1,NO,7,0,0,0,0,0,57.7,,,,,,0,0,0,0,0,2017,2
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,5,0,3,64.2,,,,,,0,0,0,0,0,2017,2
Haloti Ngata,2957,DI,1,DET,0,0,0,0,2,0,59.9,,,,,,0,0,0,0,0,2017,2
Johnathan Joseph,2969,CB,1,HST,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2017,2
Marcedes Lewis,2973,TE,1,JAX,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2017,2
Anthony Fasano,2998,TE,1,MIA,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2017,2
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2017,2
Frostee Rucker,3036,DI,1,ARZ,0,0,0,0,4,0,59.6,,,,,,0,0,0,0,0,2017,2
Jahri Evans,3053,G,1,GB,0,0,0,0,0,3,60.7,,,,,,0,0,0,0,0,2017,2
Stephen Gostkowski,3063,K,1,NE,0,7,0,0,0,7,60.0,58.7,,,,51.1,0,0,0,0,0,2017,2
Domata Peko Sr.,3068,DI,1,DEN,0,0,2,0,0,8,61.2,,,,,,0,0,0,0,0,2017,2
Kyle Williams,3079,DI,1,BUF,0,0,2,0,2,0,60.2,,,,,,0,0,0,0,0,2017,2
Delanie Walker,3120,TE,1,TEN,2,0,0,0,0,0,59.4,,,,,,0,0,0,0,0,2017,2
Sam Koch,3148,P,1,BLT,0,0,0,6,0,5,60.7,,,63.1,,,0,0,0,0,0,2017,2
