player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,3,60.0,,,,,63.5,0,0,0,0,0,2018,2
Phil Dawson,422,K,1,ARZ,0,1,0,0,0,0,60.0,60.0,,,,,0,0,0,0,0,2018,2
Sebastian Janikowski,595,K,1,SEA,0,1,0,0,0,3,60.0,60.0,,,,73.9,0,0,0,0,0,2018,2
Julius Peppers,1010,ED,1,CAR,0,0,0,0,5,0,59.8,,,,,,0,0,0,0,0,2018,2
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,5,60.0,,,,,67.2,0,0,0,0,0,2018,2
Benjamin Watson,1753,TE,1,NO,1,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2018,2
Andy Lee,1906,P,1,ARZ,0,0,0,8,0,0,60.5,,,55.7,,,0,0,1,0,0,2018,2
Mike Adams,1972,S,1,CAR,0,0,0,0,3,0,60.0,,,,,,0,0,0,0,0,2018,2
Don Muhlbach,2130,LS,1,DET,0,0,0,5,0,5,60.6,,,,,,0,0,0,0,0,2018,2
Adam Jones,2223,CB,1,DEN,0,0,4,0,0,0,60.0,,,,60.9,,0,0,0,0,0,2018,2
Mike Nugent,2264,K,1,OAK,0,5,0,0,0,4,60.0,60.0,,,,65.9,0,0,0,0,0,2018,2
Dustin Colquitt,2316,P,1,KC,0,2,0,3,0,6,60.7,60.0,,61.9,,,0,0,0,0,0,2018,2
Lorenzo Alexander,2476,LB,1,BUF,0,0,0,5,5,0,58.8,,,,,,0,0,0,0,0,2018,2
John Denney,2561,LS,1,MIA,0,0,0,6,0,3,29.2,,,,,,0,0,0,0,0,2018,2
Robbie Gould,2607,K,1,SF,0,0,0,0,0,6,60.0,,,,,69.5,0,0,0,0,0,2018,2
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,4,0,4,64.2,,,,,,0,0,0,0,0,2018,2
Haloti Ngata,2957,DI,1,PHI,0,0,0,0,4,0,59.2,,,,,,0,0,0,0,0,2018,2
Johnathan Joseph,2969,CB,1,HST,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0,2018,2
Marcedes Lewis,2973,TE,1,GB,0,0,0,0,0,8,60.6,,,,,,0,0,0,0,0,2018,2
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,2,60.2,,,,,,0,0,0,0,0,2018,2
Frostee Rucker,3036,ED,1,OAK,0,0,0,0,1,4,60.3,,,,,,0,0,0,0,0,2018,2
Stephen Gostkowski,3063,K,1,NE,0,5,0,0,0,5,60.0,60.0,,,,55.8,0,0,0,0,0,2018,2
Domata Peko Sr.,3068,DI,1,DEN,0,0,0,0,4,0,60.3,,,,,,0,0,0,0,0,2018,2
Kyle Williams,3079,DI,1,BUF,0,0,0,0,5,0,59.2,,,,,,0,0,0,0,0,2018,2
Sam Koch,3148,P,1,BLT,0,0,0,3,0,3,60.2,,,60.3,,,0,0,0,0,0,2018,2
Antoine Bethea,3152,S,1,ARZ,0,0,0,0,0,0,60.0,,,,,,0,0,0,0,0,2018,2
Donald Penn,3459,T,1,OAK,0,0,0,0,0,4,25.9,,,,,,0,0,0,0,0,2018,2
