player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,79,2,26,51,64.9,59.1,59.9,65.1,62.1,2,0,1,1,0,6,0,1,2,0,2,2,11,5.5,1,9.0,0,0,0,89.6,0,0,2013,12
London Fletcher,424,LB,1,WAS,52,1,29,22,80.8,69.8,80.6,60.0,77.0,0,0,0,0,0,4,4,0,3,0,1,1,3,3.0,1,3.0,0,0,0,79.2,0,0,2013,12
John Abraham,591,ED,1,ARZ,56,42,13,1,60.8,64.5,,57.5,60.0,5,0,0,5,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Justin Smith,776,DI,1,SF,43,23,19,1,73.3,54.8,73.2,80.4,60.0,5,2,1,2,0,2,0,0,3,1,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Andre Carter,779,ED,1,NE,6,5,1,0,66.4,60.0,,64.8,,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Ryan Pickett,799,DI,1,GB,55,17,38,0,78.0,79.0,70.5,56.4,,1,0,0,1,0,3,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Julius Peppers,1010,ED,1,CHI,45,23,22,0,58.0,57.2,69.2,59.2,,2,0,1,1,0,1,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Quentin Jammer,1013,CB,1,DEN,48,0,19,29,71.6,82.4,79.1,,66.4,0,0,0,0,0,5,0,0,3,0,7,5,26,5.2,10,11.0,1,0,1,116.7,0,0,2013,12
Edward Reed,1031,S,1,NYJ,62,1,29,32,40.8,67.7,83.0,59.5,38.8,0,0,0,0,0,2,3,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Ryan Clark,1229,S,1,PIT,74,2,16,56,67.4,62.3,78.6,60.0,65.9,0,0,0,0,0,3,0,0,0,0,1,1,5,5.0,2,5.0,0,0,0,87.5,0,0,2013,12
Kevin Williams,1325,DI,1,MIN,71,52,18,1,73.2,68.3,29.9,70.9,58.9,3,0,1,2,2,3,0,1,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Terrell Suggs,1326,ED,1,BLT,45,24,20,1,77.2,75.1,73.9,65.7,60.0,6,0,3,3,0,3,1,1,3,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Troy Polamalu,1332,S,1,PIT,74,5,16,53,91.7,95.1,60.8,92.5,72.2,1,1,0,0,0,3,0,1,3,2,3,0,0,,0,,0,0,1,39.6,0,0,2013,12
Calvin Pace,1334,ED,1,NYJ,52,13,28,11,83.7,71.2,72.8,76.9,75.3,3,1,0,2,0,2,1,0,3,0,2,2,2,1.0,3,5.0,0,0,0,79.2,0,0,2013,12
Nick Barnett,1345,LB,1,WAS,3,0,1,2,69.7,60.0,74.9,,63.9,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Rashean Mathis,1355,CB,1,DET,52,0,26,26,52.8,64.7,62.2,,49.0,0,0,0,0,0,3,0,1,1,0,4,4,79,19.8,8,47.0,1,0,0,158.3,1,1,2013,12
Drayton Florence,1362,CB,1,CAR,45,0,9,36,64.0,61.1,76.6,,63.6,0,0,0,0,0,3,0,0,1,0,6,4,33,8.3,11,11.0,0,0,0,80.6,0,0,2013,12
Osi Umenyiora,1371,ED,1,ATL,42,25,15,2,51.8,56.6,,51.8,60.5,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Cory Redding,1381,DI,1,IND,51,30,21,0,68.8,67.4,72.2,55.8,61.3,3,0,0,3,0,2,1,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0,2013,12
Asante Samuel,1432,CB,1,ATL,56,0,22,34,60.9,64.2,,,59.5,0,0,0,0,0,0,0,0,0,0,2,2,34,17.0,3,18.0,0,0,0,118.8,0,0,2013,12
Ike Taylor,1437,CB,1,PIT,74,0,16,58,53.7,63.4,37.9,,52.3,0,0,0,0,0,5,0,2,0,0,12,9,169,18.8,68,47.0,1,0,0,144.4,0,0,2013,12
