player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,3,60.0,,,,,27.7,0,0,0,0,0,2017,1
Phil Dawson,422,K,1,ARZ,0,5,0,0,0,5,60.0,60.0,,,,48.2,0,0,0,0,0,2017,1
Shane Lechler,673,P,1,HST,0,0,0,5,0,1,60.0,,,61.4,,,0,0,0,0,0,2017,1
Julius Peppers,1010,ED,1,CAR,0,0,1,0,1,5,60.4,,,,,,0,0,0,0,0,2017,1
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,5,60.0,,,,,68.2,0,0,0,0,0,2017,1
Terence Newman,1321,CB,1,MIN,0,0,1,0,1,0,60.0,,,,,,0,0,0,0,0,2017,1
Jason Witten,1384,TE,1,DAL,0,0,0,0,0,5,60.6,,,,,,0,0,0,0,0,2017,1
Karlos Dansby,1754,LB,1,ARZ,0,0,0,0,3,0,60.1,,,,,,0,0,0,0,0,2017,1
Andy Lee,1906,P,1,ARZ,0,0,0,4,0,5,60.6,,,64.8,,,0,0,0,0,0,2017,1
Donnie Jones,1939,P,1,PHI,0,0,0,4,0,5,60.6,,,61.3,,,0,0,0,0,0,2017,1
Mike Adams,1972,S,1,CAR,0,0,1,0,1,0,60.0,,,,,,0,0,0,0,0,2017,1
Don Muhlbach,2130,LS,1,DET,0,0,0,5,0,3,64.2,,,,,,0,0,0,0,0,2017,1
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2017,1
Richie Incognito,2298,G,1,BUF,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2017,1
Dustin Colquitt,2316,P,1,KC,0,0,0,8,0,6,60.9,,,51.3,,,0,0,0,0,0,2017,1
Darren Sproles,2347,HB,1,PHI,0,0,4,0,0,0,60.0,,,,60.5,,0,0,0,0,0,2017,1
Joe Berger,2424,G,1,MIN,0,0,0,0,0,6,60.5,,,,,,0,0,0,0,0,2017,1
Lorenzo Alexander,2476,ED,1,BUF,0,0,0,6,2,0,74.7,,,,,,0,0,1,0,0,2017,1
Jon Condo,2539,LS,1,OAK,0,0,0,4,0,6,59.4,,,,,,0,0,0,0,0,2017,1
Robbie Gould,2607,K,1,SF,0,0,0,0,0,1,60.0,,,,,61.1,0,0,0,0,0,2017,1
John Kuhn,2686,FB,1,NO,7,0,0,0,0,0,54.8,,59.9,,,,0,0,0,0,0,2017,1
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,4,0,5,64.5,,,,,,0,0,0,0,0,2017,1
Ahmad Brooks,2945,ED,1,GB,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2017,1
Haloti Ngata,2957,DI,1,DET,0,0,0,0,5,0,59.3,,,,,,0,0,0,0,0,2017,1
Johnathan Joseph,2969,CB,1,HST,0,0,0,0,5,0,60.1,,,,,,0,0,0,0,0,2017,1
Marcedes Lewis,2973,TE,1,JAX,0,0,0,0,0,7,60.8,,,,,,0,0,0,0,0,2017,1
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,8,61.1,,,,,,0,0,0,0,0,2017,1
Frostee Rucker,3036,DI,1,ARZ,0,0,0,0,3,0,59.8,,,,,,0,0,0,0,0,2017,1
Jahri Evans,3053,G,1,GB,0,0,0,0,0,3,60.8,,,,,,0,0,0,0,0,2017,1
Stephen Gostkowski,3063,K,1,NE,0,6,0,0,0,5,60.0,60.0,,,,64.7,0,0,0,0,0,2017,1
Domata Peko Sr.,3068,DI,1,DEN,0,0,1,0,1,5,60.6,,,,,,0,0,0,0,0,2017,1
Kyle Williams,3079,DI,1,BUF,0,0,0,0,2,0,59.8,,,,,,0,0,0,0,0,2017,1
Sam Koch,3148,P,1,BLT,0,0,0,6,0,4,60.6,,,61.5,,,0,0,0,0,0,2017,1
Zach Strief,3155,T,1,NO,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2017,1
Tom Johnson,3378,DI,1,MIN,0,0,0,0,2,0,59.4,,,,,,0,0,0,0,0,2017,1
