player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
DeMarco Murray,6223,HB,1,TEN,28,25,95,3.8,2,48.7,50.3,27.7,60.0,50,2.0,14,6,0,1,1,0,2016,4
Jordan Howard,10784,HB,1,CHI,26,23,111,4.8,0,59.1,57.4,78.6,60.0,64,2.78,17,6,4,0,0,0,2016,4
Ezekiel Elliott,10638,HB,1,DAL,28,23,138,6.0,1,62.3,61.9,78.1,60.0,76,3.3,26,8,1,0,0,0,2016,4
Matt Jones,9528,HB,1,WAS,22,22,117,5.3,1,73.7,71.3,78.4,,80,3.64,25,9,4,0,0,0,2016,4
Jeremy Hill,8690,HB,1,CIN,27,21,71,3.4,0,65.7,65.0,77.4,60.0,44,2.1,19,4,5,0,0,0,2016,4
Terrance West,8729,HB,1,BLT,21,21,113,5.4,1,61.2,60.2,26.2,,56,2.67,21,5,2,1,0,0,2016,4
LeSean McCoy,4976,HB,1,BUF,24,19,70,3.7,0,73.5,69.5,78.5,60.0,38,2.0,9,2,3,0,0,0,2016,4
C.J. Anderson,8101,HB,1,DEN,22,19,49,2.6,1,58.3,56.2,77.3,60.0,33,1.74,12,2,3,0,0,0,2016,4
Lamar Miller,7097,HB,1,HST,20,19,82,4.3,0,65.8,64.0,77.6,60.0,54,2.84,14,4,2,0,0,0,2016,4
Todd Gurley II,9443,HB,1,LA,22,19,33,1.7,0,52.3,44.1,77.6,60.0,30,1.58,5,0,1,0,0,0,2016,4
Melvin Gordon III,9448,HB,1,SD,20,19,36,1.9,2,52.5,46.3,27.2,60.0,37,1.95,10,5,1,1,0,0,2016,4
Jerick McKinnon,8731,HB,1,MIN,24,18,85,4.7,1,58.0,57.2,77.6,59.8,38,2.11,25,3,2,0,0,0,2016,4
Mark Ingram II,6180,HB,1,NO,23,18,56,3.1,1,64.4,56.9,77.8,60.0,35,1.94,10,2,2,0,0,0,2016,4
Le'Veon Bell,7829,HB,1,PIT,21,18,144,8.0,0,73.3,73.3,77.3,59.7,99,5.5,44,3,8,0,0,0,2016,4
Christine Michael,7843,HB,1,SEA,21,18,58,3.2,0,59.0,51.6,77.3,60.0,61,3.39,10,4,4,0,0,0,2016,4
David Johnson,9519,HB,1,ARZ,17,17,83,4.9,0,49.3,42.5,25.9,,36,2.12,31,5,2,1,0,0,2016,4
Isaiah Crowell,9295,HB,1,CLV,19,16,120,7.5,1,89.6,86.8,76.4,60.0,94,5.88,19,8,7,0,0,0,2016,4
Frank Gore,2282,HB,1,IND,16,16,68,4.3,1,61.2,63.5,77.1,,25,1.56,17,5,0,0,0,0,2016,4
Carlos Hyde,8692,HB,1,SF,24,15,74,4.9,1,67.4,67.4,75.7,69.8,56,3.73,32,3,4,0,0,0,2016,4
Charles Sims,8704,HB,1,TB,16,15,28,1.9,0,38.1,37.5,24.2,60.0,22,1.47,6,0,0,1,0,0,2016,4
Matt Forte,4358,HB,1,NYJ,14,14,27,1.9,0,52.4,46.9,76.6,,29,2.07,5,2,0,0,0,0,2016,4
T.J. Yeldon,9469,HB,1,JAX,14,14,71,5.1,0,64.4,57.6,25.1,,34,2.43,15,3,3,1,0,0,2016,4
Spencer Ware,7975,HB,1,KC,13,13,82,6.3,0,51.9,54.1,23.3,,84,6.46,46,3,3,1,0,0,2016,4
LeGarrette Blount,5863,HB,1,NE,13,13,54,4.2,0,68.9,67.2,76.1,,39,3.0,16,2,1,0,0,0,2016,4
Devonta Freeman,8738,HB,1,ATL,13,13,57,4.4,1,67.0,67.8,75.9,,17,1.31,19,5,1,0,0,0,2016,4
Orleans Darkwa,9173,HB,1,NYG,12,12,48,4.0,1,51.8,58.6,74.3,60.0,25,2.08,17,3,2,0,0,0,2016,4
Blaine Gabbert,6162,QB,1,SF,28,11,27,2.3,0,47.1,45.8,79.2,60.0,9,0.75,7,3,0,0,0,0,2016,4
Theo Riddick,7980,HB,1,DET,11,11,31,2.8,0,56.5,54.2,75.8,,23,2.09,11,3,2,0,0,0,2016,4
Giovani Bernard,7818,HB,1,CIN,10,10,18,1.8,0,69.6,63.5,74.4,,13,1.3,7,0,1,0,0,0,2016,4
Tevin Coleman,9506,HB,1,ATL,11,8,19,2.4,0,62.6,62.9,73.2,60.0,18,2.25,7,1,2,0,0,0,2016,4
Duke Johnson Jr.,9510,HB,1,CLV,8,8,45,5.6,0,54.4,44.1,23.5,,23,2.88,13,0,2,1,0,0,2016,4
