player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Julius Peppers,1010,ED,1,CAR,34,28,6,0,62.3,50.9,71.7,65.4,,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,4
Terence Newman,1321,CB,1,MIN,32,1,13,18,78.0,61.9,71.6,60.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2017,4
Terrell Suggs,1326,ED,1,BLT,47,21,26,0,56.9,74.9,74.2,47.5,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,1,2017,4
Karlos Dansby,1754,LB,1,ARZ,77,4,27,46,64.5,60.0,81.2,52.1,66.6,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,8.0,5.0,27.0,5.4,26.0,12.0,0.0,0.0,1.0,68.2,0,0,2017,4
Mike Adams,1972,S,1,CAR,69,0,18,51,74.2,67.1,86.9,,70.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,6.0,4.0,30.0,7.5,6.0,17.0,1.0,0.0,2.0,118.1,1,0,2017,4
Adam Jones,2223,CB,1,CIN,15,0,3,12,47.9,60.0,72.8,,46.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2017,4
Thomas Davis Sr.,2231,LB,1,CAR,37,3,16,18,55.0,54.9,75.9,55.0,59.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,4
Derrick Johnson,2232,LB,1,KC,50,3,23,24,59.5,64.6,78.9,55.4,55.5,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,1.0,20.0,20.0,3.0,20.0,0.0,0.0,0.0,118.8,0,0,2017,4
Lorenzo Alexander,2476,ED,1,BUF,64,21,22,21,38.5,42.4,26.6,81.5,29.8,6.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,6.0,89.0,14.8,60.0,39.0,0.0,0.0,0.0,118.8,1,0,2017,4
Ahmad Brooks,2945,ED,1,GB,37,19,18,0,51.5,54.8,70.5,52.6,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,4
Haloti Ngata,2957,DI,1,DET,27,16,10,1,72.3,59.8,,74.8,60.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,4
Johnathan Joseph,2969,CB,1,HST,30,0,13,17,52.4,45.0,29.5,,57.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,28.0,28.0,5.0,28.0,0.0,0.0,1.0,68.8,0,0,2017,4
Frostee Rucker,3036,DI,1,ARZ,54,39,15,0,55.6,53.4,26.7,58.2,,3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,4
Domata Peko Sr.,3068,DI,1,DEN,22,11,11,0,69.4,71.3,67.9,54.2,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,4
Elvis Dumervil,3071,ED,1,SF,28,25,3,0,69.0,60.0,35.4,66.5,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2017,4
Kyle Williams,3079,DI,1,BUF,57,36,21,0,47.0,55.7,69.6,53.1,,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2017,4
Antoine Bethea,3152,S,1,ARZ,49,2,10,37,65.8,61.2,71.4,57.8,64.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,1,0,2017,4
