player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,61.9,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,13
Phil Dawson,422,K,1,ARZ,67.2,1,2,50.0,0,0,,0,0,,0,0,,0,1,0.0,1,1,100.0,2017,13
Matt Bryant,1223,K,1,ATL,53.1,0,0,,0,0,,0,0,,2,2,100.0,1,2,50.0,0,0,,2017,13
Robbie Gould,2607,K,1,SF,64.6,0,0,,0,0,,2,2,100.0,3,3,100.0,0,0,,0,0,,2017,13
Stephen Gostkowski,3063,K,1,NE,69.5,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,1,1,100.0,2017,13
Matt Prater,3471,K,1,DET,45.4,2,3,66.7,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2017,13
Mason Crosby,3809,K,1,GB,64.0,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2017,13
Stephen Hauschka,4655,K,1,BUF,61.6,0,0,,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,13
Ryan Succop,5180,K,1,TEN,51.7,3,3,100.0,0,0,,0,0,,0,0,,1,2,50.0,0,0,,2017,13
Graham Gano,5443,K,1,CAR,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,13
Dan Bailey,6796,K,1,DAL,65.4,5,5,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,13
Kai Forbath,6860,K,1,MIN,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,13
Randy Bullock,7154,K,1,CIN,65.9,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2017,13
Greg Zuerlein,7163,K,1,LA,60.3,2,3,66.7,0,0,,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,2017,13
Blair Walsh,7167,K,1,SEA,67.1,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,13
Giorgio Tavecchio,7278,K,1,OAK,64.9,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,13
Justin Tucker,7604,K,1,BLT,72.8,5,5,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,2017,13
Brandon McManus,8437,K,1,DEN,60.3,0,0,,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,13
Cairo Santos,8932,K,1,CHI,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,13
Chris Boswell,8990,K,1,PIT,73.7,2,2,100.0,0,0,,0,0,,3,3,100.0,0,0,,0,0,,2017,13
Cody Parkey,9030,K,1,MIA,65.5,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,13
Chandler Catanzaro,9140,K,1,NYJ,68.2,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2017,13
Travis Coons,9268,K,1,LAC,50.2,1,1,100.0,0,0,,3,3,100.0,0,1,0.0,1,1,100.0,0,0,,2017,13
Patrick Murray,9389,K,1,TB,64.5,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2017,13
Josh Lambo,10133,K,1,JAX,64.0,1,1,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2017,13
Nick Rose,11091,K,1,WAS,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,13
Wil Lutz,11096,K,1,NO,50.9,4,4,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,0,,2017,13
Ka'imi Fairbairn,11161,K,1,HST,29.7,1,1,100.0,0,0,,1,2,50.0,0,0,,1,2,50.0,0,0,,2017,13
Aldrick Rosas,11331,K,1,NYG,68.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2017,13
Jake Elliott,11908,K,1,PHI,61.9,1,1,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,13
Zane Gonzalez,11979,K,1,CLV,62.5,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,13
Harrison Butker,11988,K,1,KC,51.2,4,4,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,0,,2017,13
