player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Josh Freeman,4940,QB,1,MIN,54,53,20,37.7,190,3.6,0,1,31.7,33.3,,81.2,1,1,3,3,1,40.6,0,10,2013,7
Matthew Stafford,4924,QB,1,DET,51,51,28,54.9,357,7.0,3,0,71.1,69.9,,80.8,0,0,3,3,1,96.6,0,19,2013,7
Peyton Manning,327,QB,1,DEN,53,49,29,59.2,386,7.9,3,1,79.1,79.7,56.7,81.3,4,0,1,1,0,96.1,0,19,2013,7
Tony Romo,1693,QB,1,DAL,50,47,28,59.6,317,6.7,1,2,60.0,63.4,42.0,81.2,2,0,2,0,0,69.2,1,18,2013,7
Tom Brady,698,QB,1,NE,50,46,22,47.8,228,5.0,0,1,43.6,44.1,,32.5,4,0,2,1,0,53.5,0,12,2013,7
Carson Palmer,1317,QB,1,ARZ,54,45,30,66.7,259,5.8,1,2,47.4,48.6,54.2,81.3,7,0,2,2,1,70.5,2,16,2013,7
Mike Glennon,7854,QB,1,TB,48,44,26,59.1,256,5.8,2,0,69.5,68.2,65.9,34.2,3,0,5,0,0,90.7,1,14,2013,7
Brandon Weeden,7028,QB,1,CLV,47,42,17,40.5,149,3.5,1,1,49.6,50.6,54.2,80.4,3,0,6,2,0,48.6,2,9,2013,7
Jake Locker,6160,QB,1,TEN,47,41,25,61.0,326,8.0,2,1,65.5,66.8,59.9,80.1,3,1,3,0,1,92.1,3,13,2013,7
Eli Manning,1722,QB,1,NYG,42,39,23,59.0,200,5.1,1,0,77.1,75.7,62.1,79.7,2,1,3,1,0,81.1,1,15,2013,7
Andrew Luck,7007,QB,1,IND,43,38,21,55.3,228,6.0,3,0,71.4,66.2,77.2,80.1,2,2,3,0,0,99.5,3,13,2013,7
Ryan Tannehill,7014,QB,1,MIA,39,37,19,51.4,194,5.2,3,2,55.0,56.8,50.7,79.7,2,0,1,1,0,71.2,0,12,2013,7
Chad Henne,4371,QB,1,JAX,43,36,23,63.9,318,8.8,0,1,57.1,58.8,52.0,80.3,6,2,2,1,0,80.6,1,12,2013,7
Aaron Rodgers,2241,QB,1,GB,40,36,25,69.4,260,7.2,3,0,81.5,81.4,58.5,79.8,1,1,1,5,0,117.8,3,15,2013,7
Joe Flacco,4332,QB,1,BLT,36,34,24,70.6,215,6.3,1,0,66.9,67.0,64.4,79.0,1,1,0,1,1,97.1,1,11,2013,7
Alex Smith,2218,QB,1,KC,37,34,23,67.6,240,7.1,0,1,59.8,61.9,52.7,79.6,2,0,3,1,1,75.6,1,11,2013,7
Andy Dalton,6187,QB,1,CIN,36,34,24,70.6,372,10.9,3,0,77.3,77.6,55.7,28.3,1,1,1,2,0,135.9,1,16,2013,7
Geno Smith,7820,QB,1,NYJ,39,33,17,51.5,233,7.1,1,1,69.6,66.5,68.1,79.7,4,1,3,0,0,71.9,2,15,2013,7
Thaddeus Lewis,5817,QB,1,BUF,37,32,21,65.6,202,6.3,0,1,56.6,62.6,39.6,40.7,4,0,2,0,1,70.1,1,8,2013,7
Sam Bradford,5526,QB,1,SL,33,30,21,70.0,255,8.5,1,1,92.1,91.7,58.3,78.3,2,0,2,2,0,93.1,1,9,2013,7
Nick Foles,7089,QB,1,PHI,34,29,11,37.9,80,2.8,0,0,29.8,34.9,46.2,78.8,3,0,2,1,1,46.2,2,6,2013,7
Russell Wilson,7077,QB,1,SEA,34,29,18,62.1,235,8.1,3,0,77.1,80.8,55.1,23.8,3,0,1,4,1,122.1,2,14,2013,7
Robert Griffin III,7008,QB,1,WAS,32,29,18,62.1,298,10.3,2,1,78.2,69.1,81.0,79.9,1,0,5,0,0,105.2,2,13,2013,7
Philip Rivers,1725,QB,1,SD,29,26,22,84.6,285,11.0,1,0,76.7,82.7,37.7,77.7,1,1,0,1,1,125.2,2,14,2013,7
Matt Ryan,4317,QB,1,ATL,26,26,20,76.9,273,10.5,3,0,75.9,81.8,49.6,77.6,0,0,0,2,0,148.4,0,11,2013,7
Case Keenum,7323,QB,1,HST,31,25,15,60.0,271,10.8,1,0,61.3,59.6,63.7,20.2,5,0,1,2,0,110.6,1,10,2013,7
Ben Roethlisberger,1732,QB,1,PIT,28,23,17,73.9,160,7.0,1,0,81.6,76.3,76.0,77.4,3,0,2,0,1,107.2,2,8,2013,7
Colin Kaepernick,6188,QB,1,SF,25,21,13,61.9,199,9.5,0,0,61.0,57.5,65.2,78.9,2,0,0,0,0,93.2,2,9,2013,7
Matt Barkley,7880,QB,1,PHI,20,20,11,55.0,129,6.5,0,3,27.3,28.3,,75.6,0,0,3,0,0,35.2,0,8,2013,7
Josh McCown,1085,QB,1,CHI,24,20,14,70.0,204,10.2,1,0,83.2,75.8,79.6,77.1,1,0,1,2,1,119.6,3,11,2013,7
Cam Newton,6153,QB,1,CAR,22,17,15,88.2,204,12.0,1,0,82.5,90.6,52.3,33.1,2,0,1,0,0,136.3,3,10,2013,7
Jay Cutler,2956,QB,1,CHI,9,8,3,37.5,28,3.5,0,1,44.9,45.7,,70.9,1,0,1,0,0,8.3,0,1,2013,7
Kellen Clemens,2994,QB,1,SL,6,4,2,50.0,19,4.8,0,0,42.7,44.0,,15.4,2,0,0,0,0,63.5,0,1,2013,7
