player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Matthew Stafford,4924,QB,1,DET,38,36,27,75.0,262,7.3,2,1,67.4,67.2,57.9,79.0,1,0,0,1,0,101.9,1,16,2018,3
Matt Ryan,4317,QB,1,ATL,41,35,26,74.3,374,10.7,5,0,80.5,81.7,52.8,80.1,3,1,0,2,0,148.1,3,19,2018,3
Mitchell Trubisky,11757,QB,1,CHI,40,35,24,68.6,220,6.3,0,1,40.9,38.7,66.4,29.2,3,0,0,0,1,73.5,2,11,2018,3
Dak Prescott,10769,QB,1,DAL,40,34,19,55.9,168,4.9,1,2,73.3,69.0,73.3,79.3,5,0,1,0,0,54.5,1,9,2018,3
Case Keenum,7323,QB,1,DEN,37,34,22,64.7,192,5.6,0,1,47.5,47.4,,29.1,3,2,1,0,3,67.3,0,8,2018,3
Blake Bortles,8638,QB,1,JAX,40,34,21,61.8,155,4.6,0,0,43.8,42.3,65.6,29.0,3,3,3,1,1,72.5,3,7,2018,3
Sam Darnold,29048,QB,1,NYJ,33,31,15,48.4,169,5.5,0,2,43.5,43.2,,77.9,2,1,0,4,0,38.2,0,9,2018,3
Jimmy Garoppolo,8697,QB,1,SF,36,30,20,66.7,251,8.4,2,0,63.5,58.4,70.8,21.3,4,1,1,0,0,114.7,2,12,2018,3
Philip Rivers,1725,QB,1,LAC,31,30,18,60.0,226,7.5,2,0,75.9,75.1,,77.6,1,1,2,2,0,105.7,0,9,2018,3
Eli Manning,1722,QB,1,NYG,33,29,25,86.2,297,10.2,2,0,86.5,84.7,60.0,27.7,4,1,0,0,0,132.3,0,16,2018,3
Tom Brady,698,QB,1,NE,28,26,14,53.8,133,5.1,1,1,47.5,48.2,58.3,77.3,2,0,2,1,0,65.1,0,4,2018,3
Russell Wilson,7077,QB,1,SEA,28,26,16,61.5,192,7.4,2,0,77.4,78.7,56.3,77.4,2,1,1,2,1,109.8,0,10,2018,3
Cam Newton,6153,QB,1,CAR,27,24,15,62.5,150,6.3,2,0,75.9,78.3,63.2,78.7,1,1,3,0,0,108.0,2,11,2018,3
Baker Mayfield,46518,QB,1,CLV,24,23,17,73.9,201,8.7,0,0,84.3,82.8,60.0,20.5,1,0,3,1,0,100.1,0,8,2018,3
Ryan Tannehill,7014,QB,1,MIA,26,23,17,73.9,289,12.6,3,0,89.3,83.9,74.9,77.8,1,2,1,0,0,155.3,2,12,2018,3
Josh Allen,46601,QB,1,BUF,30,22,15,68.2,196,8.9,1,0,74.4,72.5,66.7,27.9,3,0,2,0,0,111.2,4,9,2018,3
Alex Smith,2218,QB,1,WAS,24,20,12,60.0,220,11.0,2,1,61.0,58.2,63.9,78.0,0,1,0,0,1,110.4,4,9,2018,3
Sam Bradford,5526,QB,1,ARZ,22,19,13,68.4,157,8.3,2,2,37.2,40.5,,16.7,3,0,0,0,0,89.0,0,6,2018,3
Marcus Mariota,9435,QB,1,TEN,24,18,12,66.7,100,5.6,0,0,75.6,74.6,65.3,76.9,1,0,1,1,0,80.8,5,7,2018,3
Tyrod Taylor,6332,QB,1,CLV,18,14,4,28.6,19,1.4,0,0,40.0,43.2,54.6,75.9,3,1,0,4,0,39.6,1,3,2018,3
Josh Rosen,35460,QB,1,ARZ,9,7,4,57.1,36,5.1,0,1,29.6,31.2,58.3,71.9,1,0,0,1,0,31.5,1,3,2018,3
Blaine Gabbert,6162,QB,1,TEN,5,3,1,33.3,8,2.7,0,0,47.3,47.7,,68.0,2,0,0,0,0,42.4,0,1,2018,3
Jacoby Brissett,10725,QB,1,IND,1,1,0,0.0,0,0.0,0,0,59.6,59.7,,60.4,0,0,0,0,0,39.6,0,0,2018,3
JK Scott,38809,P,1,GB,1,1,0,0.0,0,0.0,0,0,60.0,60.0,,,0,0,0,1,0,39.6,0,0,2018,3
Albert Wilson,8943,WR,1,MIA,1,1,1,100.0,52,52.0,1,0,92.7,71.0,,70.1,0,0,0,0,0,158.3,0,1,2018,3
