player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Blake Bortles,8638,QB,1,JAX,54,50,32,64.0,382,7.6,2,3,56.4,58.4,55.2,81.8,1,1,5,0,4,75.6,3,21,2017,16
Eli Manning,1722,QB,1,NYG,48,45,27,60.0,263,5.8,0,2,54.8,56.0,55.3,31.2,2,2,3,1,0,57.9,1,12,2017,16
Andy Dalton,6187,QB,1,CIN,44,41,27,65.9,238,5.8,1,1,62.5,62.7,55.7,80.8,3,0,4,2,0,79.1,0,16,2017,16
Brett Hundley,9580,QB,1,GB,46,40,17,42.5,130,3.3,0,2,62.9,59.1,72.3,80.3,1,0,6,2,0,30.2,4,8,2017,16
Philip Rivers,1725,QB,1,LAC,40,40,22,55.0,290,7.3,1,0,75.4,79.1,49.3,28.7,0,2,2,4,1,86.5,0,14,2017,16
Alex Smith,2218,QB,1,KC,42,39,25,64.1,304,7.8,1,0,91.4,89.6,74.4,80.3,1,1,3,2,0,96.5,2,14,2017,16
Marcus Mariota,9435,QB,1,TEN,43,39,22,56.4,275,7.1,0,1,56.7,52.7,72.6,79.6,1,2,0,2,0,67.8,3,13,2017,16
Nick Foles,7089,QB,1,PHI,40,38,19,50.0,163,4.3,1,1,31.9,32.4,60.0,21.9,2,1,3,3,0,59.4,0,7,2017,16
Jay Cutler,2956,QB,1,MIA,38,38,19,50.0,286,7.5,1,0,45.3,48.9,60.0,28.6,0,1,1,1,0,83.9,0,11,2017,16
Brock Osweiler,7059,QB,1,DEN,46,38,22,57.9,193,5.1,0,1,40.2,44.1,42.8,29.8,4,1,3,2,1,60.5,4,8,2017,16
Tyrod Taylor,6332,QB,1,BUF,46,38,21,55.3,281,7.4,0,0,72.9,73.0,56.8,30.0,6,0,3,1,0,78.9,2,13,2017,16
Joe Flacco,4332,QB,1,BLT,40,38,29,76.3,237,6.2,2,0,72.4,72.1,58.1,79.9,1,2,1,3,0,109.2,1,13,2017,16
Jared Goff,10635,QB,1,LA,40,38,22,57.9,301,7.9,4,0,78.0,79.1,51.8,28.9,1,0,2,3,2,118.4,1,14,2017,16
Kirk Cousins,7102,QB,1,WAS,40,37,19,51.4,299,8.1,3,1,60.8,60.3,59.7,79.6,0,0,1,2,2,94.3,2,14,2017,16
Matt Ryan,4317,QB,1,ATL,42,36,22,61.1,288,8.0,1,1,82.8,79.2,68.3,79.7,5,0,2,1,2,84.0,1,11,2017,16
DeShone Kizer,11807,QB,1,CLV,40,36,18,50.0,182,5.1,0,2,46.2,47.9,52.0,79.0,1,0,0,1,2,41.7,3,8,2017,16
Matthew Stafford,4924,QB,1,DET,38,35,19,54.3,203,5.8,1,1,77.6,75.0,63.9,79.0,2,1,2,1,1,69.1,1,10,2017,16
Drew Stanton,3659,QB,1,ARZ,36,34,20,58.8,209,6.1,2,2,56.0,56.2,60.0,79.0,2,0,3,2,0,71.8,0,12,2017,16
Dak Prescott,10769,QB,1,DAL,41,34,21,61.8,181,5.3,0,2,57.9,59.8,51.3,80.3,4,0,4,1,0,51.2,3,11,2017,16
Jacoby Brissett,10725,QB,1,IND,37,33,16,48.5,215,6.5,1,0,60.1,59.6,59.8,79.3,2,0,3,4,0,79.7,2,13,2017,16
Jimmy Garoppolo,8697,QB,1,SF,32,30,21,70.0,242,8.1,2,1,87.1,83.5,70.0,78.2,1,1,0,3,0,102.4,1,16,2017,16
Ben Roethlisberger,1732,QB,1,PIT,29,29,20,69.0,226,7.8,2,0,87.1,85.3,60.0,77.8,0,0,1,1,0,115.0,0,12,2017,16
Derek Carr,8671,QB,1,OAK,32,29,15,51.7,140,4.8,1,2,37.0,37.8,52.7,27.7,1,0,0,4,0,48.1,2,4,2017,16
Tom Brady,698,QB,1,NE,30,28,21,75.0,224,8.0,2,1,67.8,66.5,61.7,78.2,2,0,0,0,0,106.8,0,13,2017,16
Drew Brees,802,QB,1,NO,29,28,21,75.0,239,8.5,1,1,83.2,84.3,55.0,78.1,1,1,1,2,0,97.2,0,9,2017,16
Bryce Petty,9536,QB,1,NYJ,34,28,15,53.6,119,4.3,0,1,55.0,48.5,79.7,78.6,3,0,1,1,0,49.6,3,8,2017,16
Jameis Winston,9434,QB,1,TB,35,27,21,77.8,367,13.6,1,0,64.4,72.4,47.8,21.6,6,0,1,1,0,131.1,2,12,2017,16
Cam Newton,6153,QB,1,CAR,30,25,16,64.0,160,6.4,0,1,65.0,73.0,49.7,29.5,2,0,0,3,0,65.4,3,9,2017,16
Case Keenum,7323,QB,1,MIN,28,25,14,56.0,139,5.6,1,0,60.1,59.5,66.2,78.4,3,0,1,1,0,85.3,0,9,2017,16
Mitchell Trubisky,11757,QB,1,CHI,32,23,14,60.9,193,8.4,0,0,71.8,75.4,54.0,27.8,5,0,2,0,0,87.8,4,9,2017,16
Russell Wilson,7077,QB,1,SEA,26,21,14,66.7,93,4.4,2,0,68.2,68.0,61.1,78.5,3,1,0,1,0,107.8,2,8,2017,16
T.J. Yates,6304,QB,1,HST,23,16,7,43.8,83,5.2,1,1,25.0,24.6,63.9,19.7,6,1,2,1,0,54.9,1,5,2017,16
Landry Jones,7897,QB,1,PIT,1,1,0,0.0,0,0.0,0,0,53.8,57.2,60.0,66.7,0,0,0,0,0,39.6,0,0,2017,16
Johnny Hekker,7252,P,1,LA,1,1,0,0.0,0,0.0,0,0,45.1,47.5,,60.4,0,0,0,0,0,39.6,0,0,2017,16
Larry Fitzgerald,1724,WR,1,ARZ,1,1,1,100.0,21,21.0,0,0,82.9,68.8,,71.1,0,0,0,0,0,118.8,0,1,2017,16
Taylor Heinicke,9896,QB,1,HST,3,1,1,100.0,10,10.0,0,0,65.1,68.2,58.3,65.5,1,0,0,0,0,108.3,1,1,2017,16
Derek Anderson,2430,QB,1,CAR,1,1,0,0.0,0,0.0,0,0,71.7,70.4,,60.4,0,0,0,0,0,39.6,0,0,2017,16
