player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Jason Campbell,2242,QB,1,CLV,60,56,27,48.2,248,4.4,1,3,46.3,46.6,,38.2,4,1,4,3,1,44.3,0,10,2013,11
Matthew Stafford,4924,QB,1,DET,49,46,19,41.3,362,7.9,2,1,69.7,67.7,66.0,80.7,2,3,5,0,0,74.7,1,15,2013,11
Alex Smith,2218,QB,1,KC,50,45,21,46.7,230,5.1,2,0,70.3,74.1,45.6,51.0,3,4,4,3,0,77.1,2,15,2013,11
Ben Roethlisberger,1732,QB,1,PIT,48,45,29,64.4,367,8.2,4,0,69.8,74.0,44.5,81.2,1,0,5,1,0,119.4,2,18,2013,11
Drew Brees,802,QB,1,NO,44,43,30,69.8,305,7.1,1,1,66.9,68.9,56.7,29.8,1,0,1,4,0,87.8,0,15,2013,11
Carson Palmer,1317,QB,1,ARZ,45,42,30,71.4,419,10.0,2,0,81.4,83.0,49.6,80.3,3,1,0,2,0,119.0,0,16,2013,11
Chad Henne,4371,QB,1,JAX,44,42,27,64.3,255,6.1,1,2,53.3,53.2,,79.8,2,2,1,1,0,69.0,0,9,2013,11
Tom Brady,698,QB,1,NE,42,40,29,72.5,296,7.4,1,1,65.8,66.1,56.6,80.1,2,0,2,1,1,91.3,0,18,2013,11
Peyton Manning,327,QB,1,DEN,40,40,24,60.0,323,8.1,1,0,66.0,66.3,60.0,79.6,0,3,1,0,0,94.1,0,15,2013,11
Matt Ryan,4317,QB,1,ATL,39,36,19,52.8,254,7.1,2,2,53.8,53.8,,79.3,3,1,4,0,0,70.8,0,9,2013,11
Andrew Luck,7007,QB,1,IND,41,36,23,63.9,232,6.4,0,0,66.7,69.8,53.4,80.3,1,0,2,1,1,82.2,4,14,2013,11
Robert Griffin III,7008,QB,1,WAS,43,35,17,48.6,264,7.5,2,1,57.1,56.1,59.9,81.1,4,3,1,0,0,81.1,4,11,2013,11
Eli Manning,1722,QB,1,NYG,40,35,25,71.4,279,8.0,1,1,78.4,74.6,71.4,79.5,4,1,1,1,0,92.4,1,9,2013,11
Ryan Tannehill,7014,QB,1,MIA,41,35,22,62.9,268,7.7,1,1,61.3,62.2,55.1,79.7,4,1,2,2,0,84.0,2,15,2013,11
Scott Tolzien,6749,QB,1,GB,36,34,24,70.6,339,10.0,0,3,80.2,82.5,50.2,78.6,0,0,2,0,1,65.7,2,14,2013,11
Philip Rivers,1725,QB,1,SD,39,34,22,64.7,298,8.8,1,1,64.7,65.8,59.9,79.0,3,1,0,0,1,90.1,2,15,2013,11
Matt McGloin,8374,QB,1,OAK,34,32,18,56.3,197,6.2,3,0,72.7,75.1,49.6,78.8,2,0,1,0,1,105.9,0,8,2013,11
Joe Flacco,4332,QB,1,BLT,38,31,17,54.8,162,5.2,1,2,82.4,83.6,55.2,79.0,3,1,4,0,0,53.4,4,12,2013,11
Colin Kaepernick,6188,QB,1,SF,37,31,17,54.8,127,4.1,2,1,60.0,64.7,47.7,78.7,3,1,2,2,1,72.9,3,8,2013,11
Josh McCown,1085,QB,1,CHI,33,31,19,61.3,216,7.0,1,0,80.0,81.6,50.7,78.7,2,0,2,0,0,92.9,0,10,2013,11
Ryan Fitzpatrick,2467,QB,1,TEN,34,28,22,78.6,222,7.9,1,0,72.3,73.6,55.8,78.3,2,0,3,0,0,111.6,4,11,2013,11
Cam Newton,6153,QB,1,CAR,35,28,19,67.9,209,7.5,3,0,72.8,67.8,73.0,79.2,3,0,0,0,0,125.4,4,14,2013,11
E.J. Manuel,7797,QB,1,BUF,30,28,20,71.4,245,8.8,2,0,63.3,68.5,47.0,78.8,1,1,1,0,0,121.9,1,9,2013,11
Andy Dalton,6187,QB,1,CIN,28,27,13,48.1,93,3.4,3,2,48.8,50.1,52.2,78.0,0,1,2,3,0,62.7,1,4,2013,11
Nick Foles,7089,QB,1,PHI,32,26,17,65.4,298,11.5,0,0,80.0,82.7,58.8,79.6,3,0,1,2,1,104.3,3,13,2013,11
Matt Schaub,1811,QB,1,HST,25,25,12,48.0,155,6.2,0,0,52.2,52.3,,76.6,0,1,0,1,0,67.9,0,6,2013,11
Case Keenum,7323,QB,1,HST,26,24,13,54.2,170,7.1,1,1,60.2,59.6,,25.2,2,0,0,3,0,73.3,0,4,2013,11
Geno Smith,7820,QB,1,NYJ,27,23,8,34.8,103,4.5,0,3,25.3,26.2,59.4,76.8,4,1,2,1,0,10.1,0,3,2013,11
Mike Glennon,7854,QB,1,TB,26,23,20,87.0,231,10.0,2,0,84.8,84.7,58.3,77.2,2,0,0,1,0,137.5,1,11,2013,11
Christian Ponder,6164,QB,1,MIN,26,22,13,59.1,129,5.9,1,2,33.3,37.2,44.0,77.5,2,1,1,2,0,53.0,2,6,2013,11
Russell Wilson,7077,QB,1,SEA,21,18,13,72.2,230,12.8,2,0,96.2,94.9,73.3,76.0,1,1,1,0,0,151.4,2,10,2013,11
Matt Cassel,2447,QB,1,MIN,13,13,5,38.5,78,6.0,1,1,52.8,52.9,,72.8,0,0,0,1,1,52.7,0,4,2013,11
Dominique Davis,7666,QB,1,ATL,7,7,5,71.4,34,4.9,0,0,45.0,45.8,,70.9,0,0,0,0,0,81.8,0,2,2013,11
Matt Simms,7423,QB,1,NYJ,6,6,4,66.7,60,10.0,1,0,47.2,47.6,,69.6,0,1,0,0,0,138.9,0,3,2013,11
Tarvaris Jackson,3009,QB,1,SEA,3,3,1,33.3,6,2.0,0,0,62.8,63.5,59.8,67.4,0,0,1,0,0,42.4,0,0,2013,11
Bobby Rainey Jr.,7511,HB,1,TB,1,1,0,0.0,0,0.0,0,0,92.5,48.6,91.9,80.0,0,0,0,0,0,39.6,0,0,2013,11
Michael Koenen,2682,P,1,TB,1,1,0,0.0,0,0.0,0,0,48.8,54.4,,60.4,0,0,0,0,0,39.6,0,0,2013,11
Mohamed Sanu,7084,WR,1,CIN,1,1,1,100.0,25,25.0,0,0,82.1,80.3,,65.7,0,0,0,0,0,118.8,0,1,2013,11
