player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Andy Dalton,6187,QB,1,CIN,58,51,24,47.1,274,5.4,2,3,43.5,44.0,60.1,82.1,5,4,3,1,1,52.2,2,15,2013,10
Andrew Luck,7007,QB,1,IND,54,47,29,61.7,353,7.5,1,3,50.0,50.9,55.2,38.1,3,1,1,2,0,65.3,4,16,2013,10
Case Keenum,7323,QB,1,HST,48,43,22,51.2,201,4.7,3,0,50.1,54.3,54.2,80.1,3,1,3,4,0,87.5,2,15,2013,10
Ryan Tannehill,7014,QB,1,MIA,44,42,27,64.3,229,5.5,2,1,79.8,79.4,56.8,79.9,2,0,2,1,0,84.3,0,14,2013,10
Drew Brees,802,QB,1,NO,42,41,34,82.9,392,9.6,4,0,87.3,85.2,,79.8,1,1,1,0,1,139.0,0,20,2013,10
Jay Cutler,2956,QB,1,CHI,41,40,21,52.5,250,6.3,1,1,75.2,73.9,,79.3,1,2,2,2,2,69.8,0,12,2013,10
Scott Tolzien,6749,QB,1,GB,41,39,24,61.5,278,7.1,1,2,63.4,60.5,65.6,79.6,1,3,1,0,0,70.2,1,12,2013,10
E.J. Manuel,7797,QB,1,BUF,44,39,22,56.4,155,4.0,1,1,47.5,44.1,74.8,80.0,3,0,2,0,1,63.5,2,11,2013,10
Robert Griffin III,7008,QB,1,WAS,42,37,24,64.9,281,7.6,3,0,84.8,85.4,65.4,80.8,4,0,4,1,0,114.8,1,17,2013,10
Matt Ryan,4317,QB,1,ATL,40,36,23,63.9,172,4.8,1,0,56.7,56.7,58.5,79.7,2,0,3,2,0,84.5,2,11,2013,10
Peyton Manning,327,QB,1,DEN,38,36,25,69.4,330,9.2,4,0,80.2,81.8,50.7,79.0,2,0,3,0,0,135.2,0,17,2013,10
Joe Flacco,4332,QB,1,BLT,42,36,20,55.6,140,3.9,2,2,54.9,55.1,58.3,79.6,5,0,3,0,0,60.0,1,11,2013,10
Matthew Stafford,4924,QB,1,DET,35,35,18,51.4,219,6.3,3,1,73.1,74.4,50.5,78.7,0,3,4,1,0,87.7,0,13,2013,10
Ryan Fitzpatrick,2467,QB,1,TEN,36,33,22,66.7,267,8.1,2,0,67.4,63.6,71.3,28.4,1,2,1,1,0,111.6,2,13,2013,10
Carson Palmer,1317,QB,1,ARZ,33,32,20,62.5,241,7.5,2,1,60.5,63.0,48.7,78.7,1,0,0,1,1,93.4,0,12,2013,10
Cam Newton,6153,QB,1,CAR,37,32,16,50.0,169,5.3,0,1,51.9,63.4,32.8,29.6,3,1,4,2,1,52.7,2,12,2013,10
Ben Roethlisberger,1732,QB,1,PIT,34,30,18,60.0,204,6.8,1,1,63.8,62.8,,78.1,4,0,2,2,0,77.6,0,9,2013,10
Philip Rivers,1725,QB,1,SD,36,29,19,65.5,218,7.5,1,0,56.4,69.2,28.7,29.1,4,1,1,1,1,99.5,3,11,2013,10
Terrelle Pryor Sr.,6944,QB,1,OAK,30,26,11,42.3,122,4.7,0,1,29.8,30.1,55.5,78.6,4,1,4,4,0,40.9,0,4,2013,10
Russell Wilson,7077,QB,1,SEA,30,26,19,73.1,287,11.0,2,0,82.9,82.4,61.4,77.4,1,0,0,0,0,134.6,3,13,2013,10
Tony Romo,1693,QB,1,DAL,27,24,10,41.7,128,5.3,1,0,47.6,47.7,,77.2,3,1,2,2,0,72.9,0,4,2013,10
Chad Henne,4371,QB,1,JAX,26,23,14,60.9,180,7.8,0,2,39.8,41.2,51.3,77.5,3,3,0,0,0,49.2,0,8,2013,10
Colin Kaepernick,6188,QB,1,SF,31,22,11,50.0,91,4.1,0,1,47.7,50.5,55.7,78.0,6,0,5,1,0,42.0,3,4,2013,10
Eli Manning,1722,QB,1,NYG,25,22,12,54.5,140,6.4,1,1,54.4,56.8,49.6,30.1,3,0,2,1,0,70.3,0,8,2013,10
Christian Ponder,6164,QB,1,MIN,23,21,17,81.0,174,8.3,2,1,75.5,77.7,52.5,76.0,1,1,0,0,0,113.1,1,13,2013,10
Mike Glennon,7854,QB,1,TB,25,21,11,52.4,139,6.6,1,1,55.5,60.1,49.7,77.3,2,0,1,0,0,69.3,2,9,2013,10
Nick Foles,7089,QB,1,PHI,23,18,12,66.7,228,12.7,3,0,71.9,70.6,64.5,32.7,3,0,1,0,1,149.3,2,8,2013,10
Kellen Clemens,2994,QB,1,SL,18,16,9,56.3,247,15.4,2,0,62.2,71.2,37.4,27.5,2,0,3,1,0,140.6,0,7,2013,10
Jake Locker,6160,QB,1,TEN,10,9,4,44.4,24,2.7,0,1,32.3,32.7,52.6,23.8,0,0,1,0,0,12.0,1,1,2013,10
Josh McCown,1085,QB,1,CHI,10,9,6,66.7,62,6.9,1,0,87.1,84.8,,71.9,1,0,1,1,0,123.4,0,3,2013,10
Matt Cassel,2447,QB,1,MIN,6,6,4,66.7,47,7.8,0,0,80.0,84.5,56.7,69.9,0,0,0,1,0,90.3,0,2,2013,10
Matt Hasselbeck,408,QB,1,IND,5,5,2,40.0,68,13.6,0,1,45.8,46.8,59.8,69.2,0,0,0,0,0,47.9,0,2,2013,10
Seneca Wallace,1422,QB,1,GB,5,5,5,100.0,25,5.0,0,0,65.0,64.4,,68.0,0,0,0,0,0,87.5,0,2,2013,10
