player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,6,60.0,,,,,53.3,0,0,0,0,0,2018,1
Phil Dawson,422,K,1,ARZ,0,2,0,0,0,0,60.0,60.0,,,,,0,0,0,0,0,2018,1
Sebastian Janikowski,595,K,1,SEA,0,5,0,0,0,6,60.0,60.0,,,,41.9,0,0,0,0,0,2018,1
Julius Peppers,1010,ED,1,CAR,0,0,1,0,1,0,59.9,,,,,,0,0,0,0,0,2018,1
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,3,60.0,,,,,49.3,0,0,0,0,0,2018,1
Benjamin Watson,1753,TE,1,NO,0,0,0,0,0,4,60.3,,,,,,0,0,0,0,0,2018,1
Andy Lee,1906,P,1,ARZ,0,0,0,5,0,0,60.0,,,72.2,,,0,0,0,0,0,2018,1
Mike Adams,1972,S,1,CAR,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2018,1
Don Muhlbach,2130,LS,1,DET,0,0,0,3,0,5,54.6,,,,,,0,0,0,0,0,2018,1
Adam Jones,2223,CB,1,DEN,0,0,6,0,0,0,60.1,,,,62.0,,0,0,0,0,0,2018,1
Derrick Johnson,2232,LB,1,OAK,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2018,1
Mike Nugent,2264,K,1,OAK,0,4,0,0,0,4,60.0,60.0,,,,54.5,0,0,0,0,0,2018,1
Dustin Colquitt,2316,P,1,KC,0,0,0,5,0,6,60.8,,,66.1,,,0,0,0,0,0,2018,1
Darren Sproles,2347,HB,1,PHI,0,0,6,0,0,0,60.4,,,,63.6,,0,0,0,0,0,2018,1
Lorenzo Alexander,2476,LB,1,BUF,0,0,0,8,7,0,90.2,,,,,,0,0,1,2,0,2018,1
John Denney,2561,LS,1,MIA,0,0,0,3,0,5,59.5,,,,,,0,0,0,0,0,2018,1
Robbie Gould,2607,K,1,SF,0,0,0,0,0,4,60.0,,,,,65.3,0,0,0,0,0,2018,1
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,6,0,1,44.5,,,,,,0,0,0,0,0,2018,1
Haloti Ngata,2957,DI,1,PHI,0,0,0,0,3,0,59.2,,,,,,0,0,0,0,0,2018,1
Johnathan Joseph,2969,CB,1,HST,0,0,0,0,5,0,60.1,,,,,,0,0,0,0,0,2018,1
Marcedes Lewis,2973,TE,1,GB,0,0,0,0,0,4,60.2,,,,,,0,0,0,0,0,2018,1
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,8,61.1,,,,,,0,0,0,0,0,2018,1
Frostee Rucker,3036,ED,1,OAK,0,0,0,0,2,4,60.3,,,,,,0,0,0,0,0,2018,1
Stephen Gostkowski,3063,K,1,NE,0,6,0,0,0,5,60.0,60.0,,,,65.8,0,0,0,0,0,2018,1
Domata Peko Sr.,3068,DI,1,DEN,0,0,0,0,6,0,59.9,,,,,,0,0,0,0,0,2018,1
Kyle Williams,3079,DI,1,BUF,0,0,0,0,7,0,59.4,,,,,,0,0,0,0,0,2018,1
Sam Koch,3148,P,1,BLT,0,0,0,5,0,7,60.9,,,58.1,,,0,0,0,0,0,2018,1
Donald Penn,3459,T,1,OAK,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2018,1
Matt Prater,3471,K,1,DET,0,0,0,0,0,5,60.0,,,,,33.2,0,0,0,0,0,2018,1
Leon Hall,3634,CB,1,OAK,0,3,0,0,0,0,60.1,,,,,,0,0,0,0,0,2018,1
Reggie Nelson,3637,S,1,OAK,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2018,1
Joe Staley,3644,T,1,SF,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2018,1
Zak DeOssie,3732,LS,1,NYG,0,0,0,5,0,3,64.2,,,,,,0,0,0,0,0,2018,1
Corey Graham,3784,S,1,PHI,0,4,0,8,0,0,57.8,,,,,,0,0,0,0,0,2018,1
Mason Crosby,3809,K,1,GB,0,5,0,0,0,4,60.0,60.0,,,,66.0,0,0,0,0,0,2018,1
Clark Harris,3859,LS,1,CIN,0,0,0,2,0,6,64.3,,,,,,0,0,0,0,0,2018,1
Chris Long,4316,ED,1,PHI,0,0,0,0,3,0,60.2,,,,,,0,0,0,0,0,2018,1
Dominique Rodgers-Cromartie,4330,CB,1,OAK,0,0,2,0,8,0,60.6,,,,,,0,0,0,0,0,2018,1
Duane Brown,4340,T,1,SEA,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2018,1
DeSean Jackson,4363,WR,1,TB,0,0,1,0,0,0,60.0,,,,60.1,,0,0,0,0,0,2018,1
Calais Campbell,4364,ED,1,JAX,0,0,1,0,3,4,60.3,,,,,,0,0,0,0,0,2018,1
William Hayes,4417,ED,1,MIA,0,0,1,0,0,0,59.8,,,,,,0,0,0,0,0,2018,1
Josh Sitton,4449,G,1,MIA,0,0,0,0,0,5,61.2,,,,,,0,0,0,0,0,2018,1
Orlando Scandrick,4457,CB,1,KC,0,4,3,0,3,0,62.7,,,,,,0,0,0,0,0,2018,1
Matthew Slater,4467,WR,1,NE,4,6,6,6,0,0,47.8,,,,,,0,0,1,0,0,2018,1
Brett Kern,4580,P,1,TEN,0,0,0,4,0,4,60.5,,,67.7,,,0,0,0,0,0,2018,1
Wesley Woodyard,4583,LB,1,TEN,0,0,0,4,0,0,58.7,,,,,,0,0,0,0,0,2018,1
Stephen Hauschka,4655,K,1,BUF,0,2,0,0,0,2,60.0,60.0,,,,49.3,0,0,0,0,0,2018,1
J.J. Jansen,4712,LS,1,CAR,0,0,0,6,0,2,59.8,,,,,,0,0,0,0,0,2018,1
Danny Amendola,4717,WR,1,MIA,1,0,3,0,0,0,59.8,,,,60.7,,0,0,0,0,0,2018,1
Cameron Wake,4907,ED,1,MIA,0,0,1,0,0,0,60.0,,,,,,0,0,0,0,0,2018,1
Darrius Heyward-Bey,4930,WR,1,PIT,0,5,12,7,0,0,39.6,,,,,,1,0,0,0,0,2018,1
Malcolm Jenkins,4937,S,1,PHI,0,4,0,0,3,0,60.1,,,,,,0,0,0,0,0,2018,1
Clay Matthews,4949,ED,1,GB,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2018,1
