player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Antonio Brown,5718,WR,1,PIT,18,14,77.8,185,2,90.7,90.5,80.6,72.7,,13.2,50,3.6,28,11,0,0,0,1,146.5,1,0,2018,16
Davante Adams,8688,WR,1,GB,17,11,64.7,71,1,66.1,67.0,78.7,71.5,,6.5,32,2.9,16,4,0,0,0,1,93.0,0,0,2018,16
Zach Ertz,7816,TE,1,PHI,16,12,75.0,110,2,75.5,76.1,79.4,20.9,66.6,9.2,44,3.7,23,7,0,1,1,1,106.8,0,0,2018,16
Kenny Golladay,11851,WR,1,DET,14,6,42.9,58,0,57.2,59.0,49.2,68.8,,9.7,22,3.7,21,4,1,0,0,0,55.1,2,0,2018,16
JuJu Smith-Schuster,11817,WR,1,PIT,14,11,78.6,115,0,69.5,70.6,79.4,20.9,,10.5,57,5.2,23,5,0,0,1,0,100.9,0,0,2018,16
Christian McCaffrey,11763,HB,1,CAR,13,12,92.3,77,0,79.4,84.9,80.0,79.3,71.7,6.4,74,6.2,14,4,0,0,0,3,91.3,0,0,2018,16
Robby Anderson,11254,WR,1,NYJ,12,9,75.0,140,1,89.0,87.1,57.0,71.6,,15.6,29,3.2,33,7,1,0,0,0,141.0,0,0,2018,16
Adam Humphries,10075,WR,1,TB,12,10,83.3,79,0,75.2,74.9,78.0,71.1,,7.9,32,3.2,16,6,0,0,0,1,94.1,0,0,2018,16
Doug Baldwin,6615,WR,1,SEA,12,7,58.3,126,1,92.1,91.9,75.6,69.5,66.2,18.0,7,1.0,29,6,0,0,0,0,122.2,0,0,2018,16
DeAndre Hopkins,7808,WR,1,HST,12,9,75.0,104,0,87.3,85.1,78.0,71.1,,11.6,10,1.1,18,7,0,0,0,0,100.7,0,0,2018,16
