player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
C.J. Anderson,8101,HB,1,DEN,30,27,167,6.2,1,79.7,78.5,83.5,60.0,59,2.19,26,9,6,0,0,0,2014,12
Eddie Lacy,7842,HB,1,GB,28,25,125,5.0,1,90.3,86.3,78.9,60.0,69,2.76,16,10,5,0,0,0,2014,12
DeMarco Murray,6223,HB,1,DAL,25,24,121,5.0,0,64.0,64.7,78.4,60.0,50,2.08,18,5,3,0,0,0,2014,12
Matt Forte,4358,HB,1,CHI,23,23,89,3.9,2,60.5,64.9,78.8,,54,2.35,13,4,4,0,0,0,2014,12
Justin Forsett,4547,HB,1,BLT,24,22,182,8.3,2,86.0,83.0,77.9,60.0,100,4.55,38,9,5,0,0,0,2014,12
LeSean McCoy,4976,HB,1,PHI,21,21,130,6.2,1,63.0,65.5,77.9,,83,3.95,53,5,3,0,1,0,2014,12
Alfred Morris,7165,HB,1,WAS,24,21,125,6.0,1,65.5,64.6,77.8,60.0,79,3.76,30,7,6,0,0,0,2014,12
Jamaal Charles,4387,HB,1,KC,20,19,80,4.2,0,71.2,70.9,33.4,60.0,29,1.53,11,3,4,1,0,0,2014,12
Rashad Jennings,5174,HB,1,NYG,20,19,52,2.7,0,50.1,45.4,27.9,60.0,39,2.05,12,2,3,0,1,0,2014,12
Joique Bell,5797,HB,1,DET,20,19,48,2.5,0,56.2,55.8,77.0,60.0,38,2.0,6,2,1,0,0,0,2014,12
Jeremy Hill,8690,HB,1,CIN,19,18,87,4.8,1,55.9,53.4,76.7,60.0,34,1.89,30,4,1,0,0,0,2014,12
Giovani Bernard,7818,HB,1,CIN,21,17,45,2.6,0,68.0,61.5,76.9,60.0,40,2.35,19,1,2,0,0,0,2014,12
Tre Mason,8710,HB,1,SL,19,16,69,4.3,0,66.3,66.0,76.0,60.0,53,3.31,21,3,4,0,0,0,2014,12
Alfred Blue,8816,HB,1,HST,17,16,46,2.9,0,58.9,56.3,76.4,60.0,30,1.88,9,2,2,0,0,0,2014,12
Jerick McKinnon,8731,HB,1,MIN,15,15,54,3.6,0,68.7,70.9,76.1,,31,2.07,10,3,1,0,0,0,2014,12
Marshawn Lynch,3628,HB,1,SEA,20,15,39,2.6,0,72.5,64.6,76.1,60.0,39,2.6,13,2,3,0,0,0,2014,12
