player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,81.1,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,2,2,100.0,2017,5
Phil Dawson,422,K,1,ARZ,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2017,5
Robbie Gould,2607,K,1,SF,67.5,2,2,100.0,0,0,,1,1,100.0,0,0,,2,2,100.0,0,0,,2017,5
Nick Novak,2726,K,1,LAC,64.4,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2017,5
Stephen Gostkowski,3063,K,1,NE,69.5,1,1,100.0,0,0,,2,2,100.0,0,0,,2,2,100.0,0,0,,2017,5
Matt Prater,3471,K,1,DET,64.3,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,5
Nick Folk,3794,K,1,TB,27.0,2,2,100.0,0,0,,0,0,,0,1,0.0,0,1,0.0,0,1,0.0,2017,5
Mason Crosby,3809,K,1,GB,40.3,2,4,50.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,5
Stephen Hauschka,4655,K,1,BUF,73.0,1,1,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,0,0,,2017,5
Connor Barth,4777,K,1,CHI,60.4,1,1,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,5
Ryan Succop,5180,K,1,TEN,64.8,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,5
Graham Gano,5443,K,1,CAR,51.0,3,3,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,0,1,0.0,2017,5
Dan Bailey,6796,K,1,DAL,66.9,4,4,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,5
Kai Forbath,6860,K,1,MIN,72.2,2,2,100.0,0,0,,2,2,100.0,0,0,,0,0,,0,0,,2017,5
Randy Bullock,7154,K,1,CIN,64.0,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2017,5
Greg Zuerlein,7163,K,1,LA,45.7,1,1,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,0,,2017,5
Blair Walsh,7167,K,1,SEA,71.3,1,1,100.0,0,0,,0,0,,1,1,100.0,2,2,100.0,0,0,,2017,5
Giorgio Tavecchio,7278,K,1,OAK,63.5,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,5
Justin Tucker,7604,K,1,BLT,66.4,3,3,100.0,0,0,,2,2,100.0,0,0,,1,1,100.0,0,0,,2017,5
Chris Boswell,8990,K,1,PIT,62.5,0,0,,0,0,,2,2,100.0,1,1,100.0,0,0,,0,0,,2017,5
Cody Parkey,9030,K,1,MIA,46.7,1,2,50.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,5
Chandler Catanzaro,9140,K,1,NYJ,67.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2017,5
Jason Myers,10207,K,1,JAX,51.8,3,4,75.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,5
Ka'imi Fairbairn,11161,K,1,HST,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,5
Aldrick Rosas,11331,K,1,NYG,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,5
Jake Elliott,11908,K,1,PHI,65.8,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,0,,2017,5
Zane Gonzalez,11979,K,1,CLV,34.9,2,2,100.0,0,0,,0,0,,0,1,0.0,0,0,,0,1,0.0,2017,5
Harrison Butker,11988,K,1,KC,72.1,3,3,100.0,0,0,,0,0,,2,2,100.0,3,3,100.0,0,0,,2017,5
