player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Phil Dawson,422,K,1,ARZ,54.4,0,0,,0,0,,0,0,,0,1,0.0,0,0,,0,0,,2017,7
Matt Bryant,1223,K,1,ATL,44.7,1,1,100.0,0,0,,0,0,,0,2,0.0,0,0,,0,0,,2017,7
Robbie Gould,2607,K,1,SF,63.9,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2017,7
Nick Novak,2726,K,1,LAC,63.5,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,7
Stephen Gostkowski,3063,K,1,NE,64.6,2,2,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,0,,2017,7
Mason Crosby,3809,K,1,GB,58.0,2,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,1,0.0,2017,7
Stephen Hauschka,4655,K,1,BUF,63.6,3,3,100.0,0,0,,1,1,100.0,1,1,100.0,0,1,0.0,1,1,100.0,2017,7
Connor Barth,4777,K,1,CHI,62.7,2,2,100.0,1,1,100.0,0,0,,0,0,,0,0,,0,1,0.0,2017,7
Ryan Succop,5180,K,1,TEN,67.8,0,0,,0,0,,1,1,100.0,0,0,,3,3,100.0,0,1,0.0,2017,7
Graham Gano,5443,K,1,CAR,60.5,0,0,,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,7
Dan Bailey,6796,K,1,DAL,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,7
Kai Forbath,6860,K,1,MIN,62.6,0,1,0.0,0,0,,0,0,,2,2,100.0,2,2,100.0,2,2,100.0,2017,7
Randy Bullock,7154,K,1,CIN,62.3,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,7
Greg Zuerlein,7163,K,1,LA,69.9,3,3,100.0,0,0,,1,1,100.0,2,2,100.0,0,0,,1,1,100.0,2017,7
Blair Walsh,7167,K,1,SEA,64.9,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,7
Giorgio Tavecchio,7278,K,1,OAK,60.0,4,4,100.0,0,0,,1,1,100.0,0,0,,0,1,0.0,0,1,0.0,2017,7
Justin Tucker,7604,K,1,BLT,82.7,1,1,100.0,0,0,,0,0,,0,0,,2,2,100.0,1,1,100.0,2017,7
Jeff Heath,8396,S,1,DAL,45.4,2,3,66.7,0,0,,0,0,,0,0,,0,0,,0,0,,2017,7
Chris Boswell,8990,K,1,PIT,68.9,2,2,100.0,0,0,,3,3,100.0,0,0,,2,2,100.0,0,0,,2017,7
Cody Parkey,9030,K,1,MIA,73.7,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2017,7
Chandler Catanzaro,9140,K,1,NYJ,64.5,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2017,7
Patrick Murray,9389,K,1,TB,68.8,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,2017,7
Josh Lambo,10133,K,1,JAX,66.7,3,3,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2017,7
Nick Rose,11091,K,1,WAS,64.1,3,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2017,7
Wil Lutz,11096,K,1,NO,66.2,2,3,66.7,0,0,,1,1,100.0,0,0,,1,1,100.0,0,0,,2017,7
Aldrick Rosas,11331,K,1,NYG,47.5,1,1,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2017,7
Jake Elliott,11908,K,1,PHI,59.0,4,4,100.0,0,0,,0,0,,0,0,,1,2,50.0,1,1,100.0,2017,7
Zane Gonzalez,11979,K,1,CLV,80.6,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,2017,7
Harrison Butker,11988,K,1,KC,70.6,3,3,100.0,0,0,,0,0,,2,2,100.0,0,0,,1,1,100.0,2017,7
