player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Derrick Henry,10679,HB,1,TEN,35,28,51,1.8,0,64.7,63.3,79.4,60.0,75,2.68,13,3,4,0,0,0,2017,17
Ezekiel Elliott,10638,HB,1,DAL,28,27,103,3.8,0,62.8,59.9,79.2,60.0,105,3.89,25,5,5,0,0,0,2017,17
Dion Lewis,6301,HB,1,NE,28,26,93,3.6,1,61.4,55.1,79.3,60.0,47,1.81,17,7,4,0,0,0,2017,17
Frank Gore,2282,HB,1,IND,26,24,100,4.2,0,75.1,74.2,78.6,60.0,61,2.54,16,7,3,0,0,0,2017,17
Kerwynn Williams,8013,HB,1,ARZ,23,23,75,3.3,0,68.3,67.1,78.1,,63,2.74,9,4,2,0,0,0,2017,17
Jamaal Williams,11889,HB,1,GB,24,22,82,3.7,0,54.6,62.9,78.1,60.0,39,1.77,14,3,1,0,0,0,2017,17
Latavius Murray,7962,HB,1,MIN,24,20,111,5.6,2,72.8,73.3,77.5,60.0,56,2.8,22,7,5,0,1,0,2017,17
Alex Collins,10805,HB,1,BLT,21,20,78,3.9,1,80.5,88.0,77.4,60.0,80,4.0,17,5,3,0,0,0,2017,17
Orleans Darkwa,9173,HB,1,NYG,20,20,154,7.7,1,57.5,62.8,77.1,,112,5.6,75,4,4,0,0,0,2017,17
Leonard Fournette,11759,HB,1,JAX,20,19,69,3.6,0,64.7,58.9,26.3,60.0,47,2.47,9,3,0,1,0,0,2017,17
Marshawn Lynch,3628,HB,1,OAK,20,19,101,5.3,0,65.9,70.9,77.1,60.0,79,4.16,19,6,6,0,0,0,2017,17
C.J. Anderson,8101,HB,1,DEN,18,18,61,3.4,0,66.9,67.7,76.5,,30,1.67,10,4,1,0,0,0,2017,17
Joe Mixon,11803,HB,1,CIN,19,18,96,5.3,0,74.7,72.4,25.0,60.0,52,2.89,17,3,3,1,0,0,2017,17
Alfred Blue,8816,HB,1,HST,18,18,39,2.2,1,65.2,59.7,77.2,,32,1.78,8,2,1,0,0,0,2017,17
Stevan Ridley,6225,HB,1,PIT,19,17,80,4.7,1,70.3,69.9,76.2,60.0,58,3.41,21,5,2,0,0,0,2017,17
Melvin Gordon III,9448,HB,1,LAC,19,17,93,5.5,0,69.8,72.1,26.2,60.0,69,4.06,17,5,6,1,0,0,2017,17
Peyton Barber,10927,HB,1,TB,19,17,71,4.2,1,56.2,55.6,25.3,60.0,31,1.82,8,5,1,1,0,0,2017,17
Isaiah Crowell,9295,HB,1,CLV,16,15,21,1.4,0,57.9,61.4,75.5,60.0,22,1.47,7,0,0,0,1,0,2017,17
Wayne Gallman,11895,HB,1,NYG,15,15,89,5.9,0,65.9,77.4,23.9,,46,3.07,24,4,5,1,0,0,2017,17
Carlos Hyde,8692,HB,1,SF,18,15,88,5.9,2,80.1,85.8,24.4,60.0,47,3.13,16,5,4,1,0,0,2017,17
Malcolm Brown,9902,HB,1,LA,17,14,54,3.9,0,57.7,64.3,76.0,60.0,36,2.57,20,2,2,0,0,0,2017,17
Anthony Sherman,6288,FB,1,KC,20,14,40,2.9,1,55.9,58.6,75.8,60.4,17,1.21,9,5,0,0,0,0,2017,17
Kenyan Drake,10707,HB,1,MIA,15,14,75,5.4,0,60.8,65.1,76.0,60.0,59,4.21,32,3,2,0,2,1,2017,17
Mark Ingram II,6180,HB,1,NO,15,13,35,2.7,0,61.5,57.9,75.6,60.0,21,1.62,10,3,1,0,0,0,2017,17
Bilal Powell,6278,HB,1,NYJ,14,13,46,3.5,0,58.7,57.5,74.9,60.0,17,1.31,24,1,0,0,0,0,2017,17
Jerick McKinnon,8731,HB,1,MIN,12,12,44,3.7,0,59.0,56.7,74.9,72.4,33,2.75,14,1,3,0,0,0,2017,17
Kapri Bibbs,8906,HB,1,WAS,14,12,47,3.9,0,64.3,62.3,77.3,60.0,25,2.08,16,2,1,0,0,0,2017,17
Matt Breida,12271,HB,1,SF,12,12,72,6.0,0,65.8,71.0,74.5,,46,3.83,15,4,6,0,0,0,2017,17
Devonta Freeman,8738,HB,1,ATL,11,11,23,2.1,0,74.5,58.8,75.9,,32,2.91,5,0,1,0,0,0,2017,17
Tevin Coleman,9506,HB,1,ATL,14,11,23,2.1,0,50.0,47.9,74.4,60.0,26,2.36,6,2,1,0,0,0,2017,17
Cam Newton,6153,QB,1,CAR,20,7,59,5.4,0,45.8,50.6,31.5,60.0,26,2.36,17,3,2,2,0,0,2017,17
LeSean McCoy,4976,HB,1,BUF,11,11,10,0.9,0,67.5,55.5,74.4,60.0,11,1.0,5,1,3,0,0,0,2017,17
Marcus Mariota,9435,QB,1,TEN,35,6,60,6.0,0,60.3,57.1,27.9,60.0,27,2.7,15,4,2,1,1,0,2017,17
Giovani Bernard,7818,HB,1,CIN,11,10,52,5.2,0,74.5,69.9,74.9,60.0,27,2.7,21,2,2,0,0,0,2017,17
Mike Davis,9559,HB,1,SEA,12,10,48,4.8,0,55.2,61.8,73.9,59.8,44,4.4,33,2,3,0,0,0,2017,17
Jordan Howard,10784,HB,1,CHI,12,9,9,1.0,0,57.5,57.8,73.1,60.0,12,1.33,4,0,1,0,0,0,2017,17
Tion Green,12185,HB,1,DET,9,9,21,2.3,0,53.9,53.0,73.4,,16,1.78,10,2,1,0,0,0,2017,17
Brandon Bolden,7469,HB,1,NE,10,9,46,5.1,0,56.0,61.6,73.1,60.0,30,3.33,20,2,2,0,0,0,2017,17
Alvin Kamara,11822,HB,1,NO,10,9,44,4.9,1,82.0,75.9,77.0,60.0,37,4.11,19,3,2,0,0,0,2017,17
LeGarrette Blount,5863,HB,1,PHI,10,9,37,4.1,0,63.7,60.9,73.1,60.0,20,2.22,9,3,1,0,0,0,2017,17
Lamar Miller,7097,HB,1,HST,8,8,37,4.6,0,57.1,56.5,72.1,,21,2.63,16,1,0,0,0,0,2017,17
Elijhaa Penny,11300,HB,1,ARZ,9,8,39,4.9,1,73.4,71.2,72.1,60.0,23,2.88,11,3,1,0,0,0,2017,17
Ameer Abdullah,9487,HB,1,DET,9,8,18,2.3,1,52.1,50.6,73.3,60.0,13,1.63,7,1,0,0,0,0,2017,17
Tyrod Taylor,6332,QB,1,BUF,29,3,27,3.9,0,70.1,57.1,79.3,60.0,8,1.14,18,2,2,0,0,0,2017,17
Branden Oliver,9286,HB,1,LAC,10,7,13,1.9,0,68.3,67.5,71.9,60.0,13,1.86,11,2,1,0,0,0,2017,17
Marlon Mack,11898,HB,1,IND,8,7,28,4.0,1,74.0,74.0,72.3,60.0,29,4.14,12,2,2,0,0,0,2017,17
Patrick Mahomes,11765,QB,1,KC,22,5,10,1.4,0,72.6,48.7,80.0,60.0,5,0.71,5,0,0,0,0,0,2017,17
Marcus Murphy,9663,HB,1,BUF,7,7,41,5.9,0,57.0,52.6,73.6,,30,4.29,25,2,1,0,0,0,2017,17
Mike Tolbert,4740,HB,1,BUF,11,7,39,5.6,0,64.1,64.2,71.9,60.0,27,3.86,16,2,1,0,0,0,2017,17
Duke Johnson Jr.,9510,HB,1,CLV,6,6,20,3.3,1,63.0,68.1,21.4,,5,0.83,10,3,1,1,0,0,2017,17
Christian McCaffrey,11763,HB,1,CAR,13,6,14,2.3,0,52.4,69.2,72.8,59.1,11,1.83,8,1,1,0,0,0,2017,17
Lance Dunbar,7332,HB,1,LA,9,6,20,3.3,1,55.3,54.3,71.1,60.0,8,1.33,8,2,0,0,0,0,2017,17
DeShone Kizer,11807,QB,1,CLV,22,1,61,10.2,0,58.5,83.5,79.7,60.0,28,4.67,20,3,2,0,1,0,2017,17
Fitzgerald Toussaint,9244,HB,1,PIT,9,5,22,4.4,0,62.4,65.4,72.8,60.0,12,2.4,7,1,0,0,0,0,2017,17
Russell Wilson,7077,QB,1,SEA,19,2,36,7.2,0,58.2,51.4,23.2,60.0,12,2.4,31,1,0,2,0,0,2017,17
Cameron Artis-Payne,9607,HB,1,CAR,9,5,16,3.2,0,52.4,54.3,69.7,58.2,7,1.4,12,1,0,0,0,0,2017,17
Javorius Allen,9558,HB,1,BLT,6,5,37,7.4,0,66.3,77.9,69.7,62.1,14,2.8,19,2,1,0,0,0,2017,17
De'Angelo Henderson Sr.,11958,HB,1,DEN,5,5,15,3.0,0,69.6,67.3,72.4,,6,1.2,5,2,1,0,0,0,2017,17
Jameis Winston,9434,QB,1,TB,23,0,32,6.4,1,53.6,61.2,81.4,60.0,2,0.4,17,2,0,0,0,0,2017,17
Jacoby Brissett,10725,QB,1,IND,33,2,18,3.6,0,65.1,63.1,78.1,60.0,12,2.4,15,1,1,0,0,0,2017,17
David Fales,8818,QB,1,MIA,18,1,8,2.0,1,53.2,44.7,80.6,60.0,8,2.0,3,1,1,0,1,0,2017,17
J.D. McKissic,11047,HB,1,SEA,4,4,9,2.3,0,72.9,67.0,70.6,,10,2.5,7,0,0,0,0,0,2017,17
Theo Riddick,7980,HB,1,DET,4,4,10,2.5,0,55.6,51.7,70.0,,7,1.75,3,1,0,0,0,0,2017,17
Wendell Smallwood,10787,HB,1,PHI,4,4,6,1.5,0,66.8,65.2,71.4,,10,2.5,5,1,0,0,0,0,2017,17
Elijah McGuire,11943,HB,1,NYJ,4,4,-6,-1.5,0,51.7,49.2,71.7,,3,0.75,3,0,0,0,0,0,2017,17
T.J. Yeldon,9469,HB,1,JAX,4,4,5,1.3,0,46.2,46.1,69.4,,7,1.75,4,0,0,0,0,0,2017,17
Akeem Hunt,9839,HB,1,KC,5,4,25,6.3,0,58.8,72.8,69.4,60.0,14,3.5,11,1,1,0,0,0,2017,17
Tavon Austin,7789,WR,1,LA,13,4,24,6.0,0,63.8,69.9,70.6,57.4,21,5.25,8,0,2,0,0,0,2017,17
Doug Martin,7035,HB,1,TB,3,3,-3,-1.0,0,52.7,54.4,67.2,,1,0.33,1,0,0,0,0,0,2017,17
Devontae Booker,10770,HB,1,DEN,3,3,21,7.0,0,67.1,65.1,68.2,,8,2.67,14,1,0,0,0,0,2017,17
Matt Ryan,4317,QB,1,ATL,24,1,14,4.7,0,78.3,66.7,80.3,60.3,17,5.67,13,1,1,0,0,0,2017,17
Thomas Rawls,9993,HB,1,SEA,3,3,8,2.7,0,57.3,58.3,69.0,,6,2.0,5,0,0,0,1,0,2017,17
Brandin Cooks,8655,WR,1,NE,34,3,8,2.7,0,66.2,55.1,70.9,62.1,2,0.67,12,1,0,0,0,0,2017,17
Eli Manning,1722,QB,1,NYG,44,3,-4,-1.3,0,48.7,60.5,78.5,60.0,0,0.0,0,0,0,1,0,0,2017,17
Brett Hundley,9580,QB,1,GB,26,2,15,5.0,0,50.4,46.3,27.8,60.0,0,0.0,6,1,0,1,1,0,2017,17
