player,player_id,position,player_game_count,team_name,snap_counts_kickoff_return,snap_counts_kickoff,snap_counts_punt_return,snap_counts_punt_coverage,snap_counts_field_goal_blocking,snap_counts_field_goal,grades_misc_st,grades_kickoff_kicker,grades_kick_return,grades_punter,grades_punt_return,grades_fgep_kicker,penalties,declined_penalties,tackles,assists,missed_tackles,season,week
Adam Vinatieri,226,K,1,IND,0,0,0,0,0,6,60.0,,,,,65.1,0,0,0,0,0,2018,6
Phil Dawson,422,K,1,ARZ,0,4,0,0,0,3,60.0,60.0,,,,63.1,0,0,0,0,0,2018,6
Sebastian Janikowski,595,K,1,SEA,0,5,0,0,0,5,60.0,60.0,,,,66.8,0,0,0,0,0,2018,6
Julius Peppers,1010,ED,1,CAR,0,0,1,0,4,0,59.8,,,,,,0,0,0,0,0,2018,6
Matt Bryant,1223,K,1,ATL,0,0,0,0,0,6,60.0,,,,,78.7,0,0,0,0,0,2018,6
Andy Lee,1906,P,1,ARZ,0,0,0,6,0,3,60.5,,,65.2,,,0,0,0,0,0,2018,6
Donnie Jones,1939,,1,LAC,0,0,0,5,0,6,60.8,,,54.8,,,0,0,0,0,0,2018,6
Mike Adams,1972,S,1,CAR,0,0,1,0,5,0,60.0,,,,,,0,0,0,0,0,2018,6
Thomas Davis Sr.,2231,LB,1,CAR,0,0,0,0,5,0,59.7,,,,,,0,0,0,0,0,2018,6
Dustin Colquitt,2316,P,1,KC,0,0,0,1,0,8,60.8,,,60.0,,,0,0,0,0,0,2018,6
Lorenzo Alexander,2476,LB,1,BUF,0,0,0,7,4,0,58.6,,,,,,0,0,0,0,0,2018,6
John Denney,2561,LS,1,MIA,0,0,0,4,0,5,64.5,,,,,,0,0,0,0,0,2018,6
Robbie Gould,2607,K,1,SF,0,0,0,0,0,6,60.0,,,,,71.7,0,0,0,0,0,2018,6
L.P. Ladouceur,2687,LS,1,DAL,0,0,0,4,0,9,61.6,,,,,,0,0,0,0,0,2018,6
Johnathan Joseph,2969,CB,1,HST,0,0,0,0,2,0,60.1,,,,,,0,0,0,0,0,2018,6
Marcedes Lewis,2973,TE,1,GB,0,0,0,0,0,7,60.5,,,,,,0,0,0,0,0,2018,6
Andrew Whitworth,3000,T,1,LA,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2018,6
Stephen Gostkowski,3063,K,1,NE,0,9,0,0,0,9,60.1,59.9,,,,79.1,0,0,0,0,0,2018,6
Domata Peko Sr.,3068,DI,1,DEN,0,0,0,0,6,0,60.4,,,,,,0,0,0,0,0,2018,6
Kyle Williams,3079,DI,1,BUF,0,0,0,0,4,0,59.1,,,,,,0,0,0,0,0,2018,6
Sam Koch,3148,P,1,BLT,0,0,0,4,0,3,60.4,,,64.7,,,0,0,0,0,0,2018,6
Tramon Williams,3558,S,1,GB,0,0,3,0,0,0,60.0,,,,61.4,,0,0,0,0,0,2018,6
Reggie Nelson,3637,S,1,OAK,0,1,2,0,0,0,67.7,,,,,,0,0,1,0,0,2018,6
Joe Staley,3644,T,1,SF,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2018,6
Zak DeOssie,3732,LS,1,NYG,0,0,0,5,0,4,52.5,,,,,,0,0,0,0,1,2018,6
Mason Crosby,3809,K,1,GB,0,7,0,0,0,7,60.0,60.5,,,,77.1,0,0,0,0,0,2018,6
Clark Harris,3859,LS,1,CIN,0,0,0,6,0,3,60.2,,,,,,0,0,0,0,0,2018,6
Dominique Rodgers-Cromartie,4330,CB,1,OAK,4,2,1,1,5,0,60.2,,,,,,0,0,0,0,0,2018,6
Duane Brown,4340,T,1,SEA,0,0,0,0,0,5,60.8,,,,,,0,0,0,0,0,2018,6
DeSean Jackson,4363,WR,1,TB,0,0,2,0,0,0,60.0,,,,61.1,,0,0,0,0,0,2018,6
Calais Campbell,4364,ED,1,JAX,0,0,1,0,8,1,59.5,,,,,,0,0,0,0,0,2018,6
Matthew Slater,4467,WR,1,NE,9,9,1,0,0,0,30.0,,,,,,0,0,1,0,1,2018,6
Brett Kern,4580,P,1,TEN,0,0,0,9,0,0,60.1,,,60.2,,,0,0,0,0,0,2018,6
Chris Clark,4623,T,1,CAR,0,0,0,0,0,2,60.0,,,,,,0,0,0,0,0,2018,6
Stephen Hauschka,4655,K,1,BUF,0,4,0,0,0,3,60.0,60.0,,,,67.6,0,0,0,0,0,2018,6
J.J. Jansen,4712,LS,1,CAR,0,0,0,3,0,2,63.2,,,,,,0,0,0,0,0,2018,6
Danny Amendola,4717,WR,1,MIA,0,0,1,0,0,0,60.0,,,,60.0,,0,0,0,0,0,2018,6
Andre Smith,4929,T,1,ARZ,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2018,6
Malcolm Jenkins,4937,S,1,PHI,0,0,0,5,4,0,57.7,,,,,,0,0,0,0,0,2018,6
Ziggy Hood,4955,DI,1,WAS,0,0,0,0,2,0,59.6,,,,,,0,0,0,0,0,2018,6
Patrick Chung,4957,S,1,NE,0,9,0,0,8,0,55.8,,,,,,0,0,1,0,0,2018,6
Michael Johnson,4993,ED,1,CIN,0,0,0,0,4,0,59.7,,,,,,0,0,0,0,0,2018,6
Kevin Huber,5066,P,1,CIN,0,0,0,6,0,3,47.7,,,57.7,,,0,0,0,0,0,2018,6
Jason McCourty,5127,CB,1,NE,0,1,0,0,8,0,60.0,,,,,,0,0,0,0,0,2018,6
Julian Edelman,5156,WR,1,NE,0,0,1,0,0,0,60.0,,,,60.0,,0,0,0,0,0,2018,6
Clinton McDonald,5173,DI,1,OAK,0,0,0,0,5,0,59.6,,,,,,0,0,0,0,0,2018,6
Ryan Succop,5180,K,1,TEN,0,1,0,0,0,0,60.0,60.0,,,,,0,0,0,0,0,2018,6
Britton Colquitt,5192,P,1,CLV,0,0,0,6,0,2,60.3,,,67.0,,,0,0,0,0,0,2018,6
Ramon Foster,5229,G,1,PIT,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2018,6
Steve McLendon,5232,DI,1,NYJ,0,0,0,0,6,0,59.9,,,,,,0,0,0,0,0,2018,6
Ramon Humber,5310,LB,1,BUF,5,4,5,7,0,0,69.9,,,,,,0,0,1,0,0,2018,6
Evan Smith,5390,G,1,TB,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2018,6
Demar Dotson,5410,T,1,TB,0,0,0,0,0,4,60.2,,,,,,0,0,0,0,0,2018,6
Jermey Parnell,5426,T,1,JAX,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2018,6
Garrison Sanborn,5430,LS,1,TB,0,0,0,2,0,4,58.1,,,,,,0,0,0,0,0,2018,6
Graham Gano,5443,K,1,CAR,0,4,0,0,0,2,60.0,60.0,,,,44.4,0,0,0,0,0,2018,6
Nick Sundberg,5512,LS,1,WAS,0,0,0,4,0,5,64.5,,,,,,0,0,0,0,0,2018,6
Ndamukong Suh,5527,DI,1,LA,0,0,1,0,4,0,60.1,,,,,,0,0,0,0,0,2018,6
Joe Haden,5532,CB,1,PIT,0,0,6,0,3,0,60.0,,,,,,0,0,0,0,0,2018,6
Tyson Alualu,5535,DI,1,PIT,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2018,6
Brandon Graham,5538,ED,1,PHI,0,0,0,0,4,0,60.2,,,,,,0,0,0,0,0,2018,6
Mike Iupati,5542,G,1,ARZ,0,0,0,0,0,2,60.2,,,,,,0,0,0,0,0,2018,6
Kareem Jackson,5545,CB,1,HST,0,0,0,0,1,0,60.0,,,,,,0,0,0,0,0,2018,6
Jermaine Gresham,5546,TE,1,ARZ,0,0,0,0,0,1,60.0,,,,,,0,0,0,0,0,2018,6
Bryan Bulaga,5548,T,1,GB,0,0,0,0,0,4,60.4,,,,,,0,0,0,0,0,2018,6
Devin McCourty,5552,S,1,NE,0,8,0,0,8,0,64.3,,,,,,0,0,1,0,0,2018,6
Rodger Saffold,5558,G,1,LA,0,0,0,0,0,4,60.6,,,,,,0,0,0,0,0,2018,6
Linval Joseph,5571,DI,1,MIN,0,0,1,0,3,0,59.8,,,,,,0,0,0,0,0,2018,6
Carlos Dunlap,5579,ED,1,CIN,0,0,0,0,4,0,59.7,,,,,,0,0,0,0,0,2018,6
Vladimir Ducasse,5586,G,1,BUF,0,0,0,0,0,2,60.2,,,,,,0,0,0,0,0,2018,6
Earl Mitchell,5605,DI,1,SF,0,0,0,0,7,0,58.6,,,,,,0,0,0,0,0,2018,6
Corey Peters,5607,DI,1,ARZ,0,0,0,0,5,3,60.6,,,,,,0,0,0,0,0,2018,6
Andre Roberts,5612,WR,1,NYJ,7,0,2,0,0,0,59.8,,65.7,,60.5,,0,0,0,0,0,2018,6
Geno Atkins,5643,DI,1,CIN,0,0,0,0,4,0,59.0,,,,,,0,0,0,0,0,2018,6
Al Woods,5646,DI,1,IND,0,0,0,0,0,6,60.9,,,,,,0,0,0,0,0,2018,6
Kendrick Lewis,5659,S,1,TEN,0,1,0,0,3,0,60.2,,,,,,0,0,0,0,0,2018,6
Sherrick McManis,5667,CB,1,CHI,6,6,2,2,5,0,61.3,,,,,,0,0,0,0,0,2018,6
Joe Webb III,5722,WR,1,HST,4,5,7,5,0,0,61.7,,,,,,0,0,0,0,0,2018,6
