player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties,season,week
Antonio Brown,5718,WR,1,PIT,17,12,70.6,140,0,80.3,78.4,79.4,71.9,,11.7,52,4.3,20,6,0,0,0,1,95.2,0,0,2016,3
Emmanuel Sanders,5606,WR,1,DEN,13,9,69.2,117,2,89.1,86.1,77.3,70.6,,13.0,44,4.9,41,6,0,0,0,2,136.9,0,0,2016,3
Mike Evans,8642,WR,1,TB,13,10,76.9,132,1,82.3,80.6,78.0,71.1,,13.2,24,2.4,19,9,0,0,0,0,134.1,0,0,2016,3
Kevin White,9440,WR,1,CHI,12,6,50.0,62,0,66.8,66.3,52.5,69.5,,10.3,11,1.8,32,2,1,0,0,1,65.3,0,0,2016,3
Terrelle Pryor Sr.,6944,WR,1,CLV,12,8,66.7,144,0,88.0,90.1,76.5,75.1,,18.0,57,7.1,40,6,0,0,0,2,107.6,0,0,2016,3
Jarvis Landry,8698,WR,1,MIA,12,7,58.3,120,1,80.5,80.9,76.5,72.6,,17.1,46,6.6,42,5,1,0,0,2,120.1,1,0,2016,3
Adam Humphries,10075,WR,1,TB,11,9,81.8,100,0,65.8,65.2,78.0,73.1,,11.1,65,7.2,31,3,0,0,0,1,104.5,0,0,2016,3
A.J. Green,6156,WR,1,CIN,11,8,72.7,77,0,74.7,75.7,54.5,70.1,,9.6,26,3.3,20,5,1,0,0,3,91.9,1,0,2016,3
Michael Crabtree,4933,WR,1,OAK,11,8,72.7,102,0,83.8,82.0,76.5,70.1,,12.8,34,4.3,31,6,0,1,0,1,63.4,0,0,2016,3
Quincy Enunwa,8843,WR,1,NYJ,11,4,36.4,37,0,48.1,49.4,28.7,68.7,,9.3,20,5.0,18,3,3,1,0,1,8.5,0,0,2016,3
Larry Fitzgerald,1724,WR,1,ARZ,11,7,63.6,60,0,68.4,66.9,76.5,70.1,,8.6,21,3.0,13,4,0,0,0,1,77.8,0,0,2016,3
John Brown,8726,WR,1,ARZ,11,6,54.5,70,0,64.3,64.1,74.6,71.4,,11.7,11,1.8,19,3,0,1,0,0,36.2,1,0,2016,3
Steve Smith,837,WR,1,BLT,11,8,72.7,87,0,78.9,79.9,54.5,70.1,,10.9,38,4.8,23,5,1,0,0,1,95.6,1,1,2016,3
Allen Robinson II,8696,WR,1,JAX,10,7,70.0,57,2,78.7,77.5,75.6,69.5,,8.1,11,1.6,14,6,0,1,0,1,84.2,0,0,2016,3
Michael Floyd,7019,WR,1,ARZ,10,4,40.0,65,0,57.8,58.0,41.6,67.0,,16.3,8,2.0,25,4,1,1,0,0,22.9,1,0,2016,3
Brandon Marshall,3064,WR,1,NYJ,10,3,30.0,27,0,50.4,50.4,36.2,65.8,,9.0,10,3.3,11,1,1,2,0,0,0.0,0,0,2016,3
Coby Fleener,7038,TE,1,NO,10,7,70.0,109,1,74.6,67.4,52.1,69.5,71.3,15.6,26,3.7,36,5,1,0,0,0,139.2,1,0,2016,3
Doug Baldwin,6615,WR,1,SEA,10,8,80.0,164,1,92.3,92.1,76.5,70.1,,20.5,52,6.5,59,6,0,0,0,0,152.1,0,0,2016,3
T.Y. Hilton,7092,WR,1,IND,10,8,80.0,174,1,90.9,90.5,76.5,70.1,,21.8,72,9.0,63,6,0,0,0,2,152.1,0,0,2016,3
Michael Thomas,10681,WR,1,NO,10,7,70.0,71,1,74.5,73.3,52.1,69.5,,10.1,22,3.1,25,4,1,1,0,1,83.7,0,0,2016,3
Odell Beckham Jr.,8647,WR,1,NYG,10,7,70.0,121,0,87.4,89.8,76.5,70.1,,17.3,46,6.6,26,6,0,0,0,3,110.8,1,0,2016,3
Ryan Griffin,7982,TE,1,HST,9,8,88.9,52,0,71.1,71.6,76.5,70.1,69.6,6.5,27,3.4,11,4,0,0,0,1,90.7,0,0,2016,3
Greg Olsen,3647,TE,1,CAR,9,6,66.7,64,0,61.9,66.4,74.6,68.8,43.8,10.7,25,4.2,18,2,0,0,0,0,87.3,1,0,2016,3
Zach Miller,5104,TE,1,CHI,9,8,88.9,78,2,69.4,72.1,76.5,70.1,70.2,9.8,28,3.5,26,6,0,0,0,2,142.4,0,0,2016,3
Tyrell Williams,10154,WR,1,SD,9,6,66.7,69,0,70.2,69.0,49.2,68.8,,11.5,36,6.0,22,4,1,0,0,1,89.6,0,0,2016,3
Cameron Brate,9207,TE,1,TB,9,5,55.6,46,2,72.3,65.5,73.4,68.0,50.9,9.2,14,2.8,20,4,0,0,0,0,109.3,0,0,2016,3
Jimmy Graham,5619,TE,1,SEA,9,6,66.7,100,1,80.0,84.2,74.6,16.9,74.3,16.7,7,1.2,40,3,0,0,1,0,141.0,1,0,2016,3
Brandon Coleman,9086,WR,1,NO,8,7,87.5,78,0,66.7,65.3,52.1,69.5,,11.1,13,1.9,28,6,1,0,0,0,107.3,0,0,2016,3
DeAndre Hopkins,7808,WR,1,HST,8,4,50.0,56,0,75.0,72.2,72.1,67.0,,14.0,1,0.3,16,4,0,1,0,0,33.3,0,0,2016,3
Eric Ebron,8645,TE,1,DET,8,5,62.5,69,0,78.3,78.8,74.6,68.8,,13.8,17,3.4,21,3,0,1,0,0,50.5,0,0,2016,3
Kyle Rudolph,6195,TE,1,MIN,8,7,87.5,70,1,90.7,92.1,75.6,69.5,79.0,10.0,15,2.1,18,6,0,0,0,0,142.7,1,0,2016,3
Charles Sims,8704,HB,1,TB,8,6,75.0,69,0,65.5,63.5,74.6,76.3,59.3,11.5,64,10.7,33,3,0,1,0,1,60.9,0,0,2016,3
Rishard Matthews,7211,WR,1,TEN,8,3,37.5,32,0,62.4,62.6,70.5,65.8,,10.7,8,2.7,14,2,0,2,0,1,10.4,0,0,2016,3
Robert Woods,7822,WR,1,BUF,8,6,75.0,51,0,51.3,54.0,29.7,68.8,,8.5,15,2.5,24,1,1,0,0,0,91.1,1,0,2016,3
Dennis Pitta,5638,TE,1,BLT,8,6,75.0,42,0,58.9,58.9,74.6,68.8,,7.0,20,3.3,13,2,0,1,0,0,46.9,0,0,2016,3
Theo Riddick,7980,HB,1,DET,8,7,87.5,39,0,71.5,79.5,75.6,75.2,78.8,5.6,41,5.9,12,2,0,0,0,3,87.0,0,0,2016,3
Amari Cooper,9437,WR,1,OAK,8,4,50.0,62,0,73.9,72.9,41.6,67.0,,15.5,14,3.5,25,4,1,0,0,2,76.0,0,0,2016,3
Marvin Jones Jr.,7158,WR,1,DET,8,6,75.0,205,2,90.2,89.7,74.6,68.8,,34.2,67,11.2,73,5,0,0,0,1,156.3,0,0,2016,3
Tavon Austin,7789,WR,1,LA,8,5,62.5,82,1,79.8,79.0,45.8,73.3,,16.4,33,6.6,43,4,1,1,0,1,96.9,0,0,2016,3
Travis Benjamin,7100,WR,1,SD,7,4,57.1,82,0,60.8,60.3,41.6,69.0,,20.5,38,9.5,43,2,1,0,1,0,98.5,0,0,2016,3
Alshon Jeffery,7048,WR,1,CHI,7,5,71.4,70,0,62.9,61.0,46.3,68.0,,14.0,33,6.6,22,4,1,0,0,0,103.3,1,0,2016,3
Sterling Shepard,10674,WR,1,NYG,7,5,71.4,73,1,72.4,70.3,49.2,68.8,,14.6,19,3.8,23,4,1,0,0,2,144.6,0,0,2016,3
DeAngelo Williams,2972,HB,1,PIT,7,4,57.1,23,0,58.8,45.3,41.6,73.5,82.3,5.8,22,5.5,10,1,1,0,0,2,63.4,0,0,2016,3
Will Fuller V,10655,WR,1,HST,7,3,42.9,31,0,51.1,51.0,36.2,65.8,,10.3,3,1.0,18,1,1,0,0,0,56.3,1,0,2016,3
Ted Ginn Jr.,3625,WR,1,CAR,7,3,42.9,62,0,63.0,67.5,72.1,73.7,,20.7,11,3.7,31,2,0,2,0,0,35.1,1,0,2016,3
Jordy Nelson,4350,WR,1,GB,7,6,85.7,101,2,85.9,84.2,74.6,68.8,,16.8,48,8.0,49,4,0,0,0,0,158.3,0,0,2016,3
