player,player_id,position,player_game_count,team_name,grades_fgep_kicker,pat_made,pat_attempts,pat_percent,one_made,one_attempts,one_percent,twenty_made,twenty_attempts,twenty_percent,thirty_made,thirty_attempts,thirty_percent,forty_made,forty_attempts,forty_percent,fifty_made,fifty_attempts,fifty_percent,season,week
Adam Vinatieri,226,K,1,IND,47.9,4,4,100.0,0,0,,0,0,,0,0,,0,1,0.0,0,0,,2013,14
David Akers,295,K,1,DET,60.1,0,1,0.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,14
Phil Dawson,422,K,1,SF,70.4,1,1,100.0,0,0,,2,2,100.0,0,0,,1,1,100.0,1,1,100.0,2013,14
Sebastian Janikowski,595,K,1,OAK,54.5,3,3,100.0,0,0,,0,0,,0,0,,2,2,100.0,0,1,0.0,2013,14
Rian Lindell,754,K,1,TB,67.2,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2013,14
Jay Feely,955,K,1,ARZ,29.6,4,4,100.0,0,1,0.0,0,0,,0,0,,0,0,,0,1,0.0,2013,14
Rob Bironas,1218,K,1,TEN,61.2,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,14
Matt Bryant,1223,K,1,ATL,49.3,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,1,0.0,2013,14
Billy Cundiff,1230,K,1,CLV,64.6,2,2,100.0,0,1,0.0,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,14
Josh Brown,1520,K,1,NYG,60.6,2,2,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,14
Josh Scobee,1858,K,1,JAX,64.2,3,3,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,14
Mike Nugent,2264,K,1,CIN,61.5,6,6,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,14
Robbie Gould,2607,K,1,CHI,70.1,4,4,100.0,0,0,,2,2,100.0,1,1,100.0,0,0,,0,0,,2013,14
Nick Novak,2726,K,1,SD,53.2,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2013,14
Shaun Suisham,2796,K,1,PIT,61.2,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,14
Stephen Gostkowski,3063,K,1,NE,76.3,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,1,1,100.0,2013,14
Matt Prater,3471,K,1,DEN,89.1,6,6,100.0,1,1,100.0,1,1,100.0,0,0,,0,0,,1,1,100.0,2013,14
Nick Folk,3794,K,1,NYJ,68.0,4,4,100.0,0,0,,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,2013,14
Mason Crosby,3809,K,1,GB,64.1,1,1,100.0,0,0,,1,1,100.0,1,1,100.0,1,1,100.0,0,0,,2013,14
Stephen Hauschka,4655,K,1,SEA,61.7,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,0,0,,2013,14
Dan Carpenter,4697,K,1,BUF,66.0,0,0,,0,0,,0,0,,0,0,,2,2,100.0,0,0,,2013,14
Garrett Hartley,4900,K,1,NO,61.4,4,4,100.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,2013,14
Ryan Succop,5180,K,1,KC,49.7,6,6,100.0,0,0,,0,0,,1,2,50.0,0,0,,0,0,,2013,14
Graham Gano,5443,K,1,CAR,51.7,1,1,100.0,0,0,,1,1,100.0,0,0,,1,2,50.0,0,0,,2013,14
Dan Bailey,6796,K,1,DAL,61.2,4,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,14
Kai Forbath,6860,K,1,WAS,65.9,1,1,100.0,0,0,,0,0,,0,0,,0,0,,1,1,100.0,2013,14
Randy Bullock,7154,K,1,HST,62.8,2,2,100.0,0,0,,0,0,,2,2,100.0,0,0,,0,0,,2013,14
Greg Zuerlein,7163,K,1,SL,63.6,1,1,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,2013,14
Blair Walsh,7167,K,1,MIN,64.2,2,2,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,0,0,,2013,14
Justin Tucker,7604,K,1,BLT,60.9,3,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,2013,14
Caleb Sturgis,7948,K,1,MIA,52.7,4,4,100.0,0,0,,1,1,100.0,1,1,100.0,0,0,,0,1,0.0,2013,14
