player,player_id,position,player_game_count,team_name,dropbacks,attempts,completions,completion_percent,yards,ypa,touchdowns,interceptions,grades_offense,grades_pass,grades_run,grades_hands_fumble,sacks,bats,drops,thrown_aways,hit_as_threw,qb_rating,scrambles,first_downs,season,week
Drew Brees,802,QB,1,NO,50,50,39,78.0,505,10.1,7,2,83.8,82.4,60.0,80.7,0,0,0,2,0,131.7,0,24,2015,8
Andrew Luck,7007,QB,1,IND,54,47,23,48.9,231,4.9,2,3,45.0,45.0,57.2,81.0,2,1,3,0,2,50.9,5,15,2015,8
Ben Roethlisberger,1732,QB,1,PIT,48,45,28,62.2,262,5.8,1,3,62.0,60.3,63.9,81.0,3,0,3,3,0,57.8,0,15,2015,8
Matt Ryan,4317,QB,1,ATL,46,45,37,82.2,397,8.8,2,1,79.6,77.2,64.8,48.8,1,0,0,1,0,109.0,0,19,2015,8
Ryan Tannehill,7014,QB,1,MIA,49,44,28,63.6,300,6.8,0,2,62.7,62.4,59.6,80.5,5,0,3,1,0,64.6,0,16,2015,8
Geno Smith,7820,QB,1,NYJ,47,42,27,64.3,265,6.3,2,1,62.3,60.4,66.4,80.3,3,0,2,1,0,87.9,2,15,2015,8
Colin Kaepernick,6188,QB,1,SF,47,41,20,48.8,162,4.0,0,0,44.9,42.7,65.0,80.8,3,1,3,1,0,59.2,3,9,2015,8
Eli Manning,1722,QB,1,NYG,44,41,30,73.2,350,8.5,6,0,70.0,68.8,,23.1,3,0,1,1,1,138.2,0,16,2015,8
Tom Brady,698,QB,1,NE,40,38,26,68.4,356,9.4,4,0,91.5,90.3,62.6,79.8,2,0,2,0,2,133.2,0,16,2015,8
Carson Palmer,1317,QB,1,ARZ,40,38,23,60.5,374,9.8,4,1,80.6,78.0,65.3,80.0,1,0,0,2,2,117.7,1,19,2015,8
Andy Dalton,6187,QB,1,CIN,43,38,23,60.5,231,6.1,1,2,50.3,56.1,35.0,32.9,3,1,1,1,2,64.7,2,11,2015,8
Philip Rivers,1725,QB,1,SD,38,37,28,75.7,301,8.1,3,0,66.8,73.3,60.0,29.0,1,0,0,3,0,126.1,0,15,2015,8
Joe Flacco,4332,QB,1,BLT,40,37,25,67.6,319,8.6,1,0,69.1,70.5,51.9,80.2,3,0,1,3,0,103.3,0,14,2015,8
Matthew Stafford,4924,QB,1,DET,43,36,22,61.1,217,6.0,1,2,48.8,50.4,55.7,79.8,6,0,2,2,0,64.2,1,12,2015,8
Derek Carr,8671,QB,1,OAK,36,36,23,63.9,333,9.3,4,0,81.9,80.1,60.0,78.9,0,1,4,3,0,130.9,0,13,2015,8
Brian Hoyer,5277,QB,1,HST,38,35,23,65.7,235,6.7,2,0,65.1,65.9,60.0,79.1,3,0,2,3,0,103.9,0,11,2015,8
Cam Newton,6153,QB,1,CAR,40,35,16,45.7,248,7.1,2,1,81.0,82.8,59.7,33.4,2,2,4,0,2,76.8,3,11,2015,8
Josh McCown,1085,QB,1,CLV,37,34,18,52.9,211,6.2,3,1,52.2,57.5,46.3,28.3,1,0,3,2,1,89.2,2,11,2015,8
Jay Cutler,2956,QB,1,CHI,36,33,22,66.7,211,6.4,1,0,76.4,71.9,73.7,78.6,1,0,1,1,0,94.4,2,13,2015,8
Zach Mettenberger,8813,QB,1,TEN,38,31,22,71.0,171,5.5,0,1,52.1,51.9,,28.0,7,1,2,0,1,70.8,0,10,2015,8
Russell Wilson,7077,QB,1,SEA,33,30,19,63.3,210,7.0,1,1,66.9,63.2,68.9,78.6,0,0,1,1,0,81.3,3,12,2015,8
Teddy Bridgewater,8667,QB,1,MIN,33,30,17,56.7,187,6.2,1,1,61.9,59.4,66.4,78.1,1,1,2,2,0,72.5,2,8,2015,8
Jameis Winston,9434,QB,1,TB,33,29,16,55.2,177,6.1,1,0,58.8,52.6,82.6,79.1,2,0,4,0,0,85.0,2,13,2015,8
Peyton Manning,327,QB,1,DEN,29,29,21,72.4,340,11.7,0,1,73.0,71.6,,77.9,0,1,0,0,0,96.9,0,15,2015,8
Alex Smith,2218,QB,1,KC,33,26,18,69.2,145,5.6,2,0,71.9,62.9,82.7,78.5,3,1,2,0,0,108.7,4,13,2015,8
Matt Cassel,2447,QB,1,DAL,29,25,13,52.0,97,3.9,0,0,51.4,50.5,58.3,77.8,1,2,2,0,1,61.6,3,7,2015,8
Nick Foles,7089,QB,1,SL,23,23,14,60.9,191,8.3,1,0,63.3,62.0,60.5,77.4,0,0,2,1,0,101.9,0,6,2015,8
Aaron Rodgers,2241,QB,1,GB,27,22,14,63.6,77,3.5,0,0,56.0,49.8,77.9,27.2,3,1,1,1,1,69.7,2,5,2015,8
Johnny Manziel,8657,QB,1,CLV,7,6,3,50.0,12,2.0,0,0,49.1,51.2,58.3,69.6,0,0,0,0,0,56.3,1,1,2015,8
Ryan Fitzpatrick,2467,QB,1,NYJ,6,5,4,80.0,46,9.2,0,0,69.9,65.3,63.3,68.9,0,0,0,0,0,105.0,1,3,2015,8
Chase Daniel,5214,QB,1,KC,2,2,2,100.0,4,2.0,0,0,54.8,54.5,,63.6,0,0,0,0,0,79.2,0,1,2015,8
Dan Orlovsky,2362,QB,1,DET,2,2,1,50.0,10,5.0,0,0,59.0,58.9,,63.6,0,1,0,0,0,64.6,0,1,2015,8
Darren McFadden,4318,HB,1,DAL,1,1,0,0.0,0,0.0,0,0,58.0,54.8,59.7,78.4,0,0,0,0,0,39.6,0,0,2015,8
