player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties,season,week
Todd Gurley II,9443,HB,1,LA,30,28,113,4.0,2,63.2,60.8,29.2,60.0,54,1.93,29,6,2,1,0,0,2017,3
Dalvin Cook,11796,HB,1,MIN,29,27,97,3.6,1,68.7,62.5,79.6,60.0,81,3.0,26,5,6,0,0,0,2017,3
Carlos Hyde,8692,HB,1,SF,25,25,84,3.4,2,39.6,41.6,78.8,60.0,61,2.44,20,5,3,0,0,0,2017,3
Frank Gore,2282,HB,1,IND,25,25,57,2.3,1,52.0,50.6,78.5,,62,2.48,21,2,0,0,0,0,2017,3
Jordan Howard,10784,HB,1,CHI,24,23,140,6.1,2,78.8,77.8,27.8,60.0,67,2.91,19,10,11,1,0,0,2017,3
Ezekiel Elliott,10638,HB,1,DAL,25,22,80,3.6,1,68.6,67.7,78.1,60.0,84,3.82,30,5,2,0,0,0,2017,3
Devonta Freeman,8738,HB,1,ATL,21,21,106,5.0,1,78.6,76.1,77.8,,54,2.57,18,7,5,0,1,0,2017,3
Samaje Perine,11869,HB,1,WAS,19,19,49,2.6,0,35.3,35.6,25.8,,47,2.47,9,1,1,1,0,0,2017,3
Joe Mixon,11803,HB,1,CIN,19,18,62,3.4,0,73.6,68.4,76.7,60.0,58,3.22,20,4,2,0,0,0,2017,3
Melvin Gordon III,9448,HB,1,LAC,18,17,79,4.6,1,76.1,75.3,76.2,60.0,50,2.94,14,4,3,0,0,0,2017,3
Kareem Hunt,11841,HB,1,KC,19,17,172,10.1,1,86.1,86.1,76.4,60.0,67,3.94,69,7,8,0,0,0,2017,3
Leonard Fournette,11759,HB,1,JAX,17,17,59,3.5,1,76.1,75.2,77.3,,30,1.76,15,4,1,0,0,0,2017,3
Bilal Powell,6278,HB,1,NYJ,16,15,37,2.5,1,73.1,71.9,75.8,60.0,36,2.4,9,2,4,0,0,0,2017,3
Le'Veon Bell,7829,HB,1,PIT,15,15,61,4.1,1,62.6,64.9,77.2,,19,1.27,13,4,1,0,0,0,2017,3
LeSean McCoy,4976,HB,1,BUF,15,14,21,1.5,0,77.6,66.4,76.8,60.0,25,1.79,7,2,2,0,0,0,2017,3
Mark Ingram II,6180,HB,1,NO,15,14,56,4.0,0,59.6,57.8,75.5,60.0,41,2.93,15,5,1,0,0,0,2017,3
DeMarco Murray,6223,HB,1,TEN,18,14,115,8.2,1,76.5,73.2,76.0,66.2,23,1.64,75,2,1,0,0,0,2017,3
Ameer Abdullah,9487,HB,1,DET,14,14,47,3.4,0,62.3,52.2,75.8,,34,2.43,11,2,1,0,0,0,2017,3
Lamar Miller,7097,HB,1,HST,20,14,56,4.0,0,61.6,62.9,75.7,59.8,25,1.79,12,3,0,0,0,0,2017,3
Derrick Henry,10679,HB,1,TEN,17,13,54,4.2,0,62.6,63.0,74.9,60.0,22,1.69,25,2,2,0,0,0,2017,3
Isaiah Crowell,9295,HB,1,CLV,12,12,44,3.7,0,67.6,65.3,74.8,,24,2.0,10,3,0,0,0,0,2017,3
Tarik Cohen,11874,HB,1,CHI,15,12,78,6.5,0,65.7,60.9,24.1,60.3,13,1.08,36,2,1,1,0,0,2017,3
Jonathan Stewart,4327,HB,1,CAR,17,12,57,4.8,0,56.6,56.9,74.5,60.0,27,2.25,17,4,2,0,0,0,2017,3
Chris Johnson,4338,HB,1,ARZ,14,12,17,1.4,0,46.6,47.7,75.3,60.0,30,2.5,5,0,0,0,0,0,2017,3
