player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,81,2,39,40,44.9,60.1,44.5,55.6,44.6,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,56.3,0,0,2014,9
Justin Smith,776,DI,1,SF,39,19,20,0,68.4,73.0,70.6,53.8,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Ryan Pickett,799,DI,1,HST,24,11,13,0,61.1,64.1,68.6,53.3,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Dwight Freeney,1019,ED,1,SD,39,25,13,1,62.0,65.1,69.9,56.4,60.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Larry Foote,1126,LB,1,ARZ,64,13,25,26,47.4,41.1,63.3,60.5,60.8,1.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,3.0,0.0,2.0,2.0,17.0,8.5,6.0,12.0,0.0,0.0,0.0,102.1,0,0,2014,9
Brett Keisel,1204,DI,1,PIT,31,24,7,0,56.5,64.9,71.9,52.0,,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Ryan Clark,1229,S,1,WAS,70,1,26,43,72.7,59.4,86.4,58.1,71.5,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,3.0,3.0,19.0,6.3,10.0,13.0,0.0,0.0,0.0,93.1,0,0,2014,9
James Harrison,1251,ED,1,PIT,42,28,10,4,89.1,62.8,44.5,88.4,63.2,6.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Terence Newman,1321,CB,1,CIN,63,0,25,38,74.7,67.5,80.1,,73.9,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,7.0,5.0,51.0,10.2,13.0,20.0,1.0,0.0,1.0,131.5,0,0,2014,9
Kevin Williams,1325,DI,1,SEA,23,17,6,0,52.7,58.1,68.8,51.7,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Terrell Suggs,1326,ED,1,BLT,53,31,19,3,58.5,61.4,73.3,55.1,60.9,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,0,2014,9
Troy Polamalu,1332,S,1,PIT,31,4,13,14,58.4,66.8,31.9,51.8,56.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2014,9
Calvin Pace,1334,ED,1,NYJ,47,19,18,10,64.0,62.8,,57.4,65.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-2.0,-2.0,5.0,-2.0,0.0,0.0,0.0,56.3,0,0,2014,9
Cory Redding,1381,DI,1,IND,60,47,13,0,37.0,46.6,71.4,48.1,60.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1,1,2014,9
Jarret Johnson,1421,ED,1,SD,43,23,17,3,60.6,56.0,73.4,53.2,73.1,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0,0,2014,9
Chris Clemons,1585,ED,1,JAX,50,24,21,5,49.6,48.8,72.1,52.1,64.1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Colin Cole,1589,DI,1,CAR,35,14,21,0,65.3,63.0,70.2,61.5,60.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Vince Wilfork,1742,DI,1,NE,61,49,12,0,56.7,70.1,27.0,50.1,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Jason Babin,1748,ED,1,NYJ,14,11,1,2,61.8,60.0,68.1,59.5,60.3,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Karlos Dansby,1754,LB,1,CLV,65,4,24,37,77.9,61.7,79.5,67.8,77.5,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,79.2,0,0,2014,9
Daryl Smith,1760,LB,1,BLT,67,6,26,35,61.9,78.8,79.3,49.6,50.8,1.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,3.0,0.0,3.0,2.0,47.0,23.5,23.0,33.0,1.0,0.0,0.0,149.3,0,0,2014,9
Dwan Edwards,1772,DI,1,CAR,36,25,11,0,66.4,57.6,67.3,60.8,60.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,0,0,2014,9
Randy Starks,1792,DI,1,MIA,22,13,9,0,84.3,81.1,69.1,65.6,,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Will Allen,1832,S,1,PIT,40,1,6,33,67.3,63.6,87.3,65.0,60.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,5.0,10.0,0.0,0.0,0.0,108.3,0,0,2014,9
Robert Geathers,1838,ED,1,CIN,31,23,7,1,59.3,73.6,68.1,48.9,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Antonio Smith,1856,DI,1,OAK,54,35,19,0,49.6,41.0,68.7,63.4,,6.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Mike Adams,1972,S,1,IND,76,3,19,54,64.7,67.0,88.1,71.5,60.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,5.0,0.0,5.0,1.0,0.0,0.0,95.8,0,0,2014,9
Tommy Kelly,2093,DI,1,ARZ,40,20,20,0,67.4,66.7,67.4,60.4,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Adam Jones,2223,CB,1,CIN,46,0,16,30,65.3,64.1,76.9,,64.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,24.0,8.0,7.0,13.0,0.0,0.0,0.0,100.0,0,0,2014,9
Antrel Rolle,2225,S,1,NYG,75,2,26,47,51.0,62.2,38.8,54.3,51.3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,3.0,0.0,3.0,1.0,7.0,7.0,0.0,7.0,0.0,0.0,0.0,42.4,0,0,2014,9
DeMarcus Ware,2228,ED,1,DEN,62,37,19,6,78.2,66.9,32.8,77.5,56.8,5.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,2.0,1.0,15.0,15.0,11.0,15.0,0.0,0.0,0.0,75.0,0,0,2014,9
Thomas Davis Sr.,2231,LB,1,CAR,76,4,36,36,71.4,65.7,80.1,69.0,75.3,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,2.0,13.0,6.5,10.0,7.0,0.0,0.0,0.0,75.7,1,0,2014,9
Mike Patterson,2248,DI,1,NYG,24,16,8,0,60.4,61.2,67.3,57.8,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Justin Tuck,2291,ED,1,OAK,46,26,20,0,64.3,64.5,71.2,59.0,60.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
Chris Canty,2349,DI,1,BLT,30,16,14,0,70.1,66.0,29.2,65.1,,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0,0,2014,9
