player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties,season,week
Charles Woodson,330,S,1,OAK,77,0,26,51,56.9,55.3,27.4,,58.5,0,0,0,0,0,4,0,3,0,0,1,1,38,38.0,23,38.0,0,0,0,118.8,0,0,2015,2
Julius Peppers,1010,ED,1,GB,40,26,13,1,58.8,54.1,72.0,61.2,60.0,5,1,0,4,0,0,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
James Harrison,1251,ED,1,PIT,47,21,16,10,70.4,65.8,72.8,66.1,78.0,5,0,2,3,0,2,0,1,2,0,2,2,4,2.0,6,3.0,0,0,0,79.2,1,0,2015,2
Terence Newman,1321,CB,1,MIN,76,0,13,63,71.8,65.7,77.1,,71.2,0,0,0,0,0,1,2,0,0,0,5,2,17,8.5,2,10.0,0,0,1,49.6,0,0,2015,2
Kevin Williams,1325,DI,1,NO,28,6,22,0,90.7,90.1,68.7,57.9,,1,0,0,1,0,2,0,0,2,1,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
Calvin Pace,1334,ED,1,NYJ,36,21,14,1,52.9,54.9,69.6,53.6,60.0,1,0,1,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
Charles Tillman,1351,CB,1,CAR,76,0,20,56,56.4,63.8,72.8,,54.9,0,0,0,0,0,1,0,0,0,0,7,4,61,15.3,24,48.0,0,0,1,86.0,0,0,2015,2
Rashean Mathis,1355,CB,1,DET,57,0,34,23,61.9,60.8,78.1,,61.5,0,0,0,0,0,4,0,0,2,0,4,4,22,5.5,1,12.0,0,0,0,89.6,0,0,2015,2
Cory Redding,1381,DI,1,ARZ,15,8,7,0,50.9,57.6,,70.6,,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0,2015,2
Robert Mathis,1447,ED,1,IND,13,8,1,4,69.7,60.0,69.6,60.3,62.1,1,0,0,1,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
Chris Clemons,1585,ED,1,JAX,50,40,9,1,42.9,51.6,,51.7,60.0,0,0,0,0,0,0,0,1,0,0,1,1,10,10.0,5,10.0,0,0,0,108.3,0,0,2015,2
Colin Cole,1589,DI,1,CAR,34,24,10,0,65.6,66.9,67.3,58.9,,1,0,0,1,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
Cullen Jenkins,1637,DI,1,NYG,46,33,11,2,60.7,50.7,69.8,65.9,59.8,2,1,1,0,0,0,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
DeAngelo Hall,1729,CB,1,WAS,50,0,13,37,72.8,66.7,79.3,,72.1,0,0,0,0,0,5,1,0,3,0,6,4,56,14.0,4,40.0,1,0,0,136.1,0,0,2015,2
Vince Wilfork,1742,DI,1,HST,52,28,24,0,65.8,68.9,68.6,55.3,,1,0,0,1,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
Karlos Dansby,1754,LB,1,CLV,78,7,28,43,50.8,77.0,81.4,73.1,30.7,2,0,0,2,1,8,1,0,3,0,5,5,69,13.8,37,19.0,0,0,0,118.8,0,0,2015,2
Daryl Smith,1760,LB,1,BLT,71,5,20,46,56.3,76.3,32.2,52.2,49.6,1,0,0,1,0,6,1,2,1,0,4,4,33,8.3,14,12.0,0,0,0,101.0,0,0,2015,2
Dwan Edwards,1772,DI,1,CAR,49,37,11,1,55.1,59.8,69.9,50.0,61.9,1,1,0,0,0,2,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
Randy Starks,1792,DI,1,CLV,42,29,11,2,63.1,54.5,28.4,65.8,60.8,4,0,1,3,0,2,0,2,2,0,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
Will Allen,1832,S,1,PIT,86,0,30,56,57.2,75.6,27.6,,55.0,0,0,0,0,0,6,0,2,3,0,1,1,75,75.0,48,75.0,1,0,0,158.3,1,0,2015,2
Jared Allen,1847,ED,1,CHI,30,10,17,3,78.9,64.9,70.5,85.3,58.6,3,0,3,0,1,1,0,0,0,0,2,0,0,,0,,0,1,0,0.0,0,0,2015,2
Antonio Smith,1856,DI,1,DEN,34,21,13,0,46.1,33.0,69.7,68.5,,4,1,0,3,0,2,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0,2015,2
